src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
Nvidia and its partners built a sophisticated system to bypass U.S. restrictions on exporting AI chips to the Middle East, Russia, and China.	Nvidia మరియు అది భాగస్వాములు మధ్య పూర్వానాలకు, రష్యా, చైనా పోటీలకు AI చిప్స్ ని ఎక్స్పోర్ట్ చేయడానికి U.S. పరిబంధములను నిమిత్తం ఒక సాధారణ వ్యవస్థ ని నిర్మించారు.	Nvidia మరియు వారి భాగస్వాములు మిడిల్ ఈస్ట్, రష్యా, చైనా దేశాలకు AI చిప్‌లను ఎగుమతి చేసే అమెరికా పరిమితులను అధిగమించడానికి ఒక అధునాతన వ్యవస్థను నిర్మించారు.	న్విడియా మరియు వారి భాగస్వాములు యు.ఎస్. పరిమితులను తప్పించడానికి మధ్య ప్రాచ్యం, రష్యా, చైనాలకు ఎఐ చిప్స్ ఎగుమతి చేయడానికి ఒక సోఫిస్టికేటెడ్ వ్యవస్థను నిర్మించారు.
The funding, which will top up the firm’s flagship fund, will be raised primarily from institutional investors. 	ఆ నిధులు, జరుగుటకు ప్రధానంగా సంస్థాగత వినియోగదారుల నుండి సంపాదించబోతున్న ఫర్మ్ యొక్క ముఖ్య నిధికి జోడించబోతుంది.	సంస్థ యొక్క ప్రధాన నిధిని పెంచడానికి ఈ నిధులు సంస్థాగత పెట్టుబడిదారుల నుండి ప్రధానంగా సేకరించబడతాయి.	ఆ సంస్థ యొక్క ప్రధాన నిధిని పూరించే ఆర్థిక సహాయం ప్రధానంగా సంస్థాగత పెట్టుబడిదారుల నుండి సేకరించబడుతుంది.
US Forest Service Decision to Halt Prescribed Burns in California is History Repeating	క్యాలిఫోర్నియాలో ప్రెస్క్రైబ్డ్ బర్న్స్ నిలిపివేయడానికి యుఎస్ వన సేవల సరఫరా ప్రాచీన చరిత్ర పునరావృత్తి అంటే.	అమెరికా అడవుల విభాగం కాలిఫోర్నియాలో ప్రిస్క్రైబ్డ్ బర్న్స్ ని ఆపడానికి తీసుకున్న నిర్ణయం చరిత్రను పునరావృతం చేస్తోంది.	అమెరికా అటవీ సేవా సంస్థలు కాలిఫోర్నియాలో నిర్దేశిత అగ్ని ప్రయోగాలను ఆపివేసే నిర్ణయం చరిత్ర పునరావృతం అవుతుంది.
The man who gave us the solution to the Entscheidungsproblem	ది మ్యాన్ హు గేవే అస్ ద సొల్యూషన్ టు ది ఎంట్సైడుంగ్స్ప్రొబ్లెమ్.	ఎంత్షైడుంగ్స్‌ప్రొబ్లెమ్‌కు పరిష్కారం ఇచ్చిన మనిషి.	వ్యక్తులు మనకు ఎంట్స్చైడుంగ్స్‌ప్రోబ్లెం పరిష్కారం ఇచ్చినవారు.
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	పొలిసులు, మంత్రులు మరియు ఇతర అధికారులు మీద ముఖ్యమైన కార్యవస్తులు పనిచేస్తున్న ప్రభుత్వ సంస్థలకు అదేపై మార్పులు అనుకూలంగా “జవాబ్దారిక మరియు నైతిక” ప్రయోజనాలను ప్రోత్సాహించేందుకు ఆ కంపెనీ చెబుతుంది.	"పాలసీ మార్పు, జాతీయ భద్రతపై పనిచేసే ప్రభుత్వ సంస్థలు మరియు కాంట్రాక్టర్లను కవర్ చేస్తూ, ""బాధ్యతాయుతమైన మరియు నైతిక"" ఆవిష్కరణలను ప్రోత్సహించడానికి ఉద్దేశించబడిందని ఆ కంపెనీ చెప్పారు."	"ప్రభుత్వ సంస్థలు మరియు జాతీయ భద్రత పనుల్లో పనిచేసే కాంట్రాక్టర్లను కవర్ చేసే విధాన మార్పు, ఆ సంస్థలు ""నైతిక మరియు బాధ్యతాయుతమైన"" నూతన ఆవిష్కరణలను ప్రోత్సహించడానికి ఉద్దేశించబడింది, ఆ కంపెనీ చెప్పింది."
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	చైనా ఒక క్లోన్ అయిన SpaceX స్టార్‌షిప్ కోసం చిన్న భారీ లిఫ్ట్ రాకెట్ యొక్క తెలిపింది.	చైనా వారి కొత్త హెవీ లిఫ్ట్ రాకెట్‌ను ఆవిష్కరించారు, ఇది స్పేస్‌ఎక్స్ వారి స్టార్‌షిప్‌కు క్లోన్‌గా ఉంది.	చైనా అధికారులు స్పేస్ ఎక్స్ యొక్క స్టార్ షిప్ ను ప్రతిరూపంగా ఉన్న ఒక కొత్త భారీ ఎత్తు రాకెట్ ను వెల్లడించారు.
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	సింగపూర్ వాహన యజమానులకు కేసులు అందుబాటు చేయడానికి ఒక నిర్ధారిత సంఖ్యను కోరబడుతుంది - కేవలం పది ఏళ్లనే చరిత్రలకు మాత్రమే వాలీడ్ అయిన మంజూరుల కోసం మీరు బిడ్ చేయాలి.	సింగపూర్‌లో వాహన యజమానులు నిర్దిష్ట సంఖ్యలో ఎంటైటిల్‌మెంట్ సర్టిఫికేట్‌ల కోసం బిడ్ చేయాలని కోరుతున్నారు – ఇవి కేవలం పది సంవత్సరాలపాటు మాత్రమే చెల్లుబాటు అయ్యే ఖరీదైన ఆపరేటింగ్ అనుమతులు.	సింగపూర్ అధికారులు వాహన యజమానులకు పది సంవత్సరాల పాటు విలువైన నిర్వహణ పర్వేక్షణ పత్రాలను కొనుగోలు చేయడానికి ఆదేశిస్తున్నారు.
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	హ్వాసాంగ్-19 ఉత్తర కొరియా యొక్క అత్యంత పెద్ద మిసైల్ మరియు అది ప్రాంతంలో మెరిసిన తాకుల సమయంలో వచ్చే పరీక్ష అయితుంది.	హ్వాసోంగ్-19 ఉత్తర కొరియా యొక్క ఇప్పటివరకు ఉన్న అతిపెద్ద క్షిపణి మరియు దీని పరీక్ష ద్వీపకల్పంలో విశిష్టమైన ఉద్రిక్తతల సమయంలో జరుగుతోంది.	హ్వాసాంగ్-19 ఉత్తర కొరియా యొక్క అతిపెద్ద క్షిపణి మరియు దాని పరీక్ష ద్వీపకల్పంలో గణనీయమైన ఉద్రిక్తతల సమయంలో జరుగుతుంది.
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	జనాధిపతులకు (authorities) ముఖ్యంగా కప్పిగా ఉండవచ్చునని (may have been) విధులలో (species) Sacramento-San Joaquin డెల్టాకు పరిమాణంలో (ballast water) వచ్చిన పోరాటంలో (ships) వద్ద ప్రయాణించబడింది.	ఆ ప్రజాతి నౌకల సమతుల్య జలంలో సాక్రమెంటో-సాన్ జోక్విన్ డెల్టాకు తీసుకురాబడి ఉండవచ్చు.	జాతులు ఆనవాలు నీటిలో ఓడలపై సాక్రమెంటో-సాన్ జోక్విన్ డెల్టాకు తీసుకువెళ్ళి ఉండవచ్చు.
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	డిస్కవరీ మరియు పిఆర్ ఫర్మ్ రిలెవన్స్ ఇంటర్నేషనల్ తో చిత్రించబడుతున్న అత్యధిక లక్ష్యాల మరియు ఉత్పాదనలను నిర్మించడానికి ఫిక్షనెయర్ బిలియన్ బ్రూస్ వెయిన్ యొక్క కాంగ్లొమరేట్ కి అడుగుల ప్రతీకం పట్టిక కి ఒప్పందానికి పార్ట్నర్ అయింది.	డిస్కవరీ వారు పి.ఆర్. సంస్థ రెలెవెన్స్ ఇంటర్నేషనల్ తో కలిసి ఫిక్షనైర్ బిలియనీర్ బ్రూస్ వెయిన్ వారి సమూహం కింద అల్ట్రా-లగ్జరీ అనుభవాలు మరియు ఉత్పత్తులను ఉత్పత్తి చేసేందుకు భాగస్వామ్యం చేసుకున్నారు.	డిస్కవరీ ప్రతిష్టాత్మక సంస్థలు రిలేవన్స్ ఇంటర్నేషనల్ అనే పీఆర్ సంస్థలతో కలిసి అత్యుత్తమ లక్షురీ అనుభవాలు, ఉత్పత్తులను ఫిక్షనైర్ బిలియనీర్ బ్రూస్ వేన్ యొక్క సంఘటనలో ఉత్పత్తి చేస్తున్నాయి.
Water utilities and chemical manufacturers are challenging the new EPA standards. 	నీరు యూటిలిటీస్ మరియు రసాయన నిర్మాతలు కొత్త EPA మానాయాలను ప్రతిష్టాత్మకంగా సాధించుకున్నారు.	నీటి సేవలు మరియు రసాయన తయారీదారులు కొత్త EPA ప్రమాణాలను సవాలు చేస్తున్నారు.	నీటి సదుపాయాలు మరియు రసాయన తయారీదారులు కొత్త ఇపిఎ ప్రమాణాలను సవాలు చేస్తున్నారు.
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	పోలండ్‌లో ఒక రేడియో స్టేషన్ తన ప్రసార సామర్థ్యంను ఫైర్ చేశారు మరియు ఐ.ఐ.-తయారు ప్రస్తుతాలను అమలుకు తీసింది. నోబెల్ విజేతలుతో సంభాషణ గురించి ఒక అనుమానంతో ప్రకారం ఉత్పాదనను ప్రత్యర్థించాలి.	పోలాండ్‌లోని ఒక రేడియో స్టేషన్ తమ ఆన్-ఎయిర్ ప్రతిభను తొలగించి, A.I. సృష్టించిన వ్యాఖ్యాతలను తీసుకువచ్చింది. ఒక నోబెల్ బహుమతి గ్రహీతతో జరిగినట్లు భావించిన సంభాషణపై వచ్చిన నిరసనతో ఆ ప్రయోగం త్వరగా ముగిసింది.	పోలాండ్ లోని ఒక రేడియో స్టేషన్ తన ఆన్-ఎయిర్ ప్రతిభావంతులను తొలగించి, ఎయిఐ-జనరేటెడ్ ప్రజెంటర్లను తీసుకువచ్చింది. ఒక నోబెల్ లారియేట్ తో జరిగిన పురాతన చర్చ ఆ ప్రయోగాన్ని త్వరగా ముగించింది.
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	పుట్టినింటికి, పిల్లలు సాధ్యం లేదా అసాధ్యం కాదు, కాని సాధ్యం ప్రస్తుతం చూస్తున్నారు.	శిశువయస్సు నుండే, పిల్లలు సాధ్యమో లేదో లేదా అసంభవమైన సంఘటనల పట్ల ఎక్కువ ఆసక్తిని చూపిస్తారు, సాధ్యమైన సంఘటనలతో పోలిస్తే.	శిశువుల నుండి, వారు అసంభవమైన లేదా అప్రత్యక్ష ఘటనలపై సాధారణ ఘటనల కంటే ఎక్కువ ఆసక్తిని ప్రదర్శిస్తారు.
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	పోలీసుల మూలం నాలుగు వ్యక్తులు ఆస్పత్రికి నిర్దేశించబడినవి మరియు మిగిలి వ్యక్తులను ఇవేంట్ స్థలంలో ఔట్‌పేషెంట్స్‌గా చికిత్స చేసాం, పోలీసుల సోర్సులు చెప్పారు.	నాలుగు వ్యక్తులను ఆసుపత్రికి పంపించారు మరియు మిగతా వారికి ఈవెంట్ ప్రదేశంలోనే అవుట్‌పేషెంట్‌గా చికిత్స అందించారు, పోలీసు వర్గాలు తెలిపారు.	నలుగురు వ్యక్తులు ఆస్పత్రికి పంపబడ్డారు, మిగిలిన వారు ఈవెంట్ వేదికపై ఔట్ పేషెంట్లుగా చికిత్స పొందారు, పోలీసు సోర్సులు చెప్పారు.
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	చర్చలో, వాషర్మెన్పేట్ పోలీసులు అది ఆల్కహల్ వినముగా ఉన్నప్పుడు మూడు వ్యక్తులు పత్థరాలు మరియు బీరు బాటల్లుతో ఆక్రమించారని కనుగొన్నారు.	పరిశోధన సమయంలో వాషర్‌మెన్‌పేట పోలీసులు ఆయనపై ముగ్గురు వ్యక్తులు రాళ్ళు మరియు బీర్ బాటిళ్లతో దాడి చేసినట్లు గుర్తించారు, ఆయన మద్యం సేవిస్తున్నప్పుడు.	విచారణలో, వాషర్మెన్‌పేట పోలీసులు ఆయన మూడు వ్యక్తులచే రాళ్లు, బీరు సీసాలతో దాడి చేయబడినట్లు, ఆయన మద్యం సేవిస్తున్న సమయంలో కనుగొన్నారు.
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	రేపు రాత్రి చెంగల్పట్టులో సర్కారు నివాస ఇంటిలో ఉన్న రెండు వయోజన వారు ఎప్పుడైనా భాగంగా నడిపారు.	చెంగల్పట్టు లోని ప్రభుత్వ పరిశీలనా గృహంలో ఉన్న ఇద్దరు బాలురు మంగళవారం రాత్రి పారిపోయారు.	చెంగల్పట్టులోని ప్రభుత్వ పరిశీలన ఇల్లులో ఉన్న ఇద్దరు కిషోరులు మంగళవారం రాత్రి తప్పించుకున్నారు.
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	గాంధీ శ్రీనగర్ ప్రవాసంలో, అల్లరు రోడ్‌లో తనను గౌరవించడానికి కారుల నుండి వచ్చిపోయారు.	గాంధీ గారి శ్రీనగర్ వసతి సమయంలో, బౌలెవార్డ్ రోడ్డుపై కార్ల నుండి దిగి వచ్చిన వ్యక్తులు ఆయనను ఆలింగనం చేసుకున్నారు.	శ్రీ గాంధీ గారు శ్రీనగర్ లో ఉన్న సమయంలో, వారు బులేవార్డ్ రోడ్ పై కార్ల నుండి దిగి వారిని కౌగలించుకున్నారు.
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	వారు పదినాలు మరియు ఖనిజశాస్త్ర విభాగం ద్వారా వర్షగా విధించిన జరిమానా కి మొదటి పెట్టిన తరువాత కిల్నుల నుండి పానీయం రూపంలో పురాణపు స్టాక్స్ ను విక్రయించడం ప్రారంభించారని తెలిపారు.	వీరు ఆరోపించారు, బుధవారం నుండి జియాలజీ మరియు మైనింగ్ శాఖ వారు విధించిన జరిమానా యొక్క మొదటి విడత చెల్లించిన తర్వాత అనేక ఇటుక బట్టీలు పాత నిల్వల ఇటుకలను అమ్మడం ప్రారంభించాయని.	వారు ఆరోపించారు కి బుధవారం నుండి వారిపై భూగర్భ శాస్త్ర మరియు గని శాఖ విధించిన జరిమానా మొదటి విడత చెల్లించిన తరువాత అనేక ఇటుక కిల్నులు పాత స్టాకులను అమ్మడం ప్రారంభించాయి.
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	భారతీయ కెరీర్ డిప్లొమెట్స్ దశ దేశాలలో హై కమిషనర్లు లేదా భారత రాష్ట్రాధిపతి ఆర్.ఎన్. రవిని చెన్నైలో రాజ్ భవన్‌లో మంగళవారం కల్లిని.	భారతదేశానికి ఇతర దేశాలలో ఉన్న హై కమిషనర్లు లేదా అంబాసిడర్లు అయిన పది మంది భారత కేరియర్ డిప్లొమాట్స్, సోమవారం చెన్నైలోని రాజ్ భవన్‌లో గవర్నర్ ఆర్.ఎన్. రవిని కలిసారు.	భారత దేశానికి ఇతర దేశాలలో హై కమీషనర్లు లేదా అంబాసిడర్లుగా ఉన్న పది మంది భారతీయ కెరీర్ డిప్లోమాట్స్ గవర్నర్ ఆర్.ఎన్. రవి గారిని సోమవారం చెన్నైలోని రాజ్ భవన్ లో కలుసుకున్నారు.
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	కానీ, ఆమె పుస్తకంకు అంతర్వ్యాఖ్యానం రాయడం మరియు ఈ పార్లమెంటు చర్చలలో కొంత విధానాల్లో పాల్గొన్నవాడు డాక్టర్ హందే. హాదా మంత్రిగా తన కర్తవ్యాన్ని కార్యకరంగా చేయడం తప్పక కొద్ది స్థానం ఉండకపోయిందని మిత్రుడు ముత్తు చెప్పాడు.	అయితే, డా. హాండే గారు, ఆమె పుస్తకానికి ముందుమాట రాసిన వారు మరియు ఈ అసెంబ్లీ చర్చల్లో కొన్ని పాల్గొన్న వారు, ముత్తు ఆమె బాధ్యతను ఒక మంత్రిగా అవినీతి లేని విధంగా సమర్థవంతంగా నిర్వర్తించారని అంటున్నారు.	అయితే, ఆమె పుస్తకం ముందుమాట రాసిన డాక్టర్ హండే, ఆ అసెంబ్లీ చర్చల్లో కొన్నింటిలో పాల్గొన్నారు, మంత్రులు ముత్తు తమ విధుల్ని సమర్థవంతంగా నిర్వహించారు, అవినీతికి ఎటువంటి స్థలం లేదు.
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	శ్రీమంతులారా లోబో మరియు శ్రీమంతులారా కామట్ రెండూ కాంగ్రెస్ హై కమాండ్ నుండి విరాగమును కారణాలను సూచించారు, కాని నిజానికి కారణాలు ఎలాంటి పరిపూర్ణత కనిపిస్తున్నాయి.	శ్రీలోబో మరియు శ్రీకామత్ ఇద్దరూ కాంగ్రెస్ ఉన్నతాధికారులతో అసంతృప్తిని కారణంగా పేర్కొన్నప్పటికీ, వాస్తవ కారణాలు చాలా స్పష్టంగా ఉన్నాయి.	లోబో గారు, కామట్ గారు ఇద్దరూ కాంగ్రెస్ హైకమాండ్ తో అసంతృప్తిని కారణాలుగా చెప్పినప్పటికీ, నిజమైన కారణాలు అన్ని స్పష్టంగా ఉన్నాయి.
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	ఆసాం బారక్ వ్యాలీ ప్రాంతంతో బంగ్లాదేశ్ సిల్హేట్ విభాగం లలితాంశాల మరియు సాంస్కృతిక సంబంధాలను జయించే ప్రథమ సందర్భంగా జముకోయి రాత్రి ప్రారంభమయ్యింది.	ఆసాం రాష్ట్రంలోని బరాక్ వ్యాలీ ప్రాంతం మరియు బంగ్లాదేశ్‌లోని సిల్హెట్ భాగం మధ్య భాషా మరియు సాంస్కృతిక సంబంధాలను జరుపుకునే మొట్టమొదటి పండుగ శుక్రవారం సాయంత్రం ప్రారంభమైంది.	ఆసాం లోని బారక్ వ్యాలీ ప్రాంతం మరియు బంగ్లాదేశ్ లోని సిల్హెట్ విభాగం మధ్య భాషా సాంస్కృతిక బంధాలను సంతోషంగా జరుపుకునే మొదటి ఉత్సవం శుక్రవారం సాయంత్రం ప్రారంభమైంది.
The objective of such markets is to incentivise investments in renewable energy sources.	ఇంతకానీ మార్కెట్ల లక్ష్యం పునరుత్థాన శక్తుల నివేశాలకు ప్రోత్సాహం ఇస్తుంది.	అటువంటి మార్కెట్ల లక్ష్యం పునరుత్పాదక శక్తి వనరులపై పెట్టుబడులను ప్రోత్సహించడమే.	ఆ మార్కెట్ల లక్ష్యం పునరుత్పాదక శక్తి వనరుల్లో పెట్టుబడులను ప్రోత్సహించడం.
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క వివరాలను ఈ సంవత్సరం అంతకు తరువాయి, కేంద్రం వ్యాఖ్యానించడం అంటున్నారు.	కేంద్రం ఈ సంవత్సరం తర్వాత భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క వివరణలను స్పష్టతనిచ్చే అవకాశముంది.	కేంద్రాలు ఈ సంవత్సరం చివరిలో భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క వివరాలను స్పష్టం చేయబోతున్నాయి.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	హైడ్రజన్ ఒక అవసరమైన ఔద్యోగిక ఈతనం మరియు అమ్మోనియా తయారు చేయడానికి వివిధ ఉపయోగాల వరకు ఉండే ఒక ముఖ్య ఈతనంగా ఉంది.	హైడ్రోజన్ అనేది ఒక ముఖ్యమైన పారిశ్రామిక ఇంధనం, ఇది అమోనియా ఉత్పత్తి నుండి వివిధ ఉపయోగాల వరకు విస్తరించినది.	హైడ్రోజన్ ఒక అవసరమైన పారిశ్రామిక ఇంధనం యేది అమ్మోనియా ఉత్పత్తి చేయుటకు వివిధ ఉపయోగాలను కలిగి ఉంది.
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	ఆదివారం ఆర్థిక మంత్రి నిర్మల సీతారామన్ అంటూ అంగీకారించబడినది నియంత్రకులు తమ కృత్యం చేస్తారని.	శనివారం నాడు ఆర్థిక శాఖా మంత్రి నిర్మలా సీతారామన్ గారు నియంత్రణాధికారులు తమ విధులను నిర్వహిస్తారని తెలిపారు.	ఆర్థిక మంత్రులు నిర్మలా సీతారామన్ శనివారం చెప్పారు కి రెగ్యులేటర్లు వారి పని చేస్తారు.
