src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
How China is lessening its reliance on helium sourced from US	चीन कसं अमेरिकेतून हेलियमचं आधार कमी करीत आहे याची कसं प्रतिबद्धता करत आहे?	चीन अमेरिकेतून मिळणाऱ्या हीलियमवरील आपली अवलंबित्वता कमी कसे करत आहेत?	चीन अमेरिकेकडून मिळवलेल्या हेलियमवरील अवलंबन कमी करीत आहेत.
Kindle Colorsoft owners complain of a yellow bar on the e-reader’s screen	किंडल कलरसॉफ्ट यांच्या मालकांनी ई-रीडरच्या स्क्रीनवर एक पिवळा बार आहे अशा तक्रार केल्या आहेत.	Kindle Colorsoft चे मालक ई-रीडरच्या स्क्रीनवर पिवळ्या पट्टीची तक्रार करतात.	कलरसॉफ्ट मालकांनी ई-रीडरच्या स्क्रीनवर पिवळा बार याबद्दल तक्रार केली आहे.
Nvidia and its partners built a sophisticated system to bypass U.S. restrictions on exporting AI chips to the Middle East, Russia, and China.	न्विडिया आणि त्याचे साथी संघात एक प्रगतिशील प्रणाली तयार केली जी मध्य पूर्व, रशिया आणि चीनला AI चिप्सना निर्यात करण्याच्या यु.एस.च्या प्रतिबंधांवर स्थानांतरित करण्यासाठी तयार केली आहे.	Nvidia आणि त्यांच्या भागीदारांनी मध्यपूर्व, रशिया आणि चीनला AI चिप्स निर्यात करण्यावर असणाऱ्या अमेरिकेच्या निर्बंधांना वळसा घालण्यासाठी एक अत्याधुनिक प्रणाली तयार केली आहे.	एन्विडिया आणि त्यांचे भागीदारांनी अमेरिकेच्या निर्यातीवरील निर्बंधांना टाळून मध्यपूर्व, रशिया आणि चीनला एआय चिप्स निर्यात करण्यासाठी एक सुसूत्र प्रणाली बांधली.
The funding, which will top up the firm’s flagship fund, will be raised primarily from institutional investors. 	या निधीला, ज्याने कंपनीच्या प्रमुख निधीला वाढवणार आहे, सर्वाधिक मुद्रांधारकांकडून मुख्यत: जमा केलं जाईल.	आस्थापनाच्या मुख्य निधीला वाढविण्यासाठी आवश्यक असणारे भांडवल मुख्यत्वे संस्थात्मक गुंतवणूकदारांकडून उभारले जाईल.	ते निधी जे कंपनीच्या प्रमुख निधीस पूरक ठरतील, ते प्रामुख्याने संस्थात्मक ग्राहकांकडून उभारले जातील.
US Forest Service Decision to Halt Prescribed Burns in California is History Repeating	अमेरिकेच्या वन सेवेच्या निर्णयाने कॅलिफोर्नियातील प्रीस्क्रायब्ड बर्न्सचा थांबावा इतिहास फिरतंय असा आहे.	अमेरिकेच्या वनसेवेच्या कॅलिफोर्नियामध्ये नियोजित जाळपोळ थांबवण्याच्या निर्णयामुळे इतिहासाची पुनरावृत्ती होत आहे.	अमेरिकेच्या वन सेवा विभागाने कॅलिफोर्नियामध्ये नियोजित जाळ्या थांबविण्याचा निर्णय म्हणजे इतिहास स्वतःच पुनरावृत्त होत आहे.
The man who gave us the solution to the Entscheidungsproblem	एवढ्या समस्येचे समाधान दिलेला व्यक्ती	आम्हाला एन्शाइडुंग्सप्रॉब्लेमचा उपाय दिलेल्या व्यक्ती.	ते पुरुष ज्यांनी आम्हाला Entscheidungsproblem चे उत्तर दिले
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	"सरकारी अधिकारकर्त्यांच्या आणि राष्ट्रीय सुरक्षा वर काम करणार्‍या कंपन्यांच्या दृष्टीकोनात नीतीमध्ये झोप झाल्याने ""उत्तरसंवेदनशील आणि नैतिक"" वृद्धीसाठीचा हे तयार केलं आहे, कंपनी म्हणाली."	"नीतीतील बदल, ज्यामध्ये सरकारी संस्था आणि राष्ट्रीय सुरक्षा क्षेत्रात कार्यरत असलेले कंत्राटदार समाविष्ट आहेत, ""जबाबदार आणि नैतिक"" नवप्रवर्तनांना प्रोत्साहन देण्यासाठी उद्दिष्ट आहे, असे कंपनीने म्हटले आहे."	"कंपनीने सांगितले की, राष्ट्रीय सुरक्षेसाठी काम करणाऱ्या सरकारी संस्था आणि ठेकेदारांना व्यापते अशा धोरणातील बदलाने ""उत्तरदायी आणि नैतिक"" नवकल्पना प्रोत्साहन देण्याचे उद्दिष्ट आहे."
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	कार्यालयाने एक नवीन मोठी भार उठवणारी रॉकेट उघडली आहे ज्याची SpaceXच्या स्टारशिपची नकल करणारी आहे.	चीनने नवीन हेवी लिफ्ट रॉकेट सादर केले आहे, जे SpaceXच्या स्टारशिपचे क्लोन आहे.	चीनाने स्पेसएक्सच्या स्टारशिपचा क्लोन असलेला नवीन भारी लिफ्ट रॉकेट उघडकीस आणला आहे.
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	सिंगापूरने वाहन मालकांना एक संख्या ठेवण्याची अनुमतीसाठी बोली करण्याची आवश्यकता आहे - केवळ दहा वर्षे वैध असलेले महागारजामण्यांसाठी.	सिंगापूरमध्ये वाहन मालकांनी मर्यादित संख्येतील हक्क प्रमाणपत्रांसाठी बोली लावणे आवश्यक आहे – ज्या महागड्या ऑपरेटिंग परवानग्या फक्त दहा वर्षांसाठी वैध असतात.	सिंगापूरमध्ये वाहन मालकांना दहा वर्षांच्या कालावधीसाठी व्यावसायिक परवानग्या मिळविण्यासाठी निविदा सादर कराव्या लागतात.
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	ह्वासोंग-१९ उत्तर कोरियाचा सर्वात मोठा पाटवं मिसाइल आहे आणि याची चाचणी प्राय: द्वीपक्षेत्रावर चि अवलंबून आली आहे.	ह्वासॉंग-१९ हे उत्तर कोरियाचे आतापर्यंतचे सर्वात मोठे क्षेपणास्त्र आहे आणि त्याची चाचणी द्वीपकल्पावर उल्लेखनीय तणावाच्या काळात होत आहे.	ह्वासोंग-१९ हे उत्तर कोरियाचे सर्वात मोठे मिसाइल आहे आणि त्याची चाचणी पेनिन्सुलावरील उल्लेखनीय तणावाच्या काळात होत आहे.
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	या प्रजांची जलद जलयानांच्या बॅलस्ट पाण्यात सॅक्रामेंटो-सॅन जोव्हाॅकिन डेल्टात जाणे किंवा येऊ शकते.	प्रजाती जहाजांवरील बलास्ट पाण्यातून सॅक्रामेंटो–सॅन जोआक्विन डेल्टामध्ये नेल्या गेल्या असू शकतात.	जाती त्यांना सॅक्रामेंटो-सॅन जोक्विन डेल्टामध्ये जहाजांवरील बॅलस्ट वॉटरमध्ये नेल्या गेल्या असण्याची शक्यता आहे.
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	डिस्कव्हरीने पीआर कंपनी रिलेवंस इंटरनॅशनलसोबत सहकार्य करून उल्ट्रा-लक्झरी अनुभवे आणि उत्पादने तयार करण्यात आली, या व्यापाराच्या ध्वजाखाली फिक्शनेयर बिलियनेअर ब्रूस वेनच्या संघटनेच्या.	डिस्कवरीने PR फर्म रिलेव्हन्स इंटरनॅशनलसोबत भागीदारी केली आहे ज्यायोगे काल्पनिक अब्जाधीश ब्रूस वेन यांच्या समूहाच्या बॅनरखाली अल्ट्रा-लक्झरी अनुभव आणि उत्पादने तयार केली जातील.	डिस्कवरीने पीआर फर्म रिलेव्हन्स इंटरनॅशनलसोबत भागीदारी केली आणि फिक्शनर बिलियनेर ब्रुस वेनच्या काँग्लोमरेटच्या बॅनरखाली अतिउच्च लक्झरी अनुभव आणि उत्पादने तयार केली.
Water utilities and chemical manufacturers are challenging the new EPA standards. 	पाणी वापरकर्त्यांच्या आणि रासायनिक उत्पादकांच्या नवीन EPA मानकांवर विरोध करणारी आहेत.	पाणी पुरवठा सेवा आणि रासायनिक उत्पादक नवीन EPA मानकांना आव्हान देत आहेत.	पाणी सुविधा आणि रासायनिक उत्पादक त्यांच्या नवीन ईपीए मानकांना आव्हान देत आहेत.
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	पोलंडमधील एक रेडियो स्टेशनने त्याच्या ऑन-एअर टॅलेंटला नोकरीपटक केली आणि ए.आय.-द्वारे उत्पन्न केलेल्या प्रस्तुतकर्त्यांना आमंत्रित केले. एका नोबेल पुरस्कारीसह केलेल्या कथ्यातून उत्पन्न वादाचा वार हे प्रयोग लवकरात लवकर थांबवलं.	पोलंडमधील एका रेडिओ स्टेशनने त्यांच्या ऑन-एअर प्रतिभेला कामावरून काढून टाकले आणि कृत्रिम बुद्धिमत्ता-निर्मित प्रस्तुतकर्त्यांना आणले. एका नोबेल पुरस्कार विजेत्यांसोबतच्या कथित संभाषणावर झालेल्या आक्रोशामुळे तो प्रयोग लवकरच समाप्त झाला.	पोलंडमधील एक रेडिओ स्टेशनने त्यांचे ऑन-एअर प्रतिभावान कलाकारांना कामावरून काढून टाकले आणि एआय-जनरेटेड संचालकांना आणले. नोबेल पुरस्कार विजेत्याशी झालेल्या संभाव्य संवादावरून त्वरित त्या प्रयोगाचा अंत झाला.
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	शिशूंच्या प्रारंभिक वयात, संभाव्य किंवा असंभाव्य घटनांवर जास्त आव्हान दर्शवून देतात.	बालपणापासूनच, मुले अशक्य किंवा अशक्यप्राय घटनांमध्ये अधिक रुची दाखवतात, संभाव्य घटनांच्या तुलनेत.	बालपणापासून, ते मुले असंभव किंवा अप्राप्य घटनांमध्ये वाढीव स्वारस्य दाखवतात, संभाव्य घटनांच्या तुलनेत.
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	चौदह व्यक्ति रुग्णालयात नेमण्यात येतले आणि इतर लोकांना कारगीरांच्या सूत्रांनुसार कार्यक्रमाच्या स्थळी रुग्णांसाठी औषध देण्यात आली.	चार व्यक्तींना रुग्णालयात पाठविण्यात आले आणि उर्वरितांना कार्यक्रम स्थळी बाह्यरुग्ण म्हणून उपचार करण्यात आले, असे पोलीस सूत्रांनी सांगितले.	चार व्यक्ती रुग्णालयात दाखल करण्यात आले आणि उर्वरीतांना स्थानिक स्थलावर OPD मध्ये व्यवस्थापित करण्यात आले, पोलीस स्रोतांनी सांगितले.
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	चौघट पोलिसांनी चारण केलं की तो त्यांना दारू प्यायला असताना तिन्ही व्यक्तींनी पाठींद्यांसह आणि बीयर बॉटल्ससह हल्ला केला आहे.	चौकशीदरम्यान, वॉशरमेनपेट पोलिसांना आढळले की ते दारू पित असताना त्यांच्यावर तीन जणांनी दगड आणि बिअरच्या बाटल्यांनी हल्ला केला होता.	तपासणीदरम्यान, वाशेरमेनपेटच्या पोलिसांनी असे आढळून आले की त्याला तीन जणांनी दगडांनी व बियरच्या बॉटलनी त्याच्या मद्यपान करत असताना हल्ला केला होता.
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	चेंगलपट्टूतील सरकारी दृष्टिबंद घरात रात्री दोन किशोर पुरुष भागले होते.	चेंगलपट्टू येथील शासकीय निरीक्षण गृहात ठेवण्यात आलेले दोन अल्पवयीन मुले मंगळवारी रात्री पळून गेली.	दोन तरुण मुले जे चेंगलपट्टुमध्ये सरकारी निरीक्षण गृहात ठेवण्यात होते त्यांनी मंगळवार रात्री पलायन केले.
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	सोमेश्वर गांधींच्या श्रीनगर विश्रांतीत, उर्वार सडकवरील कारांपासून माणसांनी त्यांना आलं.	श्री गांधी यांच्या श्रीनगरमधील मुक्कामादरम्यान, काही पुरुष बुलेवार्ड रस्त्यावर गाड्यांमधून उतरले आणि त्यांना मिठी मारली.	श्री गांधीजी सrinagar मध्ये राहात असताना, बुलेवार्ड रोडवरून गाड्यांतून उतरून त्यांना मिळाले.
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	त्यांनी दावा केला की काही ईंटाचे किल्न त्यांच्यावर भूवैज्ञानिक आणि खनन विभागाने लगु केलेल्या दंडाच्या पहिल्या किंवा दुसऱ्या किस्तीच्या मुदतीच्या भुगतानानंतर बुधवारपासून जुन्या भंडाराच्या ईंटांची विक्री सुरु झाली.	त्यांनी आरोप केला की भूविज्ञान आणि खनन विभागाने त्यांच्यावर लादलेल्या दंडाच्या पहिल्या हप्त्याचा भरणा केल्यानंतर बुधवारपासून अनेक वीटभट्ट्यांनी जुन्या वीटसाठ्यांची विक्री सुरू केली.	त्यांनी आरोप केला की विभागाने त्यांच्यावर लादलेल्या दंडाचा पहिला हप्ता भरल्यानंतर बुधवारपासून काही इटक्या भट्ट्यांनी जुन्या स्टॉकच्या इटक्या विक्री सुरू केल्या.
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	भारताच्या इतर देशांमधील हाय कमीशनर किंवा दूतांचे उच्चाधिकारी असलेले दहा भारतीय पेशेवर व्यवसायकार, सोमवारी राज भवनात राज्यपाल आर.एन. रवींना भेट घेतले.	दहा भारतीय करिअर राजनैतिक अधिकारी, जे इतर देशांमध्ये भारताचे उच्चायुक्त किंवा राजदूत आहेत, यांनी सोमवारी चेन्नई येथील राजभवनात राज्यपाल आर.एन. रवी यांची भेट घेतली.	दहा भारतीय कारकून राजदूत, जे भारताचे इतर देशांतील उच्च आयुक्त किंवा राजदूत आहेत, सोमवारी चेन्नईतील राजभवन येथे राज्यपाल रा. ना. रवी यांची भेट घेतली.
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	तरीही, डॉ. हांडे, ज्यांनी त्यांच्या पुस्तकासाठी प्रस्तावना लिहिली आणि काही विधानसभा चर्चांमध्ये सहभाग घेतला, तो म्हणतात की मुथू भ्रष्टाचाराच्या काळाच्या बाबीं विभागाच्या प्रमुखसचिव म्हणून पदवी देते.	तथापि, डॉ. हांडे, जे त्यांच्या पुस्तकासाठी मनोगत लिहितात आणि या विधानसभेच्या काही चर्चांमध्ये सहभागी झाले होते, असे म्हणतात की मुथू यांनी मंत्री म्हणून आपले कर्तव्य अत्यंत कार्यक्षमतेने पार पाडले आणि भ्रष्टाचाराला कोणतीही जागा दिली नाही.	पण डॉक्टर हांडे यांनी, ज्यांनी तिच्या पुस्तकासाठी प्रस्तावना लिहिली आणि या विधानसभा चर्चेत सहभागी झाले, असे म्हणतात की मuthu यांनी त्यांचे मंत्री म्हणून कर्तव्य पार पाडले आणि भ्रष्टाचारासाठी कोणतीही जागा नव्हती.
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	ज्यांनी म्हणजे श्री लोबो आणि श्री कामत दोघेही काँग्रेसच्या उच्च कमाणध्वनीसह नाराजी दर्शविल्यास, त्यांच्या असल्याची कारणे सर्वांना खुलासा आहेत.	श्री. लोबो आणि श्री. कामत यांनी काँग्रेस उच्च कमांडबद्दलची असंतोष कारणे म्हणून दर्शवली आहे, पण खरे कारणे अगदीच स्पष्ट आहेत.	ते लोबो साहेब आणि ते कामत साहेब यांनी काँग्रेस उच्च नेतृत्वाशी असमाधान म्हणून कारणे दिली आहेत, परंतु खरे कारणे सर्वस्वी स्पष्ट आहेत.
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	असमाच्या बारक घाटी क्षेत्र आणि बांग्लादेशच्या सिल्हेट भागातील भाषाई आणि सांस्कृतिक संबंधांची पहिली उत्सव शुक्रवार रात्रीपासून सुरू झाली.	आसामच्या बऱाक व्हॅली प्रदेश आणि बांगलादेशाच्या सिल्हेट भागामधील भाषिक आणि सांस्कृतिक संबंध साजरे करणारा पहिला महोत्सव शुक्रवार संध्याकाळी सुरू झाला.	पहिला उत्सव आसामच्या बराक व्हॅली प्रदेश आणि बांगलादेशच्या सिलहट विभागातील भाषिक आणि सांस्कृतिक संबंधांचा साजरा शुक्रवार संध्याकाळी सुरू झाला.
The objective of such markets is to incentivise investments in renewable energy sources.	तुमच्या बाजारांचा उद्देश नवीन ऊर्जा स्रोतांमध्ये निवेश करण्याचा प्रेरणा देणे आहे.	अशा बाजारांचे उद्दिष्ट अक्षय ऊर्जा स्रोतांमध्ये गुंतवणूक करण्यास प्रोत्साहन देणे हे आहे.	त्या बाजारपेठांचे उद्देश्य पुनर्नवीकरणीय ऊर्जा स्रोतांमध्ये गुंतवणुकीला प्रोत्साहन देणे आहे.
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	केंद्राने भारतातील कार्बन व्यापाराच्या विशिष्टता या वर्षी नंतर स्पष्टीकरण करण्याची अपेक्षा आहे.	या वर्षाच्या उत्तरार्धात केंद्र सरकार भारतातील कार्बन व्यापार बाजारपेठेच्या तपशीलांचे स्पष्टीकरण देऊ शकेल अशी अपेक्षा आहे.	केंद्रीय प्राधिकरणे या वर्षात भारतातील कार्बन व्यापार बाजाराचे तपशील स्पष्ट करण्याची अपेक्षा आहे.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	हायड्रोजन हा एक आवश्यक औद्योगिक ईंधन आहे ज्याला अमोनिया उत्पादन करण्यासाठी वापरला जातो.	हायड्रोजन हे एक आवश्यक औद्योगिक इंधन आहे, ज्याचा वापर अमोनिया निर्मितीपासून विविध प्रकारे केला जातो.	हायड्रोजन हे औद्योगिक इंधन आहे ज्याचा वापर अमोनिया तयार करण्यासाठी आणि इतर अनेक कामांसाठी होतो.
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	वित्त मंत्री निर्मला सीतारमणे शनिवारी म्हणाली की नियायाधिकारी त्यांच्या काम करतील.	शनिवारी आर्थिक मंत्री निर्मला सीतारामन म्हणाल्या की नियामक आपले कार्य करतील.	आर्थिक मंत्री निर्मला सीतारामन यांनी शनिवारी सांगितले की नियामक त्यांचे काम करणार आहेत.
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	मद्रासला लॅबरेटरीमध्ये वाढविलेल्या हीरा तपशील करण्यासाठी ₹२४२ कोटीची प्रोत्साहन दिलेली आहे.	मद्रासला प्रयोगशाळेत तयार केलेल्या हिऱ्यांवर संशोधन करण्यासाठी ₹२४२ कोटींचा अनुदान प्राप्त झाला आहे.	मद्रासला लॅबोरेटरीवर वाढवलेल्या हिरावंती संशोधनासाठी २४२ कोटी रुपयांचा अनुदान मिळाला आहे.
Before Rao took leave after the meeting, MGR gently reminded him of the Cauvery water.	बैठक संपल्यानंतर राव राजा लावून जाण्यापूर्वी, एमजीआर त्यांना कावेरीच्या पाण्याची लक्षात घेतली.	सभेच्या शेवटी राव साहेब रजा घेत असताना एमजीआर यांनी त्यांना सौम्यपणे कावेरी पाण्याची आठवण करून दिली.	राव साहेबांनी बैठकीनंतर सुट्टी घेतल्यापूर्वी, एमजीआर साहेबांनी त्यांना कावेरी पाण्याची आठवण करून दिली.
It is because of this initiative that Tamil Nadu became the centre of higher learning.	या प्रयत्नाने तमिळनाडू महाविद्यापीठाचे केंद्र झाले आहे.	याच उपक्रमामुळे तमिळनाडू उच्च शिक्षणाचे केंद्र बनले.	त्यामुळे तमिळनाडू उच्च शिक्षणाचे केंद्र झाले आहे.
However, within minutes after the then Prime Minister intervened.	तरीही, त्याच्या अवधीन विधानसभेच्या प्रमुखांनी बघता.	तथापि, त्या वेळच्या पंतप्रधानांनी हस्तक्षेप केल्यानंतर काही मिनिटांत.	पण त्या वेळी प्रधानमंत्र्यांनी हस्तक्षेप केल्यानंतर काही मिनिटांतच.
The initial shock following the Taliban’s seizure of power in Kabul is waning.	काबुलमध्ये तालिबानच्या शक्तीच्या आघातानंतरची प्रारंभिक अचंता कमी होत आहे.	काबुलमध्ये तालिबानने सत्ता हस्तगत केल्यानंतरचा प्रारंभिक धक्का कमी होत आहे.	तालिबानच्या काबुलवरील सत्ता हस्तगतीनंतरचा प्रारंभिक धक्का कमी होत आहे.
The greatest impact of denial of rights for women in the workforce would be a sharp contraction in the economy.	महिलांच्या कामकाजातील हक्कांचे नकारात्मक प्रभाव सबंधित अर्थव्यवस्थेत एक कठोर क्षय देणारा असेल.	कामकाजाच्या ठिकाणी महिलांच्या हक्कांच्या नाकारण्याचा सर्वात मोठा परिणाम म्हणजे अर्थव्यवस्थेत तीव्र संकुचन होईल.	महिलांना कार्यस्थळावर हक्कांचे नाकारणे हे अर्थव्यवस्थेवर सर्वात मोठा परिणाम असेल तो अर्थव्यवस्थेचा तीव्र संकुचन होईल.
The Taliban do not shy from leveraging the issue to gain international attention.	टालिबान आंतरराष्ट्रीय लक्षात गेल्याच्या समस्येचा अवलंब करण्यास थेंबल नाहीत.	तालिबान आंतरराष्ट्रीय लक्ष वेधून घेण्यासाठी या मुद्द्याचा फायदा घेण्यास मागेपुढे पाहत नाहीत.	तालिबान त्या प्रश्नाचा वापर आंतरराष्ट्रीय लक्षवेध मिळविण्यासाठी संकोच करत नाहीत.
In Jammu and Kashmir, the enrolment dropped sharply from 1.78 lakh in 2019-20 to 1.31 lakh in 2020-21.	जम्मू आणि काश्मीरमध्ये, २०१९-२० मध्ये १.७८ लाख विद्यार्थ्यांची नोंदणी २०२०-२१ मध्ये १.३१ लाख विद्यार्थ्यांकडे अचानक कमी झाली.	जम्मू आणि काश्मीरमध्ये, 2019-20 मध्ये 1.78 लाखांवरून 2020-21 मध्ये 1.31 लाखांपर्यंत नोंदणी तीव्रपणे कमी झाली आहे.	जम्मू आणि काश्मीरमध्ये, त्यांची नोंदणी २०१९-२० मध्ये १.७८ लाख वरून २०२०-२१ मध्ये १.३१ लाख एवढी घसरली.
Senior advocate Meenakshi Arora made the oral mentioning for early hearing.	मुख्य वकीला मीनाक्षी अरोरा ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।	वरिष्ठ वकील मीनाक्षी अरोरा यांनी लवकर सुनावणीसाठी मौखिक उल्लेख केला.	वरिष्ठ वकील मीनाक्षी अरोरा यांनी लवकर सुनावणीसाठी तोंडी निवेदन केले.
