src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
How China is lessening its reliance on helium sourced from US	कैसे चीन अपनी हीलियम की आवश्यकता को कम कर रहा है, जो संयुक्त राज्य से आता है।	चीन किस प्रकार से अमेरिका से प्राप्त हीलियम पर अपनी निर्भरता कम कर रहे हैं।	चीन अमेरिका से स्रोत हीलियम पर अपनी निर्भरता कम कर रहे हैं।
Kindle Colorsoft owners complain of a yellow bar on the e-reader’s screen	Kindle Colorsoft owners का शिकायत है कि ई-रीडर की स्क्रीन पर पीला बार है।	Kindle Colorsoft के मालिक ई-रीडर की स्क्रीन पर पीली पट्टी की शिकायत करते हैं।	किंडल कलरसॉफ्ट के स्वामी उनकी ई-रीडर की स्क्रीन पर पीले रंग की पट्टी की शिकायत करते हैं।
Nvidia and its partners built a sophisticated system to bypass U.S. restrictions on exporting AI chips to the Middle East, Russia, and China.	नवीडिया और उसके साथी ने एक परिष्कृत प्रणाली बनाई थी जिससे वे मध्य पूर्व, रूस, और चीन को AI चिप्स निर्यात करने पर संयुक्त राज्य अमेरिका की प्रतिबंधों को उमकसर कर सकें।	Nvidia और उनके साझेदारों ने एक परिष्कृत प्रणाली बनाई है ताकि वे मध्य पूर्व, रूस और चीन को AI चिप्स के निर्यात पर अमेरिकी प्रतिबंधों को दरकिनार कर सकें।	एनवीडिया और उसके साझेदारों ने अमेरिका द्वारा मध्य पूर्व, रूस और चीन को एआई चिप्स निर्यात पर प्रतिबंधों को दरकिनार करने के लिए एक जटिल प्रणाली विकसित की।
The funding, which will top up the firm’s flagship fund, will be raised primarily from institutional investors. 	यह वित्तपोषण, जिससे कंपनी के प्रमुख निधि में अतिशय किया जाएगा, मुख्य रूप से संस्थागत निवेशकों से उठाया जाएगा।	प्रमुख फंड को बढ़ावा देने वाली यह निधि मुख्य रूप से संस्थागत निवेशकों से जुटाई जाएगी।	वित्तपोषण, जो कंपनी के प्रमुख निधि को ऊपर करेगा, संस्थागत निवेशकों से मुख्य रूप से जुटाया जाएगा।
US Forest Service Decision to Halt Prescribed Burns in California is History Repeating	हमारे वन सेवा ने कैलिफोर्निया में निर्धारित जलाए जाने वाले धारों को रोकने का निर्णय लेना इतिहास की दोहराव है।	अमेरिका के वन सेवा का कैलिफोर्निया में निर्धारित अग्निशमन को रोकने का निर्णय इतिहास दोहराने जैसा है।	अमेरिकी वन सेवा के कैलिफोर्निया में निर्धारित अग्नि-दहन को रोकने का निर्णय इतिहास की पुनरावृत्ति है।
The man who gave us the solution to the Entscheidungsproblem	हमें Entscheidungsproblem का समाधान देने वाले व्यक्ति।	वे सज्जन जिन्होंने हमें एंटशाइडुंग्सप्रॉब्लेम का समाधान दिया।	वे पुरुष जिन्होंने हमें Entscheidungsproblem का समाधान दिया
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	यह नीति में परिवर्तन, सरकारी एजेंसियों और राष्ट्रीय सुरक्षा पर काम करने वाले ठेकेदारों को समाहित करने के लिए है, कंपनी ने कहा।	"नीति में परिवर्तन, जो राष्ट्रीय सुरक्षा पर काम कर रही सरकारी एजेंसियों और ठेकेदारों को शामिल करता है, ""जिम्मेदार और नैतिक"" नवाचारों को प्रोत्साहित करने के उद्देश्य से है, कंपनी ने कहा।"	"नीति में परिवर्तन, राष्ट्रीय सुरक्षा पर काम करने वाली सरकारी एजेंसियों और ठेकेदारों को कवर करता है, वे ""जिम्मेदार और नैतिक"" नवाचारों को प्रोत्साहित करने के लिए है, कंपनी ने कहा।"
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	चीन ने एक नए हैवी लिफ्ट रॉकेट का पर्दाफाश किया है जो SpaceX के स्टारशिप की एक क्लोन है।	चीन ने एक नया भारी-भरकम रॉकेट प्रस्तुत किया है, जो स्पेसएक्स के स्टारशिप का क्लोन है।	चीन ने स्पेसएक्स के स्टारशिप की प्रतिकृति एक नया भारी लिफ्ट रॉकेट प्रस्तुत किया है।
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	सिंगापुर में वाहन मालिकों को एक सेट संबंधित स्वीकृति प्रमाण पत्रों के लिए बोली लगाने की आवश्यकता है - केवल दस साल के लिए मान्य उचित अनुमतियां।	सिंगापुर में वाहन मालिकों को सीमित संख्या में प्रमाणपत्रों (Certificates of Entitlement) के लिए बोली लगानी पड़ती है, जो केवल दस वर्षों के लिए मान्य महंगे संचालन परमिट होते हैं।	सिंगापुर उनके वाहन स्वामियों से एक निर्धारित संख्या में प्राधिकरण प्रमाणपत्रों के लिए बोली लगाने की आवश्यकता है - दस वर्ष के लिए वैध महंगे संचालन अनुज्ञप्तियाँ।
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	ह्वासोंग-19 उत्तर कोरिया का सबसे बड़ा मिसाइल है और इसका परीक्षण प्रायद्वीप पर विशेष तनाव के समय में हुआ है।	Hwasong-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इसका परीक्षण प्रायद्वीप पर उल्लेखनीय तनाव के समय में हुआ है।	ह्वासोंग-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इनका परीक्षण पेनिनसुला पर उल्लेखनीय तनाव के समय में होता है।
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	इस प्रजाति को संयुक्त राजधानी-सैक्रामेंटो-सैन जोक्विन डेल्टा में जहाजों पर बॉलास्ट जल में ले जाया गया हो सकता है।	प्रजातियों को जहाजों पर बैलास्ट पानी में सैक्रामेंटो-सैन जोआक्विन डेल्टा तक ले जाया गया हो सकता है।	जातियाँ शिप्स के बैलेस्ट वाटर में उनके द्वारा सैक्रामेंटो-सैन जोक्विन डेल्टा में ले जाई गई होंगी।
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	हमने खोज किसी भी रिलेवेंस इंटरनेशनल के साथ साझेदारी की ताकि हम फिक्शनेयर बिलियनेयर ब्रूस वेन के संगठन के तहत अल्ट्रा-लक्जरी अनुभव और उत्पाद उत्पन्न कर सकें।	डिस्कवरी ने PR फर्म रिलेवेंस इंटरनेशनल के साथ साझेदारी की है ताकि फिक्शनायर बिलियनेयर ब्रूस वेन के समूह के तहत अल्ट्रा-लक्जरी अनुभवों और उत्पादों का निर्माण किया जा सके।	डिस्कवरी ने रीलेवंस इंटरनेशनल नामक पीआर फर्म के साथ मिलकर फिक्शनेयर अरबपति ब्रूस वेन के कॉन्ग्लोमेरेट के बैनर तले अति-विलासित अनुभव और उत्पाद प्रस्तुत किए।
Water utilities and chemical manufacturers are challenging the new EPA standards. 	जल सेवाएं और रासायनिक उत्पादक नए ईपीए मानकों का समर्थन कर रहे हैं।	जल उपयोगिताएँ और रासायनिक निर्माता नई ईपीए मानकों को चुनौती दे रहे हैं।	जल उपयोगिताएं और रासायनिक निर्मातागण नए ईपीए मानकों को चुनौती दे रहे हैं।
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभाओं को निकाल दिया और ए.आई.-जेनरेटेड प्रस्तुतकर्ता लाए। एक नोबेल पुरस्कार विजेता के साथ किए गए दावे पर उत्तरदाताओं की उग्र आवाज़ ने उस प्रयोग को तुरंत खत्म कर दिया।	पोलैंड के एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभा को हटा दिया और ए.आई.-जनित प्रस्तुतकर्ताओं को लेकर आया। एक नोबेल पुरस्कार विजेता के साथ कथित बातचीत को लेकर हुए विरोध ने उस प्रयोग को जल्दी समाप्त कर दिया।	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभाओं को निकाल दिया और एआई-जनरेटेड प्रस्तुतकर्ताओं को ले आया। एक नोबेल पुरस्कार विजेता के साथ कथित चैट पर हंगामा जल्द ही उस प्रयोग को समाप्त कर दिया।
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	बचपन से, बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभाव या असंभाव हैं, साकार घटनाओं के संबंध में।	बचपन से ही बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभव या असंभाव्य होती हैं, अपेक्षाकृत उन घटनाओं के जो संभव होती हैं।	बचपन से, वे बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभव या असंभावना हैं, संभावित घटनाओं की तुलना में।
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	चार व्यक्तियों को अस्पताल भेजा गया था और बाकी को इवेंट स्थल पर बाह्य रोगी के रूप में उपचार किया गया था, पुलिस स्रोतों ने बताया।	चार व्यक्तियों को अस्पताल भेजा गया और शेष का इलाज कार्यक्रम स्थल पर बाह्य रोगियों के रूप में किया गया, पुलिस सूत्रों ने कहा।	चार व्यक्तियों को अस्पताल में भेजा गया और शेष का इलाज आयोजन स्थल पर आउटपेशेंट के रूप में किया गया, पुलिस सूत्रों ने कहा।
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	जांच के दौरान, वाशर्मेनपेट पुलिस ने पाया कि उसे तीन व्यक्तियों ने पत्थरों और बीयर बोतलों से हमला किया गया था जब वह शराब पी रहा था।	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि उन पर तीन व्यक्तियों ने पत्थरों और बीयर की बोतलों से हमला किया था, जब वह शराब का सेवन कर रहे थे।	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि उन पर तीन व्यक्तियों ने पत्थरों और बीयर की बोतलों से हमला किया था जब वे शराब का सेवन कर रहे थे।
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	चेंगलपट्टू में सरकारी अवलोकन होम में रखे गए दो नाबालिग लड़के मंगलवार रात को भाग गए।	चेंगलपट्टू में सरकारी निरीक्षण गृह में रखे गए दो किशोर लड़के मंगलवार रात को फरार हो गए।	दो नाबालिग लड़के जिनको चेंगलपट्टु स्थित सरकारी अवलोकन गृह में रखा गया था, उनके मंगलवार रात को फरार हो गए।
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	गांधी जी के श्रीनगर में रहने के दौरान, लोग बुलेवार्ड रोड से उतरकर उन्हें गले लगाने आए।	श्री गांधी की श्रीनगर यात्रा के दौरान, लोग बुलेवार्ड रोड पर कारों से उतरकर उन्हें गले लगाने के लिए आए।	श्री गांधी जी के श्रीनगर प्रवास के दौरान, बुलेवार्ड रोड पर गाड़ियों से उतरे पुरुषों ने उन्हें आलिंगन किया।
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	Unhone dawa kiya ki kai eent kilno ne Budhvar se purane bricks ki stok bechne shuru kar diye, jab unhone Geology aur Mining Vibhag dawara unpar laga dand ke pehle kist ko bhugatne ke baad shuru kiya.	उन्होंने आरोप लगाया कि कई ईंट भट्टों ने बुधवार से अपने पुराने स्टॉक की ईंटें बेचना शुरू कर दिया है, जब उन्होंने भूविज्ञान और खनन विभाग द्वारा उन पर लगाए गए जुर्माने की पहली किस्त का भुगतान कर दिया।	उन्होंने आरोप लगाया कि वे कई ईंट भट्ठे बुधवार से पुराने ईंट स्टॉक की बिक्री शुरू कर दी थी, जिसके बाद उन पर भूविज्ञान और खनन विभाग द्वारा लगाया गया जुर्माने की पहली किस्त का भुगतान किया था।
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	दस भारतीय करियर दूत, जो कि अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, सोमवार को चेन्नई के राज भवन में गवर्नर आर.एन. रवि से मिलने आए।	दस भारतीय करियर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने सोमवार को चेन्नई के राज भवन में राज्यपाल आर.एन. रवि से मुलाकात की।	दस भारतीय करियर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने सोमवार को चेन्नई में राज भवन में राज्यपाल श्री आर.एन. रवि से मुलाकात की।
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	हालांकि, डॉ. हांडे, जिन्होंने उसकी पुस्तक के लिए प्रारंभिक वक्तव्य लिखा और इन सभी सभा बहसों में भाग लिया, कहते हैं कि मुथू ने कोई भ्रष्टाचार के लिए कोई जगह न देते हुए एक मंत्री के रूप में अपनी दायित्व निष्पादित की।	हालाँकि, डॉ. हांडे, जिन्होंने उनकी पुस्तक के लिए भूमिका लिखी और इन विधानसभा चर्चाओं में से कुछ में भाग लिया, कहते हैं कि मुथु ने एक मंत्री के रूप में अपना कर्तव्य कुशलतापूर्वक निभाया और भ्रष्टाचार की कोई गुंजाइश नहीं छोड़ी।	वैसे, डॉक्टर हंडे जिन्होंने उनकी पुस्तक के लिए फॉरवर्ड लिखा और इन विधानसभा बहसों में भाग लिया, कहते हैं कि मुत्तु ने एक मंत्री के रूप में अपना कर्तव्य कुशलता से निभाया जिसमें भ्रष्टाचार के लिए कोई स्थान नहीं था।
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	जबकि श्री लोबो और श्री कामत ने दोनों कांग्रेस की उच्च कमान के साथ असंतोष को कारण बताया है, सच्चे कारण सबके लिए पर्दाफाश हैं।	श्री लोबो और श्री कामत, दोनों ने कांग्रेस उच्च नेतृत्व के प्रति असंतोष को कारण बताया है, लेकिन वास्तविक कारण बहुत ही स्पष्ट हैं।	जबकि श्री लोबो और श्री कामत ने कांग्रेस उच्च कमान के साथ असंतोष को कारणों के रूप में उद्धृत किया है, सच्चे कारण सभी के लिए स्पष्ट हैं.
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	असम के बरक घाटी क्षेत्र और बांग्लादेश के सिलहेट सेगमेंट के बीच भाषाई और सांस्कृतिक संबंधों का पहला त्योहार शुक्रवार शाम से शुरू हुआ।	असम के बराक घाटी क्षेत्र और बांग्लादेश के सिलहट खंड के बीच भाषाई और सांस्कृतिक संबंधों का उत्सव मनाने वाला पहला महोत्सव शुक्रवार शाम को शुरू हुआ।	पहला त्योहार जिसने असम के बराक वैली क्षेत्र और बांग्लादेश के सिलहट सेगमेंट के बीच भाषाई और सांस्कृतिक संबंधों का जश्न मनाया, शुक्रवार शाम को आरंभ हुआ।
The objective of such markets is to incentivise investments in renewable energy sources.	ऐसे बाजारों का उद्देश्य नवीनीकरण ऊर्जा स्रोतों में निवेश करने को प्रोत्साहित करना है।	ऐसे बाजारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।	उन बाज़ारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	केंद्र को इस साल के बाद में भारत में कार्बन ट्रेडिंग मार्केट के विवरण को स्पष्ट करने की उम्मीद है।	केन्द्र इस वर्ष के अंत में भारत में एक कार्बन व्यापार बाजार के विशेष विवरण को स्पष्ट करने की अपेक्षा करता है।	केंद्र को इस साल बाद में, भारत में कार्बन ट्रेडिंग बाज़ार के विशेषज्ञों की व्याख्या करने की उम्मीद है.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	हाइड्रोजन एक अत्यधिक महत्वपूर्ण औद्योगिक ईंधन है जिसके कई उपयोग होते हैं, जैसे न्हारित अमोनिया उत्पन्न करना।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन है जिसका उपयोग अमोनिया के उत्पादन सहित विभिन्न कार्यों में होता है।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन हैं जिनके प्रयोग अमोनिया उत्पादन से लेकर विविध हैं।
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक संस्थान अपना कार्य करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक अपना काम करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक उनका काम करेंगे।
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	मद्रास को प्रयोगशाला में उत्पन्न हीरे पर अनुसंधान करने के लिए 242 करोड़ रुपये का अनुदान प्राप्त हुआ है।	मद्रास को प्रयोगशाला में तैयार किए गए हीरों पर शोध करने के लिए ₹242 करोड़ का अनुदान प्राप्त हुआ है।	मद्रास को प्रयोगशाला-विकसित हीरों पर शोध करने के लिए २४२ करोड़ रुपये का अनुदान प्राप्त हुआ है।
Before Rao took leave after the meeting, MGR gently reminded him of the Cauvery water.	मीटिंग के बाद राव ने छुट्टी लेने से पहले, एमजीआर ने उन्हें कावेरी जल के बारे में धीरे से याद दिलाया।	बैठक के बाद राव के जाने से पहले, एमजीआर ने उन्हें कोमलता से कावेरी जल की याद दिलाई।	राव जी ने बैठक के बाद अवकाश लेने से पहले, एमजीआर ने उन्हें कावेरी जल की याद दिला दी।
It is because of this initiative that Tamil Nadu became the centre of higher learning.	यह पहल के कारण ही तमिलनाडु उच्च शिक्षा का केंद्र बन गया।	इसी पहल के कारण तमिलनाडु उच्च शिक्षा का केंद्र बन गया।	इसके प्रयास के कारण तमिलनाडु उच्च शिक्षा के केंद्र बन गए।
However, within minutes after the then Prime Minister intervened.	फिर भी, उस समय के प्रधानमंत्रियों ने हस्तक्षेप किया।	हालाँकि, कुछ ही मिनटों के भीतर जब तत्कालीन प्रधानमंत्री जी ने हस्तक्षेप किया।	परंतु, तब के प्रधानमंत्री महोदयों ने हस्तक्षेप किए जाने के कुछ मिनटों के भीतर।
The initial shock following the Taliban’s seizure of power in Kabul is waning.	अफगानिस्तान में तालिबान की शक्ति हासिल करने के बाद की पहली चौंक हल्की हो रही है।	काबुल में तालिबान के सत्ता पर कब्ज़ा करने के बाद का प्रारंभिक आघात कम हो रहा है।	प्रथम स्तब्धता काबुल में तालिबान की सत्ता हस्तांतरण के बाद कम हो रही हैं।
The greatest impact of denial of rights for women in the workforce would be a sharp contraction in the economy.	महिलाओं के अधिकारों की इनकार का सबसे बड़ा प्रभाव कार्यशाला में एक तेज़ संकुचन में होगा।	महिलाओं के कार्यक्षेत्र में अधिकारों के अभाव का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।	महिलाओं के कार्यबल में अधिकारों से इनकार का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।
The Taliban do not shy from leveraging the issue to gain international attention.	टालिबान अंतरराष्ट्रीय ध्यान प्राप्त करने के लिए मुद्दे का उपयोग करने से शर्मिंदा नहीं होते।	तालिबान अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए इस मुद्दे का लाभ उठाने से नहीं हिचकिचाते हैं।	तालिबान वे अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए इस मुद्दे का लाभ उठाने से नहीं हिचकिचाते।
In Jammu and Kashmir, the enrolment dropped sharply from 1.78 lakh in 2019-20 to 1.31 lakh in 2020-21.	जम्मू और कश्मीर में पंजीकरण में 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख तक तेजी से गिरावट आई।	जम्मू और कश्मीर में, नामांकन 2019-20 में 1.78 लाख से घटकर 2020-21 में 1.31 लाख रह गया।	जम्मू और कश्मीर में, उनकी नामांकन 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख तक तेजी से गिर गया।
Senior advocate Meenakshi Arora made the oral mentioning for early hearing.	वरिष्ठ वकील मीनाक्षी अरोड़ा ने जल्दी सुनवाई के लिए मौखिक उल्लेख किया।	वरिष्ठ अधिवक्ता मीनाक्षी अरोड़ा ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।	महान वकील मीनाक्षी अरोरा जी ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।
The State had never forced students out of State schools by restricting hijab.	राज्य ने कभी भी हिजाब की प्रतिबंधित करके राज्य स्कूलों से छात्रों को निकालने का दबाव नहीं डाला था।	राज्य ने कभी भी हिजाब पर प्रतिबंध लगाकर छात्रों को राज्य के स्कूलों से बाहर नहीं किया।	राज्य ने कभी राज्य के स्कूलों से हिजाब प्रतिबंधित करके छात्र-छात्राओं को बाहर नहीं निकाला।
The patient has the right to refuse to participate in such research projects.	रोगी को ऐसे शोध परियोजनाओं में भाग लेने से इनकार करने का अधिकार है।	रोगियों को ऐसे अनुसंधान परियोजनाओं में भाग लेने से इनकार करने का अधिकार होता है।	मरीज़ों को ऐसे शोध परियोजनाओं में भाग लेने से इनकार करने का अधिकार है।
The field officials should remember it while implementing projects. 	क्षेत्रीय अधिकारी को परियोजनाओं को कार्यान्वित करते समय इसे ध्यान में रखना चाहिए।	क्षेत्रीय अधिकारियों को यह ध्यान में रखना चाहिए जब वे परियोजनाओं को लागू कर रहे हों।	क्षेत्र अधिकारी इस बात को परियोजनाओं को लागू करते समय याद रखें।
Senior officials in the Ministry of Tribal Affairs said a change in the structure had already been approved.	जनजाति कार्य मंत्रालय के वरिष्ठ अधिकारी ने बताया कि संरचना में परिवर्तन को पहले ही मंजूरी दे दी गई थी।	जनजातीय मामलों के मंत्रालय के वरिष्ठ अधिकारियों ने कहा कि संरचना में परिवर्तन पहले ही अनुमोदित किया जा चुका है।	महालेखापाल, आदिवासी मामलों के मंत्रालय में वरिष्ठ अधिकारी कहा कि संरचना में परिवर्तन पहले से ही स्वीकृत हो चुका है.
The Bhagwan Mahaveer Foundation has called for applications for the Mahaveer awards.	भगवान महावीर फाउंडेशन ने महावीर पुरस्कार के लिए आवेदन आमंत्रित किए हैं।	भगवान महावीर फाउंडेशन ने महावीर पुरस्कारों के लिए आवेदन आमंत्रित किए हैं।	भागवान महावीर फाउंडेशन ने महावीर पुरस्कारों के लिए आवेदन आमंत्रित किए हैं।
Mr. Yediyurappa resigned as Chief Minister and was succeeded by Basavaraj Bommai in 2020.	येदियुरप्पा जी ने 2020 में मुख्यमंत्री के पद से इस्तीफा दे दिया और उनके स्थान पर बासवराज बोम्मई जी ने कार्यभार संभाला।	श्री येदियुरप्पा ने मुख्यमंत्री के रूप में इस्तीफा दे दिया और 2020 में उनकी जगह बसवराज बोम्मई ने ली।	श्री येदियुरप्पा जी ने मुख्यमंत्री पद से इस्तीफा दे दिया और 2020 में उनके स्थान पर बसवराज बोम्मई जी ने पदभार संभाला।
