idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_bleu_score	gpt_4o_bleu_score	ollama_bleu_score
412	[[0.913741]]	"""""""""""""""Increased exposure to polluted water and air has created """"""""""""""""cancer villages"""""""""""""""" and further health and environmental problems."""""""""""""""	"""""""""""""""দূষিত জল এবং বাতাসের এক্সপোজার বৃদ্ধি """""""""""""""" ক্যান্সার গ্রাম """""""""""""""" এবং আরও স্বাস্থ্য এবং পরিবেশগত সমস্যা তৈরি করেছে।"""""""""""""""	0.913741	True	True	দূষিত জল এবং বায়ুর বৃদ্ধি এখানে ক্যান্সার গ্রাম তৈরি করেছে এবং আরও স্বাস্থ্য এবং পরিবেশ সমস্যা তৈরি করেছে।	"""দূষিত পানি ও বায়ুর প্রতি ক্রমবর্ধমান সংস্পর্শ """"ক্যান্সার গ্রাম"""" এবং অন্যান্য স্বাস্থ্য ও পরিবেশগত সমস্যার সৃষ্টি করেছে।"""	দূষিত জল ও বায়ুর বেশি সংস্পর্শে ক্যান্সার গ্রাম ও আরও স্বাস্থ্য ও পরিবেশ সমস্যা সৃষ্টি হয়েছে।	0.06	0.11	0.0
422	[[0.9319429]]	The police have so far arrested 13 persons in the case.	ওই ঘটনায় এ পর্যন্ত ১৩ জনকে পুলিশ গ্রেফতার করেছে।	0.9319429	True	True	পুলিশ এখন পর্যন্ত মামলায় ১৩ জনকে গ্রেফতার করেছে।	পুলিশ এখন পর্যন্ত এই মামলায় ১৩ জনকে গ্রেপ্তার করেছে।	এই মামলায় পুলিশ এখন পর্যন্ত ১৩ জনকে গ্রেপ্তার করেছে।	0.0	0.0	0.0
437	[[0.9150493]]	The movie starts with Raju (Dev Anand) being released from jail.	চলচ্চিত্রটি রাজু (দেব আনন্দ) এর কাহিনী দ্বারা শুরু হয় যে জেল থেকে মুক্তি পায়।	0.9150493	True	True	চলচ্চিত্রটি রাজু (দেব আনন্দ) কেলার থেকে মুক্তি পাওয়ার সাথে শুরু হয়।	সিনেমাটি শুরু হয় যখন রাজু (দেব আনন্দ) জেল থেকে মুক্তি পায়।	রাজু (দেব আনন্দ) জেল থেকে মুক্তি পাওয়ার সাথে সিনেমাটি শুরু হয়।	0.35	0.42	0.32
507	[[0.9021744]]	The police are searching for the others involved in the incident.	এ ঘটনার সঙ্গে জড়িত অন্যদের ধরার জন্য পুলিশ কাজ করছে।	0.9021744	True	True	পুলিশ ঘটনায় সংশ্লিষ্ট অন্যান্যদের জন্য অনুসন্ধান করছে।	পুলিশ ঘটনার সাথে জড়িত অন্যদের খুঁজছে।	পুলিশ ঘটনায় জড়িত অন্যদের খোঁজাচ্ছে।	0.0	0.0	0.0
577	[[0.9246595]]	On Twitter, Emma Suleiman, who lives in France, shares a photograph holding a gun, near a tank, taken during a recent visit to Syria.	ফ্রান্সে বসবাসকারী এমা সুলেইমান সাম্প্রতিক সিরিয়া সফরকালে একটি ট্যাংকের কাছে একটা বন্দুক হাতে নেয়া একটি আলোকচিত্র টুইটারে ভাগাভগি করেছেন।	0.9246595	True	True	টুইটারে, ফ্রান্সে থাকা এমা সুলেমান একটি ছবি শেয়ার করেন যেখানে তিনি একটি বন্দুক ধরে আছেন, একটি ট্যাঙ্কের কাছে, সিরিয়ায় সাম্প্রতিক ভ্রমণে তুলা।	টুইটারে, এমা সুলেইমান, যিনি ফ্রান্সে বসবাস করেন, সিরিয়ায় সাম্প্রতিক সফরের সময় তোলা একটি ছবিতে একটি বন্দুক ধরে ট্যাঙ্কের কাছে দাঁড়িয়ে আছেন।	টুইটারে, ফ্রান্সে বসবাসকারী এমা সুলাইমান সিরিয়ায় সাম্প্রতিক সফরে ট্যাঙ্কের কাছে বন্দুক হাতে তুলে ধরা একটি ছবি শেয়ার করেন।	0.0	0.0	0.0
626	[[0.918886]]	He is a left-handed batsman and right-arm offbreak bowler.	তিনি হলেন একজন ডানহাতি ব্যাটসম্যান এবং ডানহাতি অফব্রেক বোলার।	0.918886	True	True	উনি বামহাতে ব্যাটসম্যান এবং ডান হাতের অফব্রেক বোলার।	তিনি একজন বাঁহাতি ব্যাটসম্যান এবং ডানহাতি অফব্রেক বোলার।	তিনি একজন বাঁ-হাতি ব্যাটসম্যান এবং ডান-হাতি অফব্রেক বোলার।	0.0	0.5	0.0
708	[[0.93650556]]	What can parents do to ensure that their children will be successful?	ছেলেমেয়েরা যে সফল হবে, তা নিশ্চিত করার জন্য বাবামারা কী করতে পারে?	0.93650556	True	True	পিতামাতারা কি করতে পারেন তাদের সন্তানদের সাফল্য নিশ্চিত করতে?	মাতাপিতা কী করতে পারেন যাতে তাদের সন্তানরা সফল হয় নিশ্চিত করতে?	অভিভাবকেরা তাদের সন্তানদের সফল হওয়ার নিশ্চয়তা কীভাবে নিশ্চিত করতে পারেন?	0.0	0.0	0.0
763	[[0.92325306]]	His name is Max Adams, a wealthy American arms dealer.	ওর নাম ম্যাক্স অ্যাডামস, একজন সম্পদশালী আমেরিকান অস্ত্র চোরাচালানকারী।	0.92325306	True	True	তার নাম ম্যাক্স আডামস, একজন ধনী আমেরিকান হথিয়ার ব্যবসায়ী।	তার নাম ম্যাক্স অ্যাডামস, একজন ধনী আমেরিকান অস্ত্র ব্যবসায়ী।	তার নাম ম্যাক্স অ্যাডামস, একজন ধনী আমেরিকান অস্ত্র ব্যবসায়ী।	0.0	0.45	0.45
800	[[0.9044295]]	Explain how godly conduct attracts people to true worship and to Jehovah God.	ঈশ্বরীয় আচরণ লোকেদেরকে কীভাবে সত্য উপাসনার প্রতি এবং যিহোবা ঈশ্বরের প্রতি আকৃষ্ট করে, তা ব্যাখ্যা করুন।	0.9044295	True	True	ব্যাক্তিদেরকে সত্যিকারের আরাধনার দিকে আকৃষ্ট করতে ঈশ্বরের আচরণ কিভাবে মানুষকে আকর্ষণী করে তা ব্যাখ্যা করুন এবং যেহোভা ঈশ্বরের দিকে।	ব্যাখ্যা করুন কীভাবে ধার্মিক আচরণ মানুষকে সত্যিকারের উপাসনা এবং যিহোবা ঈশ্বরের প্রতি আকৃষ্ট করে।	সত্য উপাসনা এবং যিহোবা ঈশ্বরের নিকট লোকদের আকৃষ্ট করতে ঈশ্বরীয় আচরণ কিভাবে আকৃষ্ট করে।	0.0	0.24	0.0
802	[[0.9314885]]	Another brother Rajinder Amarnath is a former first class cricket and current cricket coach.	আরেক ভাই রাজিন্দর অমরনাথ সাবেক প্রথম-শ্রেণীর ক্রিকেটার ও বর্তমানে ক্রিকেট কোচ হিসেবে কাজ করছেন।	0.9314885	True	True	আরেকটি ভাই রাজিন্দার অমরনাথ একজন প্রাক্তন প্রথম শ্রেণীর ক্রিকেট খেলোয়াড় এবং বর্তমানে ক্রিকেট কোচ।	অন্য ভাই রাজিন্দর অমরনাথ একজন প্রাক্তন প্রথম শ্রেণীর ক্রিকেটার এবং বর্তমানে ক্রিকেট কোচ।	আরেক ভাই রাজিন্দার অমরনাথ একজন সাবেক প্রথম শ্রেণির ক্রিকেটার এবং বর্তমান ক্রিকেট কোচ।	0.0	0.0	0.0
806	[[0.93239653]]	"""""""""""""""The theme of the singing contest was """"""""""""""""The Chinese Dream and the Beauty of Labour"""""""""""""""", which is part of national propaganda jointly organized by the All China Federation of Trade Unions, the Central Propaganda Department and the China Central Television Station (CCTV)."""""""""""""""	"""""""""""""""সংগীত প্রতিযোগীতাটির মূল বিষয়বস্তু ছিল """"""""""""""""চীনা স্বপ্ন এবং শ্রম সৌন্দর্য"""""""""""""""", যা সমস্ত চীনা ফেডারেশন ট্রেড ইউনিয়নের কেন্দ্রীয় প্রচার বিভাগ এবং চীনা কেন্দ্রীয় টেলিভিশন কেন্দ্র (সিসিটিভি) কর্তৃক যৌথভাবে আয়োজিত। সংগীত প্রতিযোগীতাটি জাতীয় প্রচারণার একটি অংশ।"""""""""""""""	0.93239653	True	True	"""""""গায়ের প্রতিযোগিতার থিম ছিল """"""""চীনা স্বপ্ন এবং শ্রমের সৌন্দর্য"""""""", যা সরকারী প্রচারের একটি অংশ হিসাবে সমন্বয়ে প্রযুক্ত হয়েছে সমস্ত চীন শ্রমিক সংঘ, কেন্দ্রীয় প্রচার বিভাগ এবং চীন সেন্ট্রাল টেলিভিশন স্টেশন (সিসিটিভি) দ্বারা সংযুক্তভাবে সংগঠিত।"""""""	"""গানের প্রতিযোগিতার থিম ছিল """"চায়না ড্রিম এবং শ্রমের সৌন্দর্য"""", যা জাতীয় প্রচারণার অংশ হিসেবে অল চায়না ফেডারেশন অফ ট্রেড ইউনিয়নস, কেন্দ্রীয় প্রচার বিভাগ এবং চায়না সেন্ট্রাল টেলিভিশন স্টেশন (সিসিটিভি) যৌথভাবে আয়োজন করেছে।"""	"""""""গানের প্রতিযোগিতার বিষয় ছিল """"""""চীনা স্বপ্ন ও শ্রমের সৌন্দর্য"""""""", যা সমষ্টি প্রচার হিসেবে সমস্ত চীন ট্রেড ইউনিয়ন ফেডারেশন, কেন্দ্রীয় প্রচার বিভাগ এবং চীন সেন্ট্রাল টেলিভিশন স্টেশন (সিসিটিভি) এর যৌথ আয়োজনের অংশ।"""""""	0.25	0.08	0.25
825	[[0.90620923]]	"""""""""""""""Some of the words used by them, such as barbacoa (""""""""""""""""barbecue""""""""""""""""), hamaca (""""""""""""""""hammock""""""""""""""""), kanoa (""""""""""""""""canoe""""""""""""""""), tabaco (""""""""""""""""tobacco""""""""""""""""), yuca, batata (""""""""""""""""sweet potato""""""""""""""""), and juracn (""""""""""""""""hurricane""""""""""""""""), have been incorporated into Spanish and English."""""""""""""""	"""""""""""""""তাদের ব্যবহৃত কিছু শব্দ, যেমন বারবাকোয়া (""""""""""""""""বারবিকিউ""""""""""""""""), হামাকা (""""""""""""""""হ্যামক""""""""""""""""), কানোয়া (""""""""""""""""ক্যানো""""""""""""""""), তাবাকো (""""""""""""""""তামাক""""""""""""""""), ইউকা, বাটাটা (""""""""""""""""মিষ্টি আলু"""""""""""""""") এবং জুরাকান (""""""""""""""""হারিকেন""""""""""""""""), যা পরবর্তীতে স্প্যানিশ এবং ইংরেজি ভাষায় অন্তর্ভুক্ত করা হয়েছে।"""""""""""""""	0.90620923	True	True	"""তাদের ব্যবহৃত কিছু শব্দ, যেমন বারবাকোয়া (""""বারবিকিউ""""), হামাকা (""""হ্যামক""""), কানোয়া (""""কানু""""), তাবাকো (""""তাবাকো""""), ইউকা, বাটাটা (""""সুইট পটেটো""""), এবং জুরাকেন (""""হারিকেন""""), স্প্যানিশ এবং ইংরেজিতে সম্মিলিত হয়েছে।"""	"""তাদের ব্যবহৃত কিছু শব্দ যেমন বারবাকোয়া (""""বারবিকিউ""""), হামাকা (""""হ্যামক""""), কানোয়া (""""ক্যানো""""), তাবাকো (""""তামাক""""), ইউকা, বাতাতা (""""মিষ্টি আলু""""), এবং জুরাকান (""""হারিকেন""""), স্প্যানিশ এবং ইংরেজিতে অন্তর্ভুক্ত হয়েছে।"""	তাদের ব্যবহৃত কিছু শব্দ, যেমন বার্বাকোয়া (বার্বিকিউ), হামাকা (হ্যামক), কানোয়া (ক্যানো), তাবাকো (তামাক), ইউকা, বাতাতা (মিষ্টি আলু), এবং জুরাকান (হারিকেন), স্প্যানিশ এবং ইংরেজিতে অন্তর্ভুক্ত হয়েছে।	0.21	0.22	0.03
838	[[0.9029598]]	During the fourth week of gestation, the limbs are being formed and it is at this point that alcohol can effect the development of arms, legs, fingers and toes.	গর্ভধারণের চতুর্থ সপ্তাহের মধ্যে অঙ্গপ্রত্যঙ্গগুলির গঠন তৈরি হতে থাকে এবং এই সময়ে মদ্যপান হাত, পা, আঙ্গুল এবং পায়ের আঙ্গুলের বিকাশের উপর প্রভাব ফেলতে পারে।	0.9029598	True	True	গর্ভাবস্থার চৌথ সপ্তাহে অঙ্গগুলি গঠিত হচ্ছে এবং এই সময়ে মদ হাত, পা, আঙুল এবং পা উন্নতির উপর প্রভাব ফেলতে পারে।	গর্ভধারণের চতুর্থ সপ্তাহে অঙ্গগুলো গঠিত হচ্ছে এবং এই সময়ে অ্যালকোহল বাহু, পা, আঙ্গুল এবং পায়ের আঙ্গুলের বিকাশকে প্রভাবিত করতে পারে।	গর্ভাবস্থার চতুর্থ সপ্তাহে, অঙ্গসংস্থান গঠিত হচ্ছে এবং এই সময়ে মদ্যপান হাত, পা, আঙুল ও পদাঙ্গুলির বিকাশে প্রভাব ফেলতে পারে।	0.23	0.18	0.2
852	[[0.9014805]]	Rukonuzzaman's elder brother Harun-or-Rashid said that he would file a case against the police involved in this incident.	রুকনুজ্জামানের বড় ভাই হারুন অর রশিদ জানান, তাঁরা এ ঘটনায় জড়িত পুলিশের বিরুদ্ধে মামলা করবেন।	0.9014805	True	True	রুকনুজ্জামানের বড় ভাই হারুন-উর-রশীদ বলেছেন যে এই ঘটনায় অংশগ্রহণ করা পুলিশের বিরুদ্ধে মামলা দায়ের করবেন।	রুকনুজ্জামানের বড় ভাই হারুন-অর-রশিদ বলেছেন যে তিনি এই ঘটনার সাথে জড়িত পুলিশের বিরুদ্ধে মামলা করবেন।	রুকনুজ্জামানের বড় ভাই হারুন-অর-রশিদ বলেছেন যে তিনি এই ঘটনায় জড়িত পুলিশের বিরুদ্ধে মামলা দায়ের করবেন।	0.0	0.31	0.23
901	[[0.90548646]]	National ID card, birth certificate, various schools, colleges and universities certificates are being made fake.	জাতীয় পরিচয়পত্র, জন্মনিবন্ধন সনদ, বিভিন্ন স্কুল, কলেজ ও বিশ্ববিদ্যালয়ের সনদ হরহামেশাই জাল করা হচ্ছে।	0.90548646	True	True	জাতীয় পরিচय় পত্র, জন্ম সনদ, বিভিন্ন শিক্ষা প্রতিষ্ঠান, কলেজ এবং বিশ্ববিদ্যালয়ের সনদগুলি জালি তৈরি করা হচ্ছে।	জাতীয় পরিচয়পত্র, জন্ম সনদ, বিভিন্ন স্কুল, কলেজ এবং বিশ্ববিদ্যালয়ের সনদপত্র জাল করা হচ্ছে।	জাতীয় পরিচয় পত্র, জন্ম সনদ, বিভিন্ন স্কুল, কলেজ ও বিশ্ববিদ্যালয়ের সনদপত্রগুলি জাল করা হচ্ছে।	0.0	0.37	0.44
936	[[0.92504054]]	He is the majority owner and co-founder of Bloomberg L.P.	তিনি ব্লুমবার্গ এল. পি. এর সংখ্যাগরিষ্ঠ মালিক এবং সহ-প্রতিষ্ঠাতা।	0.92504054	True	True	উনি ব্লুমবার্গ এল.পি. এর প্রধান মালিক এবং সহ-প্রতিষ্ঠাতা।	তিনি ব্লুমবার্গ এল.পি.-এর প্রধান অংশীদার এবং সহ-প্রতিষ্ঠাতা।	তিনি ব্লুমবার্গ এল.পি.-র সংখ্যাগরিষ্ঠ মালিক এবং সহ-প্রতিষ্ঠাতা।	0.59	0.52	0.7
965	[[0.92130995]]	"""""""""""""""""""""""""""""""Practice reading your favorite articles in English magazines or journals including Time Magazine, Reader's Digest, The Economist."""""""""""""""""""""""""""""""	"""""""""""""""""""""""""""""""টাইম ম্যাগাজিন, রিডার্স ডাইজেস্ট, দ্য ইকোনমিস্টসহ স্বনামধন্য ইংরেজি ম্যাগাজিন বা জার্নালে আপনার পছন্দসই নিবন্ধ পড়ার অভ্যাস করুন।"""""""""""""""""""""""""""""""	0.92130995	True	True	"""""""আপনার প্রিয় আর্টিকেলগুলি পড়ার অনুশীলন করুন ইংরেজি ম্যাগাজিন বা জার্নালে, যেমনঃ টাইম ম্যাগাজিন, রিডারস ডাইজেস্ট, দ্য ইকোনমিস্ট।"""""""	"""""""টাইম ম্যাগাজিন, রিডার্স ডাইজেস্ট, দ্য ইকোনমিস্ট সহ ইংরেজি ম্যাগাজিন বা জার্নালে আপনার প্রিয় প্রবন্ধগুলি পড়ার অনুশীলন করুন।"""""""	"""""""আপনার প্রিয় নিবন্ধগুলি টাইম ম্যাগাজিন, রিডার্স ডাইজেস্ট, দি ইকনমিস্ট সহ ইংরেজি ম্যাগাজিন বা জার্নালগুলিতে পড়ার অনুশীলন করুন।"""""""	0.1	0.23	0.15
1003	[[0.9019941]]	Born in a Punjabi Army Officer's family in New Delhi, Rakul did her schooling from Army Public School, Dhaula Kuan and later studied Mathematics at Jesus and Mary College, University of Delhi.	নয়া দিল্লিতে তিনি একটি সম্ভ্রান্ত পাঞ্জাব পরিবারে জন্মগ্রহণ করেন। রাকুল আর্মি পাবলিক স্কুল, দাউলা কুয়ান-এ পড়ালেখা করেন এবং পরে গণিতে জিসাস এন্ড মেরি কলেজ, ইউনিভার্সিটি অব দিল্লীতে পড়াশুনা করেন।	0.9019941	True	True	নিউ দিল্লিতে একজন পাঞ্জাবী সেনা কর্মকর্তার পরিবারে জন্মগ্রহণ করে, রাকুল তার স্কুলিং আর্মি পাবলিক স্কুল, ধৌলা কুয়ান থেকে করে এবং পরবর্তীতে যীশু এবং মেরি কলেজ, দিল্লি বিশ্ববিদ্যালয়ে গণিত পড়ে।	রাকুল জন্মগ্রহণ করেছিলেন দিল্লিতে এক পাঞ্জাবি সেনা কর্মকর্তার পরিবারে। তিনি তার স্কুলিং সম্পন্ন করেছেন আর্মি পাবলিক স্কুল, ঢৌলা কুয়ান থেকে এবং পরে দিল্লি বিশ্ববিদ্যালয়ের জেসাস অ্যান্ড মেরি কলেজে গণিত অধ্যয়ন করেছেন।	নিউ দিল্লিতে পাঞ্জাবি সেনা অফিসারের পরিবারে জন্মগ্রহণ করে, রাকুল ধৌলা কুয়ানের আর্মি পাবলিক স্কুল থেকে স্কুলিং করেন এবং পরে দিল্লি বিশ্ববিদ্যালয়ের জিসাস অ্যান্ড মেরি কলেজে গণিতে অধ্যয়ন করেন।	0.13	0.1	0.0
1061	[[0.9081055]]	India currently has one of the highest rates of malnourished women among developing countries.	উন্নয়নশীল দেশগুলির মধ্যে ভারত বর্তমানে অপুষ্টিযুক্ত নারীদের সর্বোচ্চ হারের একটি দেশ।	0.9081055	True	True	বর্তমানে ভারতে উন্নত দেশগুলির মধ্যে বেশী সংখ্যক অপুষ্ট নারীর হার রয়েছে।	ভারত বর্তমানে উন্নয়নশীল দেশগুলোর মধ্যে অপুষ্টিতে ভোগা মহিলাদের সর্বোচ্চ হারের একটি রয়েছে।	ভারত বর্তমানে উন্নয়নশীল দেশগুলির মধ্যে নারীদের মধ্যে কুপোষণের সর্বোচ্চ হারের অন্যতম।	0.0	0.0	0.0
1187	[[0.9169364]]	The conference was organized by ASSOCHAM (Associated Chambers of Commerce and Industry of India).	অ্যাসোসিটেড চেম্বার্স অব কমার্স অ্যান্ড ইন্ডাস্ট্রি অব ইন্ডিয়া (এএসএসওসিএইচএএম) এ সম্মেলন আয়োজন করেছে।	0.9169364	True	True	সম্মেলনটি আসোচ্যাম (ভারতের বণিক ও শিল্প প্রতিষ্ঠানের সংস্থা) দ্বারা প্রয়োজনা করা হয়েছিল।	সম্মেলনটি অনুষ্ঠিত হয়েছিল ASSOCHAM (অ্যাসোসিয়েটেড চেম্বারস অফ কমার্স অ্যান্ড ইন্ডাস্ট্রি অফ ইন্ডিয়া) দ্বারা।	সম্মেলনটি ভারতের অ্যাসোচ্যাম (ভারতের বাণিজ্য ও শিল্প সংস্থা) কর্তৃক আয়োজিত হয়েছিল।	0.0	0.0	0.0
1390	[[0.9188255]]	Aaron Lee Soon Yong (born June 7, 1972) is a Singaporean prize-winning poet who writes in English.	অ্যারোন লী সুন ইয়ং (জন্ম: ৭ জুন ১৯৭২) একজন সিঙ্গাপুরি পুরস্কার-বিজয়ী কবি, যিনি ইংরেজিতে লেখালেখি করেন।	0.9188255	True	True	এরন লি সুন ইয়ং (জন্ম: ৭ জুন, ১৯৭২) একজন সিঙ্গাপুরীয় পুরষ্কার বিজয়ী কবি, যিনি ইংরাজিতে লেখা করে।	অ্যারন লি সুন ইয়ং (জন্ম ৭ জুন, ১৯৭২) একজন সিঙ্গাপুরিয়ান পুরস্কারপ্রাপ্ত কবি, যিনি ইংরেজিতে লেখেন।	আরন লি সুন ইয়ং (জন্ম ৭ জুন, ১৯৭২) একজন ইংরেজিতে লেখা পুরস্কারপ্রাপ্ত সিঙ্গাপুরী কবি।	0.27	0.22	0.0
