src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
How China is lessening its reliance on helium sourced from US	चीन अपनी एचिलियम की आवश्यकता को कैसे कम कर रहा है, जो संयुक्त राज्य से आता है।	कैसे चीन अमेरिका से प्राप्त हीलियम पर अपनी निर्भरता को कम कर रहा है।	चीन अमेरिका से स्रोत हीलियम पर अपनी निर्भरता कम कर रहा है।
Kindle Colorsoft owners complain of a yellow bar on the e-reader’s screen	किंडल कलरसॉफ्ट के मालिकों की शिकायत है कि इ-रीडर की स्क्रीन पर पीला बार है।	Kindle Colorsoft के मालिक ई-रीडर की स्क्रीन पर एक पीले बार की शिकायत कर रहे हैं।	किंडल कलरसॉफ्ट के मालिक ई-रीडर की स्क्रीन पर पीले रंग की पट्टी की शिकायत करते हैं।
Nvidia and its partners built a sophisticated system to bypass U.S. restrictions on exporting AI chips to the Middle East, Russia, and China.	न्विडिया और उसके साथी ने अमेरिका की प्रतिबंधों को मध्य पूर्व, रूस, और चीन को AI चिप्स निर्यात करने के लिए उनका एक परिष्कृत प्रणाली बनाई।	Nvidia और उसके साझेदारों ने मध्य पूर्व, रूस और चीन को AI चिप्स के निर्यात पर अमेरिकी प्रतिबंधों को दरकिनार करने के लिए एक उन्नत प्रणाली बनाई।	एनवीडिया और उसके साझेदारों ने अमेरिका द्वारा मध्य पूर्व, रूस और चीन को एआई चिप्स निर्यात पर प्रतिबंध को दरकिनार करने के लिए एक जटिल प्रणाली का निर्माण किया।
The funding, which will top up the firm’s flagship fund, will be raised primarily from institutional investors. 	वित्त प्रदान, जो कंपनी के प्रमुख निधि को ऊपर से भरने के लिए होगा, मुख्य रूप से संस्थागत निवेशकों से जुटाया जाएगा।	इस फंडिंग, जो कि फर्म के प्रमुख फंड को बढ़ाएगी, को मुख्य रूप से संस्थागत निवेशकों से जुटाया जाएगा।	संस्थागत निवेशकों से मुख्य रूप से जुटाया जाने वाला यह निधियन फ़र्म के प्रमुख कोष को और अधिक बढ़ाएगा।
US Forest Service Decision to Halt Prescribed Burns in California is History Repeating	यूएस फारेस्ट सर्विस का फैसला कैलिफोर्निया में प्रिस्क्राइब्ड बर्न्स को रोकने के लिए इतिहास दोहराने की बात है।	यूएस फॉरेस्ट सर्विस का कैलिफोर्निया में निर्धारित जलाने को रोकने का निर्णय इतिहास की पुनरावृत्ति है।	कैलिफ़ोर्निया में निर्धारित जलाने को रोकने का अमेरिकी वन सेवा निर्णय इतिहास की पुनरावृत्ति है
The man who gave us the solution to the Entscheidungsproblem	उस आदमी ने हमें एंट्स्चीडुंग्सप्रोब्लेम का समाधान दिया।	उस व्यक्ति ने हमें एंटशाइडुंग्सप्रॉब्लम का समाधान दिया।	वह आदमी जिसने हमें Entscheidungsproblem का समाधान दिया।
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	"नीति में परिवर्तन, जिसमें सरकारी एजेंसियों और राष्ट्रीय सुरक्षा पर काम करने वाले ठेकेदार शामिल हैं, ""जिम्मेदार और नैतिक"" नवाचारों को बढ़ावा देने का उद्देश्य है, कंपनी ने कहा।"	"कंपनी ने कहा कि राष्ट्रीय सुरक्षा पर काम कर रहे सरकारी एजेंसियों और ठेकेदारों को शामिल करने वाली नीति में परिवर्तन ""जिम्मेदार और नैतिक"" नवाचारों को बढ़ावा देने के लिए किया गया है।"	"राष्ट्रीय सुरक्षा पर काम करने वाली सरकारी एजेंसियों और ठेकेदारों को कवर करने वाली नीति में बदलाव, ""जिम्मेदार और नैतिक"" नवाचारों को बढ़ावा देने के लिए है, कंपनी ने कहा।"
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	चीन ने एक नया हैवी लिफ्ट रॉकेट खुलासा किया है जो SpaceX के Starship की एक क्लोन है।	चीन ने एक नए भारी लिफ्ट रॉकेट का अनावरण किया है, जो SpaceX के स्टारशिप की नकल है।	चीन ने स्पेसएक्स के स्टारशिप की क्लोन वाला नया भारी लिफ्ट रॉकेट प्रदर्शित किया।
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	सिंगापुर को वाहन के मालिकों को अधिकार प्रमाणपत्र के लिए बोली लगानी पड़ती है - केवल दस साल के लिए मान्य संचालन अनुमतियाँ।	सिंगापुर में वाहन मालिकों को प्रमाणपत्रों की एक निर्धारित संख्या के लिए बोली लगानी होती है - महंगे संचालन परमिट जो केवल दस वर्षों के लिए मान्य होते हैं।	सिंगापुर वाहन मालिकों से प्रमाणपत्रों के एक निर्धारित संख्या के लिए नीलामी करने की आवश्यकता है, जो केवल दस वर्ष के लिए वैध महंगे संचालन परमिट हैं।
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	ह्वासोंग-19 उत्तर कोरिया का अब तक सबसे बड़ा मिसाइल है और इसका परीक्षण उपनिवेश पर महत्वपूर्ण तनाव के समय में हो रहा है।	ह्वासोंग-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इसका परीक्षण प्रायद्वीप पर उल्लेखनीय तनाव के समय में हुआ है।	ह्वासोंग-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इसका परीक्षण पेनिन्सुला पर उल्लेखनीय तनाव के समय में हो रहा है.
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	इस प्रजाति को शिप्स पर बैलेस्ट जल में सैक्रामेंटो-सैन जोआक्विन डेल्टा तक ले जाया गया हो सकता है।	यह प्रजाति जहाजों के बैलास्ट पानी के माध्यम से सैक्रामेंटो-सैन जोआक्विन डेल्टा तक लाई गई हो सकती है।	प्रजाति जहाज़ों पर बैलेस्ट वॉटर में सैक्रामेंटो-सैन जोक्विन डेल्टा में ले जाई गई हो सकती है।
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	डिस्कवरी ने पीआर फर्म रिलीवेन्स इंटरनेशनल के साथ साझेदारी की ताकि उनके बैनर के तहत फिक्शनेयर बिल्यनेयर ब्रूस वेन के संघ के तहत अल्ट्रा-लक्जरी अनुभव और उत्पादों का निर्माण किया जा सके।	डिस्कवरी ने पीआर कंपनी रेलिवेंस इंटरनेशनल के साथ साझेदारी की है ताकि फ़िक्शनल अरबपति ब्रूस वेन के समूह के बैनर तले अल्ट्रा-लक्ज़री अनुभव और उत्पाद तैयार किए जा सकें।	डिस्कवरी ने फिक्शनेयर अरबपति ब्रूस वेन के कॉन्ग्लोमरेट के बैनर तले अल्ट्रा-लक्जरी अनुभवों और उत्पादों का निर्माण करने के लिए रिलेवेंस इंटरनेशनल नामक पीआर फर्म के साथ साझेदारी की।
Water utilities and chemical manufacturers are challenging the new EPA standards. 	जल सेवाएं और रासायनिक निर्माताएं नए ईपीए मानकों को चुनौती दे रही हैं।	जल उपयोगिताएं और रासायनिक निर्माता नए ईपीए मानकों को चुनौती दे रहे हैं।	जल उपयोगिताएं और रासायनिक निर्माता नए ईपीए मानकों को चुनौती दे रहे हैं।
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभाओं को निकाल दिया और ए.आई.-उत्पन्न प्रस्तुतकर्ताओं को लाया। एक नोबेल पुरस्कार विजेता के साथ किए गए एक दावे पर उत्तेजना जल्दी ही उस प्रयोग को समाप्त कर दिया।	पोलैंड के एक रेडियो स्टेशन ने अपने ऑन-एयर टैलेंट को निकाल दिया और उसकी जगह ए.आई. द्वारा निर्मित प्रस्तुतकर्ताओं को लाया। एक नोबेल पुरस्कार विजेता के साथ कथित बातचीत पर हुए विरोध के कारण वह प्रयोग जल्दी समाप्त हो गया।	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभा को निकाल दिया और एआई-जनरेटेड प्रस्तुतकर्ताओं को लाया। एक नोबेल पुरस्कार विजेता के साथ कथित चैट पर हंगामा जल्द ही उस प्रयोग को समाप्त कर दिया।
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	बचपन से ही, बच्चों में वह उच्च रुचि दिखाई देती है जो घटनाएं असंभाव या असंभाव होती हैं, संभावनाओं के समान नहीं।	शैशवावस्था से ही, बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभव या असंभाव्य होती हैं, संभावित घटनाओं की तुलना में।	शैशव से, बच्चे असंभव या असंभाव्य घटनाओं में संभाव्य घटनाओं की तुलना में अधिक रुचि दिखाते हैं।
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	चार व्यक्तियों को अस्पताल भेजा गया था और शेष व्यक्तियों को घटना स्थल पर आउटपेशेंट के रूप में इलाज किया गया, पुलिस स्रोतों ने बताया।	पुलिस सूत्रों ने बताया कि चार व्यक्तियों को अस्पताल भेजा गया और बाकी का इलाज कार्यक्रम स्थल पर बाह्य रोगियों के रूप में किया गया।	चार व्यक्तियों को अस्पताल में भेजा गया और शेष को आयोजन स्थल पर ओपीडी के रूप में इलाज किया गया, पुलिस सूत्रों ने कहा।
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि उसे तीन व्यक्तियों ने पत्थरों और बीयर बोतलों से हमला किया गया था जब वह शराब पी रहा था।	जांच के दौरान, वॉशरमेनपेट पुलिस को पता चला कि उस पर तीन व्यक्तियों ने पत्थरों और बीयर की बोतलों से हमला किया था जब वह शराब पी रहा था।	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि वह तीन व्यक्तियों द्वारा पत्थरों और बीयर की बोतलों से हमला किया गया था जब वह शराब का सेवन कर रहा था।
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	दो किशोर लड़के जो चेंगलपट्टू में सरकारी अवलोकन गृह में निवास कर रहे थे, उन्होंने मंगलवार रात को भाग लिया।	चेन्गलपट्टू के सरकारी पर्यवेक्षण गृह में रखे गए दो किशोर लड़के मंगलवार रात को भाग गए।	चेंगलपट्टु में सरकारी अवलोकन होम में रखे गए दो नाबालिग लड़के मंगलवार रात भाग निकले।
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	मिस्टर गांधी के स्रीनगर में ठहरने के दौरान, बुलेवर्ड रोड पर से लोग उतरकर उनसे गले मिलने आए।	श्री गांधी की श्रीनगर यात्रा के दौरान, बुलेवार्ड रोड पर लोग कारों से उतरकर उन्हें गले लगाने के लिए आए।	श्री गांधी के श्रीनगर प्रवास के दौरान, बुलेवार्ड रोड पर कारों से उतरे पुरुषों ने उन्हें गले लगाया।
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	उन्होंने आरोप लगाया कि कई ईंट किलों ने उन पर लगाए गए जीओलॉजी और माइनिंग विभाग द्वारा उन पर लगाये गए जुर्माने की पहली किस्त का भुगतान करने के बाद बुधवार से पुराने स्टॉक की ईंटें बेचना शुरू कर दिया।	उन्होंने आरोप लगाया कि भूविज्ञान और खनन विभाग द्वारा लगाए गए जुर्माने की पहली किस्त का भुगतान करने के बाद कई ईंट भट्टों ने बुधवार से पुरानी ईंटों का स्टॉक बेचना शुरू कर दिया।	वे आरोप लगाते हैं कि बुधवार से कई ईंट भट्टे ने जियोलॉजी और माइनिंग विभाग द्वारा उन पर लगाये गए जुर्माने की पहली किस्त चुकाने के बाद पुराने ईंट स्टॉक की बिक्री शुरू कर दी।
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	दस भारतीय करियर डिप्लोमेट्स, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, सोमवार को चेन्नई में राज भवन में गवर्नर आर.एन. रवि से मिलने गए।	सोमवार को दस भारतीय कैरियर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने चेन्नई के राजभवन में राज्यपाल आर.एन. रवि से मुलाकात की।	दस भारतीय करियर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने सोमवार को चेन्नई में राज भवन में राज्यपाल आर.एन. रवि से मुलाकात की।
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	फिर भी, डॉ. हंडे, जिन्होंने उसकी पुस्तक के लिए प्रारंभिक भाषण लिखा और इन सभी विधानसभा बहसों में भाग लिया, कहते हैं कि मुथु ने भ्रष्टाचार के लिए कोई जगह न देते हुए मंत्री के रूप में अपना कार्य कुशलता से निष्पादित किया।	हालांकि, डॉ. हांडे, जिन्होंने उनकी पुस्तक के लिए प्रस्तावना लिखी और कुछ विधानसभा बहसों में भाग लिया, कहते हैं कि मुथु ने एक मंत्री के रूप में अपनी जिम्मेदारी कुशलता से निभाई और भ्रष्टाचार की कोई गुंजाइश नहीं छोड़ी।	हालांकि, डॉ. हंडे ने जिनकी पुस्तक के लिए फॉरवर्ड लिखा और इन विधानसभा बहसों में भाग लिया, वे कहते हैं कि मुथु ने एक मंत्री के रूप में अपना कर्तव्य कुशलता से निभाया जिसके लिए भ्रष्टाचार की कोई गुंजाइश नहीं थी।
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	जबकि दोनों श्री लोबो और श्री कामत ने कांग्रेस के उच्च कमान के साथ असंतुष्टि का स्तर देने के कारण दिया है, सच्चे कारण सभी के लिए पर्दाफाश है।	हालांकि श्री लोबो और श्री कामत दोनों ने कांग्रेस हाई कमान से असंतोष को कारण बताया है, असली कारण पूरी तरह से स्पष्ट हैं।	जबकि श्री लोबो और श्री कामत दोनों ने कांग्रेस उच्च कमान से असंतोष को कारण बताया है, सच्चे कारण साफ़-साफ़ दिखाई दे रहे हैं।
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	असम के बाराक घाटी क्षेत्र और बांग्लादेश के सिलहेट सेगमेंट के बीच भाषाई और सांस्कृतिक संबंधों का पहला उत्सव शुक्रवार शाम को शुरू हुआ।	असम के बराक घाटी क्षेत्र और बांग्लादेश के सिलहट खंड के बीच भाषाई और सांस्कृतिक संबंधों का जश्न मनाने वाला पहला त्योहार शुक्रवार शाम को शुरू हुआ।	असम के बराक वैली क्षेत्र और बांग्लादेश के सिलहट सेगमेंट के बीच भाषाई और सांस्कृतिक संबंधों का पहला त्योहार शुक्रवार शाम से शुरू हुआ।
The objective of such markets is to incentivise investments in renewable energy sources.	इस प्रकार के बाजारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।	ऐसे बाजारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।	ऐसे बाजारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	केंद्र की उम्मीद है कि इस साल के बाद में भारत में कार्बन ट्रेडिंग मार्केट की विशेषताएँ स्पष्ट करेगा।	केंद्र से इस वर्ष के अंत में भारत में कार्बन ट्रेडिंग बाजार की विशेषताओं को स्पष्ट करने की उम्मीद है।	इस साल बाद में, भारत में कार्बन ट्रेडिंग मार्केट के विशिष्ट विवरण को स्पष्ट करने की उम्मीद है केंद्र से।
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन है जिसका उपयोग अमोनिया उत्पादन से शुरू होकर कई उपयोगों के लिए होता है।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन है जिसका अमोनिया के उत्पादन सहित अनेक उपयोग हैं।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन है जिसका उपयोग अमोनिया उत्पादन से लेकर कई क्षेत्रों में होता है।
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि पररवाहीकर्ता अपना काम करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक अपना काम करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक अपना काम करेंगे।
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	मद्रास को 242 करोड़ रुपये का अनुदान मिला है जिसका उपयोग प्रयोगशाला में उत्पन्न हुए हीरे पर शोध करने के लिए किया जाएगा।	मद्रास को प्रयोगशाला में उगाए गए हीरों पर शोध करने के लिए ₹242 करोड़ का अनुदान प्राप्त हुआ है।	मद्रास को लैबोरेटरी-विकसित हीरों पर शोध करने के लिए 242 करोड़ रुपये का अनुदान प्राप्त हुआ है।
Before Rao took leave after the meeting, MGR gently reminded him of the Cauvery water.	राव ने मीटिंग के बाद छुट्टी लेने से पहले, एमजीआर ने उसे कावेरी जल की सावधानी से याद दिलाई।	बैठक के बाद राव के विदा लेने से पहले, एमजीआर ने उन्हें कावेरी नदी के पानी की सौम्यता से याद दिलाई।	मीटिंग के बाद राव ने छुट्टी लेने से पहले, एमजीआर ने उन्हें कावेरी जल की याद दिला दी।
It is because of this initiative that Tamil Nadu became the centre of higher learning.	इस पहल के कारण ही तमिलनाडु उच्च शिक्षा केंद्र बन गया।	इसी पहल के कारण तमिलनाडु उच्च शिक्षा का केंद्र बन गया।	इस पहल के कारण तमिलनाडु उच्च शिक्षा का केंद्र बन गया।
However, within minutes after the then Prime Minister intervened.	तथापि, उस समय के प्रधानमंत्री ने हस्तक्षेप किया।	हालांकि, तत्कालीन प्रधानमंत्री के हस्तक्षेप के कुछ ही मिनटों बाद।	परंतु फिर प्रधानमंत्री के हस्तक्षेप के कुछ मिनट बाद।
The initial shock following the Taliban’s seizure of power in Kabul is waning.	काबुल में तालिबान की शक्ति हासिल करने के बाद पहला झटका कम हो रहा है।	काबुल में तालिबान के सत्ता पर कब्जे के बाद की प्रारंभिक सदमा कम हो रही है।	काबुल में तालिबान के सत्ता पर कब्जे के बाद का आरंभिक सदमा कम हो रहा है.
The greatest impact of denial of rights for women in the workforce would be a sharp contraction in the economy.	महिलाओं के अधिकारों की इनकार की सबसे बड़ी प्रभाव स्थल पर महिलाओं के लिए अधिकारों का इनकार करने का सबसे बड़ा प्रभाव होगा।	महिलाओं के कार्यस्थल में अधिकारों के अभाव का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।	महिलाओं के कार्यबल में अधिकारों से इनकार का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।
The Taliban do not shy from leveraging the issue to gain international attention.	टालिबान अंतरराष्ट्रीय ध्यान प्राप्त करने के लिए मुद्दे का उपयोग करने से नहीं हिचकिचाते।	तालिबान इस मुद्दे का उपयोग अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए करने से नहीं हिचकिचाता।	तालिबान अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए इस मुद्दे का लाभ उठाने से नहीं हिचकिचाते।
In Jammu and Kashmir, the enrolment dropped sharply from 1.78 lakh in 2019-20 to 1.31 lakh in 2020-21.	जम्मू और कश्मीर में, 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख तक छात्र नामांकन में तेजी से कमी हुई।	जम्मू और कश्मीर में, नामांकन 2019-20 में 1.78 लाख से घटकर 2020-21 में 1.31 लाख रह गया।	जम्मू और कश्मीर में, 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख तक नामांकन में तेजी से गिरावट आई।
Senior advocate Meenakshi Arora made the oral mentioning for early hearing.	वरिष्ठ वकील मीनाक्षी अरोड़ा ने जल्दी सुनवाई के लिए मौखिक उल्लेख किया।	वरिष्ठ अधिवक्ता मीनाक्षी अरोड़ा ने जल्द सुनवाई के लिए मौखिक उल्लेख किया।	वरिष्ठ अधिवक्ता मीनाक्षी अरोरा ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।
The State had never forced students out of State schools by restricting hijab.	राज्य ने किसी भी छात्र को हिजाब की प्रतिबंधिता के द्वारा राज्य स्कूल से बाहर निकाला नहीं था।	राज्य ने हिजाब पर प्रतिबंध लगाकर छात्रों को राज्य के स्कूलों से कभी बाहर नहीं निकाला था।	राज्य ने कभी हिजाब को प्रतिबंधित करके राज्य के स्कूलों से छात्रों को बाहर नहीं निकाला।
The patient has the right to refuse to participate in such research projects.	रोगी का हक है कि वह ऐसे शोध परियोजनाओं में भाग लेने से इनकार कर सके।	मरीज़ को ऐसे शोध परियोजनाओं में भाग लेने से इंकार करने का अधिकार है।	रोगी ऐसे शोध परियोजनाओं में भाग लेने से इनकार करने का अधिकार रखता है।
The field officials should remember it while implementing projects. 	कार्यक्रम को लागू करते समय क्षेत्रीय अधिकारियों को इसे ध्यान में रखना चाहिए।	क्षेत्रीय अधिकारियों को परियोजनाओं को लागू करते समय इसे याद रखना चाहिए।	क्षेत्र अधिकारियों को परियोजनाओं को लागू करते समय यह याद रखना चाहिए।
Senior officials in the Ministry of Tribal Affairs said a change in the structure had already been approved.	जनजातीय कार्य मंत्रालय के वरिष्ठ अधिकारी ने कहा कि संरचना में परिवर्तन को पहले से ही मंजूरी दे दी गई थी।	जनजातीय मामलों के मंत्रालय के वरिष्ठ अधिकारियों ने कहा कि संरचना में बदलाव पहले ही मंजूर किया जा चुका है।	आदिवासी मामलों के मंत्रालय में वरिष्ठ अधिकारियों ने कहा कि संरचना में परिवर्तन पहले ही स्वीकृत हो चुका है.
The Bhagwan Mahaveer Foundation has called for applications for the Mahaveer awards.	भगवान महावीर फाउंडेशन ने महावीर पुरस्कार के लिए आवेदन आमंत्रित किए हैं।	भगवान महावीर फाउंडेशन ने महावीर पुरस्कारों के लिए आवेदनों का आह्वान किया है।	भगवान महावीर फाउंडेशन ने महावीर पुरस्कार के लिए आवेदन आमंत्रित किए हैं।
Mr. Yediyurappa resigned as Chief Minister and was succeeded by Basavaraj Bommai in 2020.	श्री येदियुरप्पा ने 2020 में मुख्यमंत्री के पद से इस्तीफा दिया और उनके स्थान पर बासवराज बोम्मई ने उत्तराधिकार किया।	श्री येदियुरप्पा ने मुख्यमंत्री पद से इस्तीफा दे दिया और 2020 में उनकी जगह बसवराज बोम्मई ने ली।	श्री येदियुरप्पा ने 2020 में मुख्यमंत्री पद से इस्तीफा दे दिया और उनके स्थान पर बसवराज बोम्मई ने पद संभाला।
