src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	नाशिका आणि ठरवावर काम करणारे सरकारी विभाग आणि कंट्रॅक्टर्सवरील धोरणात झालेली बदलण त्यांनी उचित आणि नैतिक नवीनतेला प्रोत्साहित करण्याचा उद्दिष्ट आहे, कंपनीने म्हणाले.	"या धोरणातील बदलाचा उद्देश राष्ट्रीय सुरक्षेवर काम करणाऱ्या सरकारी एजन्सी आणि कंत्राटदारांना व्यापणे आणि ""जबाबदार आणि नैतिक"" नवकल्पना प्रोत्साहित करणे आहे, असे कंपनीने म्हटले आहे."	"राष्ट्रीय सुरक्षेसाठी काम करणाऱ्या सरकारी एजंसी आणि कंत्राटदारांना व्याप्त करणारी धोरणातील बदल, ""उत्तरदायी आणि नैतिक"" नवकल्पना प्रोत्साहन देण्यासाठी कंपनीने सांगितले."
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	चीनने SpaceX च्या स्टारशिपच्या क्लोन असा नवा हेवी लिफ्ट रॉकेट लॉन्च केला.	चीनने एक नवीन हेवी लिफ्ट रॉकेट सादर केले आहे, जे स्पेसएक्सच्या स्टारशिपचे प्रतिरूप आहे.	चीनाने स्पेसएक्सच्या स्टारशिपची प्रतिकृती असलेला नवा भारी उड्डाण रॉकेट उघडकीस आणला.
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	सिंगापूरमध्ये वाहन मालकांना व्हहिकल ऑफ एंटिटल्मेंटच्या एक संख्येक भरायची आवश्यकता आहे - केवळ दहा वर्षे सक्रिय असणारे महाग संचालन परवाने.	सिंगापूरमध्ये वाहन मालकांना मर्यादित संख्येच्या हक्काच्या प्रमाणपत्रांसाठी बोली लावावी लागते - हे महागडे ऑपरेटिंग परवाने फक्त दहा वर्षांसाठी वैध असतात.	सिंगापूरमध्ये वाहन मालकांना दहा वर्षांच्या कालावधीसाठी वैध असलेल्या प्रमाणपत्रांच्या मालकीचा हक्क मिळविण्यासाठी बोली लावावी लागते.
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	ह्वासोंग-19 हा उत्तर कोरियाचा सर्वात मोठा पातक आहे आणि त्याचे चाचणी धुरण्याच्या वेळी कोरियाच्या द्वीपावर लक्षात घेतले जाते.	ह्वासॉंग-१९ हे उत्तर कोरियाचे आतापर्यंतचे सर्वात मोठे क्षेपणास्त्र आहे आणि त्याची चाचणी द्वीपकल्पावरील उल्लेखनीय तणावाच्या काळात होत आहे.	ह्वासोंग-१९ हा उत्तर कोरियाचा आतापर्यंतचा सगळ्यात मोठा मिसाइल आहे आणि त्याची चाचणी पेनिन्सुलावरील उल्लेखनीय तणावाच्या काळात होत आहे.
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	ई प्रजाती सुधारणा जलमाल्मतेच्या संकेतस्थळावर सेन्ट्रामेंटो-सॅन जोआक्विन डेल्टात जलभरणाद्वारे जाहिर केली जाऊ शकते.	ही प्रजाती जहाजांच्या बॅलस्ट पाण्यामध्ये सॅक्रामेंटो-सॅन जोआक्विन डेल्टा पर्यंत पोहोचवली गेली असू शकते.	जाती शिप्सच्या बॅलस्ट वॉटरमध्ये सॅक्रामेंटो-सॅन जोआक्विन डेल्टामध्ये नेली गेली असण्याची शक्यता आहे.
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	डिस्कव्हरीने एक पीआर फर्म रिलेवन्स इंटरनॅशनलसह सामाजिक बिल्डर ब्रूस वेनच्या संघटनेच्या ध्वनितीवादी बिल्योनेअर ब्रूस वेनच्या बॅनराखाली अल्ट्रा-लक्झरी अनुभवे आणि उत्पादने उत्पादित करण्यासाठी साथीत्व केले.	डिस्कव्हरीने पीआर फर्म रिलेव्हन्स इंटरनॅशनलसोबत भागीदारी केली आहे ज्याअंतर्गत काल्पनिक अब्जाधीश ब्रूस वेनच्या समूहाच्या नावाखाली अल्ट्रा-लक्झरी अनुभव आणि उत्पादने तयार केली जातील.	डिस्कव्हरीने फिक्शनेर बिलियनेर ब्रुस वेनच्या काँग्लोमरेटच्या बॅनरखाली अल्ट्रा-लक्झरी अनुभव आणि उत्पादने तयार करण्यासाठी रिलेव्हन्स इंटरनॅशनल या पीआर फर्मच्या साथीने भागीदारी केली.
Water utilities and chemical manufacturers are challenging the new EPA standards. 	पाणी उपयोग करणारे व रासायनिक निर्माते नवीन EPA मानकांवर आपत्ती जाहिर करत आहेत.	पाणी उपयोगिता कंपन्या आणि रासायनिक उत्पादक नवीन EPA मानकांना आव्हान देत आहेत.	नवीन ईपीए मानकांना पाणी सुविधा आणि रासायनिक उत्पादक कंपन्या आव्हान देत आहेत.
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	पोलंडमधील एक रेडिओ स्टेशनने त्याचे ऑन-एअर प्रतिभा काढून आय-आय-संचालित प्रस्तुतकर्ते घेतली. नोबेल पुरस्कारीसह संभाषणाच्या दाव्यावर उत्तर देणारं चर्चा करून लवकरात तो प्रयोग समाप्त केलं.	पोलंडमधील एका रेडिओ स्टेशनने त्याच्या ऑन-एअर टॅलेंटला कामावरून काढले आणि ए.आय.-निर्मित प्रस्तुतकर्त्यांना आणले. एका नोबेल पारितोषिक विजेत्यासोबतच्या कथित गप्पांवर झालेल्या आक्रोशामुळे तो प्रयोग लवकरच संपुष्टात आला.	पोलंडमधील एक रेडिओ स्टेशनने त्याचे ऑन-एअर टॅलेंट काढून टाकले आणि ए.आय.-जनरेटेड सादरकर्ते आणले. नोबेल पुरस्कार विजेत्याशी झालेल्या संभाव्य चेटच्या निषेधाने त्या प्रयोगाला लवकरच संपवले.
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	बालपणापासून, मुलांनी संभाव्य किंवा असंभाव्य घटनांवर चांगली आकर्षणाची दर्जा दाखवतात.	लहानपणापासूनच मुले अशक्य किंवा अशक्यप्राय घटनांमध्ये, शक्य घटनांच्या तुलनेत, अधिक रस दाखवतात.	बालपणापासूनच मुले असंभव किंवाल्पसंभव घटनांवर अधिक रस दाखवतात, संभाव्य घटनांच्या तुलनेत.
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	चार व्यक्ती रुग्णालयात सुचवले गेले आणि इतर सर्वांना पोलिस स्रोतांनी कार्यक्रमाच्या स्थळी बाह्य उपचार दिले.	चार जणांना रुग्णालयात पाठवण्यात आले आणि उर्वरितांना कार्यक्रमाच्या ठिकाणी बाह्यरुग्ण म्हणून उपचार करण्यात आले, असे पोलिस सूत्रांनी सांगितले.	चार व्यक्ती रुग्णालयात दाखल करण्यात आले आणि उर्वरीतांना स्थानिक स्थळावर OPD म्हणून व्यवहार करण्यात आला, पोलीस सूत्रांनी सांगितले.
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	तपासणी काळात, वाशर्मेनपेट पोलीसांनी त्यांना एका व्यक्तीने व्हिस्की प्यायला असताना किमान तीन व्यक्तींद्वारे पाण्याच्या पातळ्या आणि बियरच्या बोतलांनी हल्ला केलेल्या मिळालेल्या आहे.	चौकशीदरम्यान वॉशरमेनपेट पोलिसांना आढळले की, तो मद्यपान करत असताना त्याच्यावर तीन जणांनी दगड आणि बिअरच्या बाटल्यांनी हल्ला केला.	चौकशीत, वाशेरमेनपेट पोलिसांनी असे आढळले की त्याला तीन जणांनी दगड आणि बियरच्या बॉटलनी तो मद्यपान करत असताना हल्ला केला.
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	बुधवार रात्री चेंगलपट्टूतील सरकारी अवलोकन घरात राहून असलेले दोन अल्पकालीन मुलगे मागच्या रात्री फरार झाले.	चेंगलपट्टू येथील सरकारी निरीक्षणगृहात ठेवलेले दोन अल्पवयीन मुले मंगळवारी रात्री पळून गेली.	चेंगलपट्टुमधील सरकारी निरीक्षण गृहात ठेवण्यात आलेले दोन किशोर मुले मंगळवारी रात्री पलायन करून गेली.
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	मि. गांधींच्या स्रीनगर वसंतात, बुलेवार्ड रोडवरील कारमधून लोक मिळवण्यासाठी खाली उतरले.	श्री गांधींच्या श्रीनगर दौऱ्यादरम्यान, बुलेवर्ड रोडवर गाड्यांमधून उतरून लोकांनी त्यांना आलिंगन दिले.	श्री गांधीजी स्रीनगरमध्ये राहात असताना बुलेवार्ड रोडवरून कारून उतरून त्यांना मिठी मारायचे.
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	त्यांनी दावा केला की काही ईंटीचे उत्पादन बंद करून घेतले होते, ज्याला त्यांना भूवैज्ञानिक आणि खाण विभागाने लागू केलेल्या मोटीच्या प्रथम किंमतीवरील अंशाचे भुकतान करून देत आहेत.	त्यांनी असा आरोप केला की, भूमिज आणि खनिज विभागाने त्यांच्यावर लावलेला दंडाचा पहिला हप्ता भरल्यानंतर काही वीटभट्ट्यांनी बुधवारी जुने वीटसाठे विकायला सुरुवात केली.	ते म्हणाले की बुधवारापासून अनेक इट्टे भट्ट्या ज्या वर्गणीचा पहिला हप्ता जिल्हा भूविज्ञान व खनिकर्म विभागाकडून त्यांच्यावर लावला गेला होता त्यानंतर जुन्या साठ्यातील इट्ट्यांची विक्री करू लागल्या.
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	भारतातील इतर देशांमध्ये भारताचे उच्च आयुक्त किंवा राजदूत असलेले दहा भारतीय पेशेवर राजनयिके सोमवारी राज भवनात गवर्नर आर.एन. रवींना भेट दिली.	सोमवारी चेन्नई येथील राजभवनात भारताचे उच्चायुक्त किंवा राजदूत असलेल्या दहा भारतीय करिअर राजनैतिकांनी राज्यपाल आर.एन. रवी यांची भेट घेतली.	दहा भारतीय कारकून राजदूत, जे इतर देशांमध्ये भारताचे उच्चायुक्त किंवा राजदूत आहेत, सोमवारी चेन्नई येथील राजभवनात राज्यपाल आर.एन. रवी यांची भेट घेतली.
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	पण, डॉ. हंडे, ज्यांनी तिच्या पुस्तकासाठी आधारांभ लिहिली होती आणि ह्या सभेत काही भाग घेतलं होतं, म्हणजे मुथू मंत्रीस्थानावर कोरप्शनसाठी जागा न राहून तिची कार्यक्षमता अधिकृत दिली, असे म्हणतात डॉ. हंडे.	तथापि, डॉ. हांडे, ज्यांनी त्यांच्या पुस्तकासाठी प्रस्तावना लिहिली आणि या विधानसभेतील काही चर्चांमध्ये भाग घेतला, म्हणतात की मुथु यांनी एक मंत्री म्हणून आपले कर्तव्य कार्यक्षमतेने पार पाडले आणि भ्रष्टाचाराला कोणतीही जागा दिली नाही.	पण डॉक्टर हांडे ज्यांनी तिच्या पुस्तकासाठी प्रस्तावना लिहिली आणि या विधानसभा चर्चेत सहभागी झाले, ते म्हणतात की मुत्तू मंत्री म्हणून तिचे कर्तव्य कुशलतेने पार पाडले आणि भ्रष्टाचारासाठी कोणतीही जागा नव्हती.
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	माझा लोबो आणि माझा कामत यांनी दोन्हीतरी आम्हाला काँग्रेसच्या मुख्य कमाण्डविरुद्धाचा अनामिकीत्र देतला तरी सच्चे कारण अत्यंत पारदर्शक आहेत.	"""श्री. लोबो आणि श्री. कामत या दोघांनीही काँग्रेसच्या उच्च कमांडबद्दलची असंतोषता कारणे म्हणून उद्धृत केली आहे, परंतु खरे कारणे सर्वांनाच स्पष्ट आहेत."""	लोबो साहेब आणि कामत साहेब दोघेही काँग्रेसच्या उच्च नेतृत्वाबद्दल नाराजी म्हणून कारणे देत आहेत, पण खरे कारणे स्पष्टच आहेत.
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	पहिल्याचा उत्सव शुक्रवार रात्रीपासून आसामच्या बाराक व्हॅली विभाग आणि बांग्लादेशच्या सिलहेट विभागातील भाषाकीय आणि सांस्कृतिक संबंधांचा साजरा करण्याचा सुरवात झाला.	आसामच्या बराक खोऱ्याचा प्रदेश आणि बांगलादेशातील सिल्हेट विभाग यांच्यातील भाषिक आणि सांस्कृतिक संबंध साजरे करणारा पहिला उत्सव शुक्रवार संध्याकाळी सुरू झाला.	आसामच्या बाराक व्हॅली प्रदेश आणि बांगलादेशच्या सिलहट विभागातील भाषिक आणि सांस्कृतिक संबंध साजरे करणारा पहिला उत्सव शुक्रवार संध्याकाळी सुरू झाला.
The objective of such markets is to incentivise investments in renewable energy sources.	अशा बाजारांचा उद्दिष्ट नवीन ऊर्जा स्रोतांमध्ये निवेश करण्यासाठी प्रेरित करणे आहे.	अशा बाजारांचे उद्दिष्ट नवीकरणीय ऊर्जा स्रोतांमध्ये गुंतवणूक प्रोत्साहित करणे आहे.	अशा बाजारपेठांचे उद्दिष्ट नवीकरणीय ऊर्जा स्रोतांमध्ये गुंतवणूक करण्यास प्रोत्साहन देणे आहे.
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	केंद्राची अपेक्षा आहे की भारतातील कार्बन व्यापाराच्या विशिष्टता वर्षातून नंतर स्पष्ट करेल.	यावर्षाच्या शेवटी केंद्र सरकारने भारतातील कार्बन व्यापार बाजाराच्या विशिष्ट बाबींवर स्पष्टीकरण देणे अपेक्षित आहे.	यावर्षी उशीरा केंद्राने भारतातील कार्बन व्यापार बाजाराच्या तपशीलांवर स्पष्टीकरण देण्याची अपेक्षा आहे.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	हायड्रोजन हा महत्वाचा औद्योगिक ईंधन आहे ज्याचा वापर अमोनिया उत्पादनाच्या प्रमाणातून आहे.	हायड्रोजन हे एक अत्यावश्यक औद्योगिक इंधन आहे ज्याचा अमोनिया तयार करण्यापासून विविध उपयोग आहे.	हायड्रोजन हे औद्योगिक इंधन आहे ज्याचा वापर अमोनिया तयार करण्यासाठी अनेक प्रकारे होतो.
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	वित्त मंत्री निर्मला सीतारमण शनिवारी यांनी म्हणाली की नियंत्रकांनी आपले काम करेल.	शनिवारी अर्थमंत्री निर्मला सीतारामन यांनी सांगितले की नियामक त्यांचे काम करतील.	शनिवारी अर्थमंत्री निर्मला सीतारामन यांनी सांगितले की नियामक त्यांचे काम करणार आहेत.
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	मद्रासला ₹२४२ कोटीची संबंधन दिली गेली आहे ज्यामध्ये प्रयोगशाळेत वाढविलेले हीरे वर्गवाढ करण्याचे गव्हार आहे.	मद्रासला प्रयोगशाळेत पिकवलेल्या हिऱ्यांवर संशोधन करण्यासाठी ₹242 कोटींचा अनुदान प्राप्त झाला आहे.	मद्रासला लॅबोरेटरी-वाढलेल्या हिरवळींवर संशोधन करण्यासाठी २४२ कोटी रुपयांचा अनुदान मिळाला आहे.
Before Rao took leave after the meeting, MGR gently reminded him of the Cauvery water.	बैठकनंतर रावॉ लवकर घेण्यास जाताना, एमजीआरने त्याला कावेरीच्या पाण्याबद्दल अडचणीत लाॅवली.	राव बैठकीनंतर निघण्याआधी, एमजीआरने त्याला कोरी नदीच्या पाण्याविषयी सौम्यपणे आठवण करून दिली.	भेटीनंतर राव सुट्टी घेण्यापूर्वी, एमजीआरने कावेरी पाण्याबद्दल त्याला मृदू स्मरण केले.
It is because of this initiative that Tamil Nadu became the centre of higher learning.	ह्या प्रयत्नाच्या कारणे तमिळनाडू उच्च शिक्षणाचे केंद्र झाले.	याच उपक्रमामुळे तामिळनाडू उच्च शिक्षणाचे केंद्र बनले.	हे प्रारंभिक कार्यामुळे तमिळनाडू उच्च शिक्षणाचे केंद्र बनले.
However, within minutes after the then Prime Minister intervened.	तरीही, त्याच्यानंतर केल्यानंतर पंतप्रधान बंदिशास सहाय्य केला.	तथापि, तत्काळीन पंतप्रधानांनी हस्तक्षेप केल्यानंतर काही मिनिटांतच.	मात्र त्या वेळी पंतप्रधानांनी हस्तक्षेप केल्यानंतर काही मिनिटांत.
The initial shock following the Taliban’s seizure of power in Kabul is waning.	काबुलमध्ये तालिबानच्या शक्तीचे वशाधिकाराच्या नंतरच्या प्रारंभिक अचंतेचा क्षणिक आहे.	काबुलमध्ये तालिबानने सत्ता हस्तगत केल्यानंतरचा प्रारंभिक धक्का कमी होत आहे.	काबुलमध्ये तालिबानच्या सत्ता हस्तगतीनंतरच्या सुरुवातीच्या धक्क्याचा प्रभाव कमी होत आहे.
The greatest impact of denial of rights for women in the workforce would be a sharp contraction in the economy.	कामातील महिलांना हक्क नकारण्याचा सर्वात मोठा परिणाम अर्थव्यवस्थेत कठोर कुंपकारणारा असेल.	कामकाजाच्या ठिकाणी महिलांच्या हक्कांच्या नाकारण्याचा सर्वात मोठा परिणाम म्हणजे अर्थव्यवस्थेत तीव्र संकुचन होईल.	महिलांना कामाच्या ठिकाणी हक्कांचे नाकारणे हे अर्थव्यवस्थेवर सर्वात मोठा परिणाम असा की अर्थव्यवस्था अचानक संकुचित होईल.
The Taliban do not shy from leveraging the issue to gain international attention.	टालिबान अंतरराष्ट्रीय लक्षात येण्याच्या कार्यात विषयाचा उपयोग करण्यास लज्जित होत नाहीत.	तालिबान या मुद्द्याचा आंतरराष्ट्रीय लक्ष वेधण्यासाठी उपयोग करण्यात मागे हटत नाहीत.	तालिबान आंतरराष्ट्रीय लक्ष वेध घेण्यासाठी या मुद्द्याचा फायदा घेण्यापासून पळत नाहीत.
In Jammu and Kashmir, the enrolment dropped sharply from 1.78 lakh in 2019-20 to 1.31 lakh in 2020-21.	जम्मू आणि काश्मीरमध्ये, २०१९-२० मध्ये १.७८ लाख विद्यार्थीची नोंदणी २०२०-२१ मध्ये १.३१ लाख वर्षात थेट कमी झाली.	जम्मू आणि काश्मीरमध्ये, २०१९-२० मध्ये १.७८ लाखांवरून २०२०-२१ मध्ये १.३१ लाखांपर्यंत नोंदणी तीव्रपणे कमी झाली.	जम्मू आणि काश्मीरमध्ये, २०१९-२० मध्ये १.७८ लाख वरून २०२०-२१ मध्ये १.३१ लाख पर्यंत नोंदणी तीव्रपणे घटली.
Senior advocate Meenakshi Arora made the oral mentioning for early hearing.	वरिष्ठ वकील मीनाक्षी आरोरा शीघ्र सुनवाईसाठी मौखिक उल्लेख केले.	वरिष्ठ वकील मीनाक्षी अरोरा यांनी लवकर सुनावणीसाठी तोंडी विनंती केली.	वरिष्ठ वकील मीनाक्षी अरोरा यांनी लवकर सुनावणीसाठी तोंडी नोंदणी केली.
The State had never forced students out of State schools by restricting hijab.	राज्याने हिजाब रोकून राज्यकीय शाळांमध्ये विद्यार्थ्यांना बाहेर काढण्याचा कधीच प्रयत्न केला नव्हता.	राज्याने हिजाबवर निर्बंध लावून विद्यार्थ्यांना राज्य शाळांमधून कधीही बाहेर काढले नाही.	राज्याने कधीही राज्य शाळांमधून विद्यार्थ्यांना हिजाबच्या मर्यादेमुळे बाहेर काढले नाही.
The patient has the right to refuse to participate in such research projects.	रुग्णाला इतर संशोधन प्रकल्पांमध्ये सहभागी होण्याचे नाही, त्याला इंकार करण्याचा हक्क आहे.	रुग्णाला अशा संशोधन प्रकल्पांमध्ये सहभागी होण्यास नकार देण्याचा अधिकार आहे.	आसे संशोधन प्रकल्पात भाग घेण्यास नकार देण्याचा अधिकार रुग्णाला आहे.
