idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
3325	[[0.90722334]]	After you computer turns off, switch it back on. Did your open applications re-open?	আপোনাৰ কমপিউটাৰ বন্ধ হোৱাৰ পিছত, ইয়াক পুনৰ আৰম্ভ কৰিব। আপোনাৰ খোলা এপ্লিকেচনসমূহ আকৌ খোলিছিল নেকি?	0.90722334	True	True	তুমাৰ কম্পিউটাৰ বন্ধ হৈ গৈছে পিছত পুনৰ চালু কৰক। তোমাৰ খোলা কাৰ্যকলাপসমূহ পুনৰ খোলা হৈছে নে?	আপোনাৰ কম্পিউটাৰটো বন্ধ হোৱাৰ পিছত, পুনৰ বন্ধা কৰক। আপোনাৰ মুকলী কৰা এপ্লিকেশ্বনবোৰ পুনৰ মুকলী হ’ল নেকি?	আপোনাৰ কম্পিউটাৰ বন্ধ হ'লে, ইয়াক পুনৰ চালু কৰা। আপুনি খোলা এপ্লিকেচনসমূহ পুনৰ খুলিলে?
3522	[[0.90442836]]	Hitesh Kakati is a retired teacher who lives with his wife Manorama Kakati happily in a small town.	অৱসৰপ্ৰাপ্ত শিক্ষক হিতেশ কাকতিয়ে তেখেতৰ পত্নী মনোৰমা ককতিৰ সৈতে সৰু চহৰ এখনত সুখেৰে বসবাস কৰে।	0.90442836	True	True	হিতেশ কাকতি হ'ল এটা অবসরপ্রাপ্ত শিক্ষক যিহেতীয়া তোৰ স্ত্ৰী মনৰমা কাকতিৰ সৈতে সুখীভাৱে এটা চাল গাওঁত থাকে।	হিতেশ কাকতি এগৰাকী অৱসৰপ্ৰাপ্ত শিক্ষক যি তেওঁৰ পত্নী মনোৰমা কাকতিৰ সৈতে সুখেৰে এখন সৰু চহৰত বাস কৰে।	হিতেশ কাকতি একজন অবসৰা শিক্ষক যি তাইৰ পত্নী মনোৰমা কাকতিৰ লগত এখন সৰু নগৰত সুখেৰে বাস কৰে।
3604	[[0.90345395]]	The four historical traditions in geographical research are spatial analyses of natural and the human phenomena, area studies of places and regions, studies of human-land relationships, and the Earth sciences.	ভূগোলৰ গৱেষণাৰ চাৰিটা পৰম্পৰাগত ভাগ হৈছে প্ৰকৃতি আৰু মানৱ পৰিঘটনাৰ বিশ্লেষণ, ভূমি অধ্যয়ন (স্থান), মানুহ-ভূমিৰ সম্পৰ্কৰ অধ্যয়ন, আৰু ভূ বিজ্ঞানৰ গৱেষণা।	0.90345395	True	True	ভূগোলীয় গবেষণাত চারটা ঐতিহাসিক পারম্পরিক ধৰণ আছে যেনেৰাও প্ৰাকৃতিক আৰু মানৱীয় ঘটনাসমূহৰ ঠাকনাসমূহ, স্থান আৰু অঞ্চলৰ অধ্যয়ন, মানৱ-ভূমি সম্পৰ্কৰ গবেষণা, আৰু পৃথিবী বিজ্ঞান।	ভৌগোলিক গৱেষণাৰ চাৰিখন ঐতিহাসিক পৰম্পৰা হৈছে প্ৰাকৃতিক আৰু মানৱিক ঘটনাৰ স্থানীয় বিশ্লেষণ, স্থান আৰু অঞ্চলৰ ক্ষেত্র অধ্যয়ন, মানৱ-ভূমি সম্পৰ্কৰ অধ্যয়ন, আৰু পৃথিৱী বিজ্ঞান।	ভূ-অনুসন্ধানত চাৰি ঐতিহাসিক পৰম্পৰা হ'ল প্ৰাকৃতিক আৰু মানৱীয় ঘটনাৰ স্থানিক বিশ্লেষণ, স্থান আৰু অঞ্চলৰ অধ্যয়ন, মানৱ-ভূমি সম্পৰ্কৰ অধ্যয়ন আৰু পৃথিৱী বিজ্ঞান।
3657	[[0.91498685]]	Selection Process: The selection will be on the basis of interview.	নিৰ্বাচন প্ৰক্ৰিয়া : প্ৰাৰ্থীক সাক্ষাৎকাৰৰ জৰিয়তে নিৰ্বাচন কৰা হ’ব ।	0.91498685	True	True	বাছনি প্ৰক্ৰিয়া: বাছনিটো ইন্টাৰভিউৰ আধাৰত কৰা হ'ব।	নিৰ্ব্বাচন প্ৰক্ৰিয়া: নিৰ্ব্বাচন সাক্ষাৎকাৰৰ আধাৰত হ'ব।	নিৰ্বাচন প্ৰক্ৰিয়া: সাক্ষাৎকাৰৰ আধাৰত নিৰ্বাচন হ'ব।
3909	[[0.90991724]]	We have to remember that, despite all the resources at our disposal, whenever Indian society has been divided, whenever there have been internal conflicts, external enemies have taken advantage.	আমি মনত ৰাখিব লাগিব যে আমাৰ ইমান সম্পদ থকা সত্ত্বেও যেতিয়াই ভাৰতীয় সমাজত বিভাজন দেখা দিছে, যেতিয়াই আমি আভ্যন্তৰীণ সংঘাতত লিপ্ত হৈছো, তেতিয়াই বহিৰাগত শত্রুসকলে তাৰ সুবিধা লৈছে।	0.90991724	True	True	আমাৰ পুৰচৰ সকলৰ ব্যৱস্থা থকাৰ পৰা মন ধৰি নাওক, ভাৰতীয় সমাজ ভাগ হোৱা সময়ত, অন্তৰ্নিহিত বিৰোধত থকাৰ সময়ত, বাহিৰি শত্ৰুসকল লাভ লৈছে।	আমাৰ মনত ৰাখিব লাগিব যে, আমাৰ হাতত থকা সকলো উপায়-সাধনৰ পাছতো, যেতিয়া যেতিয়া ভাৰতীয় সমাজ বিভাজিত হৈছে, যেতিয়া অন্তঃকলহ হোৱা হৈছে, বহিঃশত্ৰুৱে তাৰ সুবিধা লৈছে।	আমি সকলো সম্পদ থাকিও ভাৰতীয় সমাজ বিভক্ত হোৱাৰ সময়ত, আন্তঃসংঘাত হোৱাৰ সময়ত, বাহ্যিক শত্ৰুসকলে সুযোগ লৈছে।
4288	[[0.900953]]	Excerpts of the PM's inaugural address in eleventh Inter-State Council Meeting at New Delhi	নতুন দিল্লীত একাদশ আন্তঃৰাজ্যিক পৰিষদীয় বৈঠকত প্ৰধানমন্ত্ৰীৰ উদ্বোধনী ভাষণৰ বক্তব্য	0.900953	True	True	দিল্লীত অনুষ্ঠিত একাদশ অংতর-রাজ্যীয় পরিষদ সভায় প্ৰধানমন্ত্ৰীৰ উদ্ঘাটনৰ ঠিকনাৰি উল্লেখৰ সংবাদাংশ।	প্ৰধানমন্ত্ৰীৰ দ্বাৰা নতুন দিল্লীত একাদশ আন্তঃৰাজ্য পৰিষদৰ বৈঠকৰ উদ্বোধনী ভাষণৰ উদ্ধৃতি।	নয়ডা দিল্লীত একাদশ অন্তঃৰাজ্য পৰিষদৰ একাদশ সভাত প্ৰধানমন্ত্ৰীৰ উদ্বোধনী ভাষণৰ উদ্ধৃতি
4332	[[0.90398]]	It is important for us to know the answers to these questions.	আমাৰ বাবে এই প্ৰশ্নসমূহৰ উত্তৰ জনাটো অতি আৱশ্যক ।	0.90398	True	True	এই প্ৰশ্নসমূহৰ উত্তৰ জানিব মোৰ বাবে গুৰুত্বপূৰ্ণ।	এই প্ৰশ্নবোৰৰ উত্তৰ আমাৰ বাবে জনাটো জৰুৰী।	এই প্ৰশ্নসমূহৰ উত্তৰসমূহ আমাৰ জানিবলৈ প্ৰয়োজনীয়।
4555	[[0.90084004]]	"""""""Mouse button to activate the """"""""Forward"""""""" command in browser window"""""""	"""""""ব্ৰাউজাৰ উইন্ডোত """"""""আগলৈ"""""""" কমান্ড সক্ৰিয় কৰাৰ বাবে মাউছ বুটাম"""""""	0.90084004	True	True	"ইয়াত ব্ৰাউজাৰ উইণ্ডোত """"""""ফৰৱাৰ্ড"""""""" কমান্ড সক্ৰিয় কৰিবলৈ মাউচ বুটাম।"	"ব্ৰাউজাৰ উইণ্ডোৰ """"""""ফৰৱাৰ্ড"""""""" নিৰ্দেশনা সক্ৰিয় কৰিবলৈ মাউচ বুটাম।"	"""ব্ৰাউজাৰ উইন্ডোত """"ফৰৱাৰ্ড"""" আদেশ সক্ৰিয় কৰিবলৈ মাউচ বাটন"""
4591	[[0.91584]]	It is suspected that due to food poisoning, the vultures died.	সন্দেহ কৰা মতে খাদ্যত হোৱা বিষক্ৰিয়াৰ বাবে হাতীজনীৰ মৃত্যু হৈছে।	0.91584	True	True	খাদ্য বিষাক্ততাৰ কাৰণে আগালোৱা মুৰাগবাহকসকল মাৰিছে বিচাৰা হয়।	খাদ্য বিষাক্ৰিয়াৰ ফলত গৃধ্ৰবোৰৰ মৃত্যু হৈছিল বুলি সন্দেহ কৰা হৈছে।	আহাৰ বিষক্ৰিয়াৰ বাবে গৰুড়ে মৃত্যু হোৱা সন্দেহ কৰা হৈছে।
4763	[[0.90825224]]	Our capacities and needs in the fields of vocational, technical and professional education complement each other, and can benefit both our people.	বৃত্তিমুলক, কাৰিকৰী আৰু প্রযুক্তিগত তথা পেশাদাৰিত্বমূলক শিক্ষাৰ ক্ষেত্ৰত আমাৰ চাহিদা আৰু ক্ষমতা পৰস্পৰৰ পৰিপূৰক আৰু সেইটোৰ পৰা দয়ো দেশৰ জনসাধাৰণেই লাভবান হ’ব পাৰিব।	0.90825224	True	True	আমাৰ ক্ষমতা আৰু আৱশ্যকতা পেশাগত, প্রযুক্তিগত আৰু পেশাৰ শিক্ষাৰ ক্ষেত্ৰত এটা এটাকৈ সম্পূৰক, আৰু আমাৰ জনতালৈ উপকাৰ কৰিব পাৰে।	আমাৰ বৃত্তিগত, প্ৰযুক্তিগত আৰু বৃত্তিসন্মত শিক্ষাৰ ক্ষেত্ৰত সক্ষমতা আৰু প্ৰয়োজনসমূহ পৰস্পৰক পৰিপূৰক, আৰু ই আমাৰ উভয়ৰ লোকৰ বাবে লাভদায়ক হ'ব পাৰে।	আমাৰ ব্যৱসায়িক, কাৰিকৰী আৰু পেচাগত শিক্ষাৰ ক্ষেত্ৰত আমাৰ সামৰ্থ্য আৰু প্ৰয়োজনসমূহ পৰস্পৰ পূৰক হয়, আৰু আমাৰ লোকসকলৰ উভয়কে লাভ কৰিব পাৰে।
4777	[[0.9395727]]	Unable to get the '%s' key inside the dictionary source definition: %s	অভিধান উৎসেৰ সংজ্ঞাত '%s' চাবি প্ৰাপ্ত কৰিবলৈ ব্যৰ্থ: %s	0.9395727	True	True	ডিকশনেৰীৰ উৎস সংজ্ঞাত '%s' কী অধিগ্ৰহণ কৰিব পৰা নাই: %s	ডিক্‌শ্য্‌নাৰী উৎস সংজ্ঞাটোত '%s' চাবিটো লাভ কৰিবলৈ অসমর্থ: %s	ডিক্শনারি সোর্স সংজ্ঞাৰ ভিতৰত '%s' কি পাব নোৱাৰি: %s
