idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_f1_score	gpt_4o_f1_score	ollama_f1_score
810	[[0.925492]]	Indian pair of Sania Mirza and Rohan Bopanna reached the Mixed doubles semi-final.	ಮಿಶ್ರ ಡಬಲ್ಸ್ ವಿಭಾಗದಲ್ಲಿ ಭಾರತದ ಸಾನಿಯ ಮಿರ್ಜಾ ಹಾಗೂ ರೋಹನ್ ಬೋಪಣ್ಣ ಜೋಡಿ ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ ತಲುಪಿದೆ.	0.925492	True	True	ಭಾರತೀಯ ಜೋಡಿ ಸಾನಿಯಾ ಮಿರ್ಜಾ ಮತ್ತು ರೋಹನ್ ಬೊಪನಾ ಮಿಶ್ರ ಜೊಡಿ ಸೆಮಿ-ಫೈನಲ್ ತಲುಪಿತು.	ಭಾರತದ ಜೋಡಿ ಸಾನಿಯಾ ಮಿರ್ಜಾ ಮತ್ತು ರೋಹನ್ ಬೋಪಣ್ಣ ಮಿಶ್ರ ಡಬಲ್ಸ್ ಸೆಮಿಫೈನಲ್‌ಗೆ ತಲುಪಿದರು.	ಸಾನಿಯಾ ಮಿರ್ಜಾ ಮತ್ತು ರೋಹನ್ ಬೋಪಣ್ಣ ಅವರ ಭಾರತೀಯ ಜೋಡಿ ಮಿಶ್ರ ಡಬಲ್ಸ್ ಸೆಮಿಫೈನಲ್‍ಗೆ ತಲುಪಿತು.	0.8414	0.8748	0.8758
1094	[[0.9340658]]	These include Indian masala chai and British tea blends.	ಭಾರತದ ಮಸಾಲಾ ಚಾಯ್‌, ಮತ್ತು ಬ್ರಿಟಿಷ್‌ ಚಹಾದ ಹದವಾದ ಮಿಶ್ರಣಗಳು ಇವುಗಳಲ್ಲಿ ಸೇರಿವೆ.	0.9340658	True	True	ಇವುಗಳಲ್ಲಿ ಭಾರತೀಯ ಮಸಾಲಾ ಚಾಯ್ ಮತ್ತು ಬ್ರಿಟಿಷ್ ಟೀ ಬ್ಲೆಂಡ್ ಇವೆ.	ಇವುಗಳಲ್ಲಿ ಭಾರತೀಯ ಮಸಾಲಾ ಚಹಾ ಮತ್ತು ಬ್ರಿಟಿಷ್ ಚಹಾ ಮಿಶ್ರಣೆಗಳನ್ನು ಒಳಗೊಂಡಿವೆ.	ಇವುಗಳಲ್ಲಿ ಭಾರತೀಯ ಮಸಾಲಾ ಚಾಯಿ ಮತ್ತು ಬ್ರಿಟಿಷ್ ಟೀ ಮಿಶ್ರಣಗಳು ಸೇರಿವೆ.	0.8343	0.8499	0.8982
1196	[[0.9104315]]	The country's richest candidate Ramesh Kumar Sharma, who fought as an independent from Patliputra parliamentary seat in Bihar, lost his deposit as he secured only 1,556 votes.	ಬಿಹಾರದ ಪಾಟಲಿಪುತ್ರದಿಂದ ಸ್ವತಂತ್ರ ಅಭ್ಯರ್ಥಿಯಾಗಿ ಸ್ಪರ್ಧಿಸಿರುವ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ ಕೇವಲ 1,556 ಮತಗಳನ್ನು ಪಡೆಯುವ ಮೂಲಕ ಠೇವಣಿ ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.	0.9104315	True	True	ದೇಶದ ಸಮೃದ್ಧತಮ ಉಮೇದಾರ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ, ಬಿಹಾರದ ಪಟ್ಲಿಪುತ್ರ ಲೋಕಸಭಾ ಸ್ಥಾನದಿಂದ ಸ್ವತಂತ್ರವಾಗಿ ಹೋರಾಡಿದವರು, ಆತನ ಮಾತ್ರ ಮಾತ್ರ 1,556 ವೋಟ್ಗಳನ್ನು ಗಳಿಸಿದಾಗ ತನ್ನ ಡಿಪಾಸಿಟ್ ಕಳೆದುಕೊಂಡನು.	ದೇಶದ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಾಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ, ಬಿಹಾರದ ಪಾಟ್ಲಿಪುತ್ರ ಸಂಸತ್ತಿನ ಸ್ಥಾನದಿಂದ ಸ್ವತಂತ್ರನಾಗಿ ಸ್ಪರ್ಧಿಸಿದ್ದ ಅವರು ಕೇವಲ 1,556 ಮತಗಳನ್ನು ಪಡೆಯುವ ಮೂಲಕ ಠೇವಣಿ ಕಳೆದುಕೊಂಡಿದ್ದಾರೆ.	ಬಿಹಾರದ ಪಟೇಲಿಪುತ್ರ ಲೋಕಸಭಾ ಕ್ಷೇತ್ರದಿಂದ ಸ್ವತಂತ್ರ ಅಭ್ಯರ್ಥಿಯಾಗಿ ಸ್ಪರ್ಧಿಸಿದ ದೇಶದ ಶ್ರೀಮಂತ ಅಭ್ಯರ್ಥಿ ರಮೇಶ್ ಕುಮಾರ್ ಶರ್ಮಾ, ಅವರು ಕೇವಲ ೧೫೫೬ ಮತಗಳನ್ನು ಪಡೆದು ತನ್ನ ಜಾಮೀನು ಕಳೆದುಕೊಂಡರು.	0.7906	0.9024	0.8923
1247	[[0.90232503]]	How many we infect: The average number of new infections caused by a typical infectious person, that is human transmissibility range (R0) is between 2to 3.1	ನಾವು ಎಷ್ಟು ಜನ ಸೋಂಕಿತರಾಗಬಹುದು: ಸಾಂಕ್ರಾಮಿಕ ವ್ಯಕ್ತಿಯಿಂದ ಉಂಟಾಗುವ ಹೊಸ ಸೋಂಕುಗಳ ಸರಾಸರಿ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಪ್ರಸರಣ ಶ್ರೇಣಿ (ಆರ್0) 2 ರಿಂದ 3 ರ ನಡುವೆ ಇರುತ್ತದೆ.	0.90232503	True	True	ನಾವು ಎಷ್ಟು ಪ್ರಭಾವಿತರಾಗಿದ್ದೇವೆ: ಒಂದು ಸಾಮಾನ್ಯ ಸೋಂಕಿನಿಂದ ಹೊರಬಂದ ಹೊಸ ಸೋಂಕುಗಳ ಸಾಧಾರಣ ಸಂಖ್ಯೆ, ಅದು ಮಾನವ ಸಂವಾದದ ಶ್ರೇಣಿ (R0) ಇರುವುದು 2 ಮತ್ತು 3.1 ನಡುವೆ.	ಈ ವಾಕ್ಯವನ್ನು ಕನ್ನಡಕ್ಕೆ ಅನುವಾದಿಸಲಾಗಿದೆ: ನಾವು ಎಷ್ಟು ಜನರಿಗೆ ಸೋಂಕು ತಗುಯಿಸುತ್ತೇವೆ: ಸಾಮಾನ್ಯವಾಗಿ ಸೋಂಕಿತ ವ್ಯಕ್ತಿಯಿಂದ ಉಂಟಾಗುವ ಸರಾಸರಿ ಹೊಸ ಸೋಂಕುಗಳ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಪ್ರಸರಣ ಶ್ರೇಣಿ (R0) 2 ರಿಂದ 3.1 ಮಧ್ಯೆ ಇರುತ್ತದೆ.	ನಾವು ಎಷ್ಟು ಜನರನ್ನು ಸೋಂಕು ಹರಡುತ್ತೇವೆ: ಸಾಮಾನ್ಯ ಸೋಂಕು ಹೊಂದಿರುವ ವ್ಯಕ್ತಿಯು ಉಂಟುಮಾಡುವ ಹೊಸ ಸೋಂಕುಗಳ ಸಂಖ್ಯೆ, ಅಂದರೆ ಮಾನವ ಸಾಂಕ್ರಾಮ್ಯ ವ್ಯಾಪ್ತಿ (R0) ಸುಮಾರು 2 ರಿಂದ 3.1 ರವರೆಗೆ ಇದೆ.	0.8192	0.8705	0.8588
1388	[[0.9131906]]	Cabinet approves establishment of new All India Institutes of Medical Sciences at Gorakhpur	ಗೋರಖ್ಪುರದಲ್ಲಿ ನೂತನ ಅಖಿಲ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆ ಸ್ಥಾಪನೆಗೆ ಸಚಿವ ಸಂಪುಟದ ಅನುಮೋದನೆ	0.9131906	True	True	ಮಂತ್ರಿ ಮಂಡಳಿ ಗೋರಖಪುರದಲ್ಲಿ ಹೊಸ ಅಖಿಲ ಭಾರತೀಯ ಆಯುರ್ವೇದ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆಗಳ ಸ್ಥಾಪನೆಯನ್ನು ಅನುಮೋದನೆ ಮಾಡುತ್ತದೆ.	ಕ್ಯಾಬಿನೆಟ್ ಗೋರಖ್‌ಪುರದಲ್ಲಿ ಹೊಸ ಅಖಿಲ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆಗಳ ಸ್ಥಾಪನೆಗೆ ಅನುಮೋದನೆ ನೀಡಿದೆ.	ಗೋರಖ್ಪುರದಲ್ಲಿ ಹೊಸ ಎಲ್ಲಾ ಭಾರತ ವೈದ್ಯಕೀಯ ವಿಜ್ಞಾನ ಸಂಸ್ಥೆಗಳ ಸ್ಥಾಪನೆಗೆ ಕ್ಯಾಬಿನೆಟ್ ಅನುಮೋದನೆ ನೀಡಿದೆ.	0.8191	0.8583	0.8383
1439	[[0.9393764]]	Kings XI Punjab: KL Rahul, Mayank Agarwal, Yuvraj Singh, Karun Nair, David Miller, Marcus Stoinis, Axar Patel, Ravichandran Ashwin (captain), AJ Tye, Mohit Sharma, Mujeeb ur Rahman.	ಕಿಂಗ್ಸ್ ಎಲೆವನ್ ಪಂಜಾಬ್ : ಕೆಎಲ್ ರಾಹುಲ್(ವಿಕೆಟ್ ಕೀಪರ್), ಮಯಾಂಕ್ ಅಗರವಾಲ್, ಕರುಣ್ ನಾಯರ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಸ್ಟೋಯಿನಿಸ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಆರ್ ಅಶ್ವಿನ್(ನಾಯಕ), ಆಂಡ್ರ್ಯೂ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮ, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್.	0.9393764	True	True	ಕಿಂಗ್ಸ್ ಐ ಪಂಜಾಬ್: ಕೆ.ಎಲ್ ರಾಹುಲ್, ಮಯಂಕ್ ಅಗರ್ವಾಲ್, ಯುವ್ರಾಜ್ ಸಿಂಗ್, ಕರುಣ್ ನಾಯರ್, ಡೇವಿಡ್ ಮಿಲರ್, ಮಾರ್ಕಸ್ ಸ್ಟೋಯ್ನಿಸ್, ಅಕ್ಸರ್ ಪಟೆಲ್, ರವಿಚಂದ್ರನ್ ಅಶ್ವಿನ್ (ಕೆಪ್ಟನ್), ಎಜೆ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮಾ, ಮುಜೀಬ್ ಉರ್ ರಹ್ಮಾನ್.	ಕಿಂಗ್ಸ್ ಇಲೆವೆನ್ ಪಂಜಾಬ್: ಕೆಎಲ್ ರಾಹುಲ್, ಮಯಾಂಕ್ ಅಗರ್ವಾಲ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಕರಣ್ ನಾಯರ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಮಾರ್ಕಸ್ ಸ್ಟೊಯ್ನಿಸ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ರವಿಚಂದ್ರನ್ ಅಶ್ವಿನ್ (ನಾಯಕ), ಎಜೆ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮಾ, ಮುಜೀಬ್ ಉರ್ ರಹ್ಮಾನ್.	ಕಿಂಗ್ಸ್ XI ಪಂಜಾಬ್: ಕೆಎಲ್ ರಾಹುಲ್, ಮಯಾಂಕ್ ಅಗರ್ವಾಲ್, ಯುವರಾಜ್ ಸಿಂಗ್, ಕರುಣ್ ನಾಯರ್, ಡೇವಿಡ್ ಮಿಲ್ಲರ್, ಮಾರ್ಕಸ್ ಸ್ಟೋಯಿನಿಸ್, ಅಕ್ಸರ್ ಪಟೇಲ್, ರವಿಚಂದ್ರನ್ ಆಶ್ವಿನ್ (ನಾಯಕ), ಎಜೆ ಟೈ, ಮೋಹಿತ್ ಶರ್ಮಾ, ಮುಜೀಬ್ ಉರ್ ರಹಮಾನ್.	0.9109	0.9414	0.9396
1455	[[0.9110018]]	Pamela Chopra helped them select tunes and instruments to give some of the songs a Punjabi flavour.	ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ಮಾಧುರ್ಯವನ್ನು ನೀಡುವ ಸಲುವಾಗಿ ರಾಗಗಳು ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಪಮೇಲಾ ಚೋಪ್ರಾ ಸಹಾಯ ಮಾಡಿದರು.	0.9110018	True	True	ಪಮೇಲಾ ಚೋಪ್ರಾ ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ರುಚಿಯನ್ನು ನೀಡಲು ಧ್ವನಿಗಳನ್ನು ಮತ್ತು ಉಪಕರಣಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಿದರು.	ಪಮೇಲಾ ಚೋಪ್ರಾ ಅವರಿಗೆ ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ರುಚಿಯನ್ನು ನೀಡಲು ಧುನಗಳು ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಸಹಾಯ ಮಾಡಿದರು.	ಪಮೇಲಾ ಚೋಪ್ರಾ ಅವರು ಕೆಲವು ಹಾಡುಗಳಿಗೆ ಪಂಜಾಬಿ ರುಚಿಯನ್ನು ನೀಡಲು ಸಂಗೀತ ಮತ್ತು ವಾದ್ಯಗಳನ್ನು ಆಯ್ಕೆ ಮಾಡಲು ಸಹಾಯ ಮಾಡಿದರು.	0.8740	0.9014	0.8984
1696	[[0.91864085]]	While in jail, Ajay makes friends with some other hardcore convicts, who are good at heart.	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಹೃದಯದಿಂದ ಒಳ್ಳೆಯವರಾಗಿರುವ ಕೆಲವು ಇತರ ಉಗ್ರ ಅಪರಾಧಿಗಳ ಸ್ನೇಹಬೆಳೆಸುತ್ತಾನೆ.	0.91864085	True	True	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಹೃದಯದಲ್ಲಿ ಒಳ್ಳೆಯವರಾದ ಕೆಲವು ಹಾರ್ಡ್ಕೋರ್ ದೋಷಿಗಳೊಂದಿಗೆ ಸ್ನೇಹಿತರಾಗುತ್ತಾನೆ.	ಜೈಲಿನಲ್ಲಿ ಇದ್ದಾಗ, ಅಜಯ್ ಹೃದಯದಿಂದ ಒಳ್ಳೆಯವರಾದ ಇತರ ಕೆಲವು ಕಠಿಣ ಅಪರಾಧಿಗಳ ಜೊತೆ ಸ್ನೇಹ ಮಾಡುತ್ತಾನೆ.	ಜೈಲಿನಲ್ಲಿರುವಾಗ, ಅಜಯ್ ಇತರ ಕಠಿಣ ಸೆರೆಯಾಳುಗಳೊಂದಿಗೆ ಸ್ನೇಹ ಬೆಳೆಸುತ್ತಾನೆ, ಅವರು ಹೃದಯದಲ್ಲಿ ಒಳ್ಳೆಯವರು.	0.8804	0.9280	0.8716
1705	[[0.9542007]]	The engine puts out 107 ps of power and 140 Nm of torque.	ಈ ಎಂಜಿನ್ 107 ಬಿ‍‍ಹೆಚ್‍‍ಪಿ ಪವರ್ ಹಾಗೂ 140 ಎನ್‍ಎಂ ಟಾರ್ಕ್ ಉತ್ಪಾದಿಸುತ್ತದೆ.	0.9542007	True	True	ಈ ಎಂಜಿನ್ 107 ಪಿಎಸ್ ಶಕ್ತಿ ಮತ್ತು 140 ಎನ್‌ಎಮ್ ಟಾರ್ಕ್ ಹೊಂದಿದೆ.	ಎಂಜಿನ್ 107 ಪಿಎಸ್ ಶಕ್ತಿ ಮತ್ತು 140 ಎನ್‌ಎಂ ಟಾರ್ಕ್ ಉತ್ಪಾದಿಸುತ್ತದೆ.	ಎಂಜಿನ್ 107 ಪಿಎಸ್ ಪಾವರ್ ಮತ್ತು 140 ಎನ್ಎಂ ಟಾರ್ಕ್ ಅನ್ನು ಉತ್ಪಾದಿಸುತ್ತದೆ.	0.8768	0.9004	0.9056
1712	[[0.9119242]]	Early in July 1974, I was in Nicosia when a coup to depose President Makarios took place, and I saw his palace go up in flames.	ಜುಲೈ 1974ರ ಆದಿ ಭಾಗದಲ್ಲಿ, ರಾಷ್ಟ್ರಾಧ್ಯಕ್ಷ ಮಾಕಾರಿಯೊಸ್‍ನನ್ನು ಪದಚ್ಯುತಮಾಡಲಿಕ್ಕಾಗಿ ನಡೆದ ಕ್ಷಿಪ್ರ ಕ್ರಾಂತಿಯ ಸಮಯದಲ್ಲಿ ನಾನು ನಿಕೊಸಿಯದಲ್ಲೇ ಇದ್ದೆ, ಮತ್ತು ಅವನ ಅರಮನೆಯು ಬೆಂಕಿಗೆ ಆಹುತಿಯಾಗುವುದನ್ನು ಕಣ್ಣಾರೆ ಕಂಡೆ.	0.9119242	True	True	ಜುಲೈ 1974 ರಲ್ಲಿ ಮೊದಲನೆಯೇ ಹೊರಟು ನಾನು ನಿಕೊಸಿಯಾದಲ್ಲಿ ಇದ್ದಾಗ, ರಾಷ್ಟ್ರಪತಿ ಮಕಾರಿಯೋಸ್‌ನನ್ನು ತೊಳೆಯುವ ಯಾತನೆಯ ಕೂಡ್ಪಟವಾಯಿತು, ಮತ್ತು ಅವರ ಅರಮನೆ ಉರಿಯುವುದನ್ನು ನಾನು ನೋಡಿದ್ದೆ.	1974ರ ಜುಲೈ ತಿಂಗಳ ಆರಂಭದಲ್ಲಿ, ನಾನು ನಿಕೋಸಿಯಾದಲ್ಲಿ ಇದ್ದಾಗ, ಅಧ್ಯಕ್ಷ ಮಕಾರಿಯೊಸ್ ಅವರನ್ನು ಅಧಿಕಾರದಿಂದ ಕೆಳಗಿಳಿಸಲು ತಿರುಗೇಟು ನಡೆಯಿತು, ಮತ್ತು ನಾನು ಅವರ ಅರಮನೆ ಬೆಂಕಿಗೆ ಆಹುತಿಯಾದುದನ್ನು ನೋಡಿದೆ.	ಜುಲೈ 1974ರ ಆರಂಭದಲ್ಲಿ, ನಿಕೋಸಿಯಾದಲ್ಲಿ ಇದ್ದೆ, ಅಧ್ಯಕ್ಷ ಮಕಾರಿಯೋಸ್ ಅನ್ನು ಪದಚ್ಯುತಗೊಳಿಸಲು ಒಂದು ಕೂಡಲೆ ನಡೆಯಿತು, ಮತ್ತು ಅವನ ಅರಮನೆ ಬೆಂಕಿಯಲ್ಲಿ ಸುಟ್ಟುಹೋಯಿತು.	0.8010	0.8244	0.8230
1895	[[0.921935]]	It creates an atmosphere of hate against dissenters and an atmosphere of sympathy for politicians like Modi.	ಭಿನ್ನಭಿಪ್ರಾಯವನ್ನು ವ್ಯಕ್ತಪಡಿಸುವವರ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಹಾಗೂ ಮೋದಿಯವರಂತಹ ರಾಜಕಾರಣಿಗಳ ಬಗ್ಗೆ ಅನುಕಂಪದ ವಾತಾವರಣವನ್ನು ಈ ಮೂಲಕ ಸೃಷ್ಟಿಸಲಾಗುತ್ತದೆ.	0.921935	True	True	ಇದು ವಿಭಿನ್ನತಾವಾದಿಗಳ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಮತ್ತು ಮೋದಿ ಹಾಗೂ ಪಾಲಕರಿಗೆ ಸಹಾನುಭೂತಿಯ ವಾತಾವರಣವನ್ನು ರಚಿಸುತ್ತದೆ.	ಇದು ವಿಭಿನ್ನ ಅಭಿಪ್ರಾಯ ಹೊಂದಿದವರ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣವನ್ನು ಮತ್ತು ಮೋದಿ ಮುಂತಾದ ರಾಜಕಾರಣಿಗಳಿಗಾಗಿ ಸಹಾನುಭೂತಿಯ ವಾತಾವರಣವನ್ನು ಸೃಷ್ಟಿಸುತ್ತದೆ.	ಮೋದಿಯಂತಹ ರಾಜಕಾರಣಿಗಳಿಗೆ ಸಹಾನುಭೂತಿಯ ವಾತಾವರಣ ಹಾಗೂ ವಿರೋಧಿಗಳ ವಿರುದ್ಧ ದ್ವೇಷದ ವಾತಾವರಣ ಸೃಷ್ಟಿಸುತ್ತದೆ.	0.8175	0.8784	0.8177
2022	[[0.9019324]]	Students raised slogans against the government.	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರಕಾರದ ವಿದ್ಯಾರ್ಥಿ ವಿರೋಧಿ ನಡೆಗೆ ಘೋಷಣೆ ಕೂಗಿ ಆಕ್ರೋಶ ವ್ಯಕ್ತಪಡಿಸಿದರು.	0.9019324	False	True	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರ್ಕಾರದ ವಿರುದ್ಧ ಧ್ವನಿಯನ್ನು ಎತ್ತಿದ್ದಾರೆ.	ವಿದ್ಯಾರ್ಥಿಗಳು ಸರ್ಕಾರದ ವಿರುದ್ಧ ಘೋಷಣೆಗಳನ್ನು ಕೂಗಿದರು.	ಸರ್ಕಾರದ ವಿರುದ್ಧ ವಿದ್ಯಾರ್ಥಿಗಳು ಘೋಷಣೆಗಳನ್ನು ಎತ್ತಿದರು.	0.7888	0.8434	0.8328
2108	[[0.9323634]]	( Read Hebrews 6: 13 - 18. Gal.	( ಇಬ್ರಿಯ 6: ​ 13 - 18 ಓದಿ. ಗಲಾ.	0.9323634	False	True	ಇದನ್ನು ಕನ್ನಡಕ್ಕೆ ಭಾಷಾಂತರಿಸಿ: (ಹೆಬ್ರೂಗಳಾಂತ 6: 13 - 18. ಗಲ.	ಹೀಬ್ರೂಗಳು 6: 13 - 18 ಅನ್ನು ಓದಿ. Gal.	ಹೀಬ್ರೂಗಳಿಗೆ 6: 13-18 ಮತ್ತು ಗಲತೀಯರಿಗೆ.	0.7993	0.8217	0.7839
2139	[[0.9030861]]	Abu Dhabi, the UAE capital, has a sovereign wealth fund of about USD 800 billion.	ಯುಎಇ ರಾಜಧಾನಿಯಾದ ಅಬುದಾಭಿ ಸುಮಾರು 800 ಶತಕೋಟಿ ಡಾಲರ್ ವೌಲ್ಯದ ಸಂಪತ್ತನ್ನು ಹೊಂದಿದೆ.	0.9030861	True	True	ಯುಎಇ ರಾಜಧಾನಿ ಅಬು ಧಾಬಿಯಲ್ಲಿ ಸಂಪ್ರದಾಯಿಕ ಧನಸಂಸ್ಥೆ ಇಲ್ಲಿದೆ, ಸುಮಾರು 800 ಬಿಲಿಯನ್ ಅಮೆರಿಕದ ಡಾಲರ್ಗಳು.	ಅಬು ಧಾಬಿ, ಯುಎಇ ರಾಜಧಾನಿ, ಸುಮಾರು 800 ಬಿಲಿಯನ್ ಅಮೇರಿಕನ್ ಡಾಲರ್ ಮೊತ್ತದ ಸ್ವಾಯತ್ತ ಸಂಪತ್ತು ನಿಧಿಯನ್ನು ಹೊಂದಿದೆ.	ಅಬು ಧಾಬಿ, ಯುಎಇ ರಾಜಧಾನಿ, ಸುಮಾರು ಯುಎಸ್‌ಡಿ 800 ಬಿಲಿಯನ್ ಸಾರ್ವಭೌಮ ಸಂಪತ್ತಿನ ನಿಧಿಯನ್ನು ಹೊಂದಿದೆ.	0.7991	0.8472	0.8377
2188	[[0.91663295]]	India Red: Parthiv Patel (Captain & wk), Shikhar Dhawan, Manish Pandey, Mayank Agarwal, Kedar Jadhav, Ishank Jaggi, Gurkeerat Mann, Axar Patel, Akshay Karnewar, Ashok Dinda, Kulwant Khejroliya, Dhawal Kulkarni, Govinda Poddar	ಇಂಡಿಯಾ ರೆಡ್‌ ತಂಡ: ಪಾರ್ಥಿವ್‌ ಪಟೇಲ್‌ (ನಾಯಕ), ಶಿಖರ್‌ ಧವನ್‌, ಮನೀಷ್‌ ಪಾಂಡೆ, ಮಾಯಾಂಕ್‌ ಅಗರ್ವಾಲ್‌, ಕೇದಾರ್‌ ಜಾಧವ್‌, ಇಶಾಂಕ್‌ ಜಗ್ಗಿ, ಗುರುಕೀರತ್‌ ಮಾನ್‌, ಅಕ್ಷರ್‌ ಪಟೇಲ್‌, ಅಕ್ಷಯ್‌ ಕರ್ಣೆವಾರ್‌, ಅಶೋಕ್‌ ದಿಂಡ, ಕುಲವಂತ್‌ ಖೆಜೊಲಿಯ, ಧವಳ್‌ ಕುಲಕರ್ಣಿ, ಗೋವಿಂದ ಪೋದ್ದರ್‌.	0.91663295	True	True	ಭಾರತ ರೆಡ್: ಪಾರ್ಥಿವ್ ಪಟೇಲ್ (ಕ್ಯಾಪ್ಟನ್ & ವಿಕೆ), ಶಿಖರ್ ಧವನ್, ಮಣಿಷ್ ಪಾಂಡೇ, ಮಯಂಕ್ ಅಗರ್ವಾಲ್, ಕೇದಾರ್ ಜಾಧವ್, ಈಶಾಂಕ್ ಜಗ್ಗಿ, ಗುರ್ಕೀರತ್ ಮಣ್ಣ್, ಅಕ್ಸರ್ ಪಟೇಲ್, ಅಕ್ಷಯ್ ಕರ್ಣೇವರ್, ಅಶೋಕ್ ದಿಂಡ, ಕುಲ್ವಂತ್ ಖೇಜ್ರೊಲಿಯಾ, ಧವಲ್ ಕುಲ್ಕರ್ಣಿ, ಗೋವಿಂದ ಪೊದ್ದಾರ್	ಭಾರತ ರೆಡ್: ಪಾರ್ಥಿವ್ ಪಟೇಲ್ (ನಾಯಕ ಮತ್ತು ವಿಕೆಟ್ ಕೀಪರ್), ಶಿಖರ್ ಧವನ್, ಮನೀಶ್ ಪಾಂಡೆ, ಮಯಾಂಕ್ ಅಗರವಾಲ್, ಕೆದರ್ ಜಾಧವ್, ಇಶಾಂಕ್ ಜಗ್ಗಿ, ಗುರ್ಕೀರತ್ ಮನ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಅಕ್ಷಯ್ ಕಾರ್ನೇವಾರ್, ಅಶೋಕ್ ದಿಂಡಾ, ಕುಲ್ವಂತ್ ಖೇಜ್ರೋಲಿಯಾ, ಧವಲ್ ಕುಲಕರ್ಣಿ, ಗೋವಿಂದ ಪಡ್ಡಾರ್.	ಇಂಡಿಯಾ ರೆಡ್: ಪಾರ್ಥಿವ್ ಪಟೇಲ್ (ನಾಯಕ & ವಿಕೆಟ್ ಕೀಪರ್), ಶಿಖರ್ ಧವನ್, ಮನೀಷ್ ಪಾಂಡೆ, ಮಯಾಂಕ್ ಅಗರ್ವಾಲ್, ಕೇದಾರ್ ಜಾಧವ್, ಇಶಾನ್ ಜಗ್ಗಿ, ಗುರ್ಕೀರತ್ ಮಾನ್, ಅಕ್ಷರ್ ಪಟೇಲ್, ಅಕ್ಷಯ್ ಕರ್ಣೇವಾರ್, ಅಶೋಕ್ ದಿಂಡಾ, ಕುಲ್ವಂತ್ ಖೇಜ್ರೋಲಿಯಾ, ಧವಲ್ ಕುಲ್ಕರ್ಣಿ, ಗೋವಿಂದ ಪೊಡ್ಡಾರ್	0.9105	0.9341	0.9201
