idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words
1753	[[0.9372356]]	Sorry, that didn't work. Please try again.	ক্ষমা কৰিব, সেয়া কাম নকৰিলে। অনুগ্ৰহ কৰি পুনৰ চেষ্টা কৰক।	0.9372356	False	True
1855	[[0.91449594]]	We plant and water, but God makes it grow	আমি শস্য ৰোৱা আৰু পানী দিয়া কাৰ্য্য কৰোঁ, কিন্তু ঈশ্বৰহে ইয়াক বৃদ্ধি কৰে	0.91449594	True	True
2018	[[0.90956473]]	The chosen sound will be played when a new voice mail is received, if enabled	নিৰ্বাচিত ধ্বনি নতুন ভইচ মেইল আহিলে বজোৱা হ'ব, যদি সক্ৰিয়	0.90956473	True	True
2406	[[0.9174291]]	Allows you to share your desktop so other people can view it or provide remote assistance.	আপোনাৰ ডেস্কটপ অংশীদাৰী কৰাৰ অনুমতি দিয়ে যাতে অন্য মানুহে ইয়াক দৰ্শন কৰিব পাৰে অথবা দূৰৱৰ্তী সহায় প্ৰদান কৰিব পাৰে।	0.9174291	True	True
2408	[[0.90822995]]	The update could not be installed. Please make sure there are no other copies of %S running on your computer, and then restart %S to try again.	আপডেইট ইনস্টল কৰিব পৰা নাযায়। নিশ্চিত কৰক যে আপোনাৰ কমপিউটাৰত %S ৰ কোনো কপি চলি থকা নাই, আৰু তাৰ পিছত পুনঃ চেষ্টা কৰিবলৈ %S পুনাৰম্ভ কৰক।	0.90822995	True	True
3082	[[0.908819]]	The MoU will be signed between Ministry of Water Resources, River Development and Ganga Rejuvenation, Government of India and the Ministry of Interior, Government of Hungary.	ভাৰত চৰকাৰৰ জল সম্পদ, নদী উন্নয়ন আৰু গংগা পুনৰুজ্জীৱিতকৰণ মন্ত্ৰালয় আৰু হাংগেৰীৰ আভ্যন্তৰীণ মন্ত্ৰালয়ৰ মাজত এই বুজাবুজি চুক্তি স্বাক্ষৰিত হ’ব।	0.908819	True	True
3325	[[0.90722334]]	After you computer turns off, switch it back on. Did your open applications re-open?	আপোনাৰ কমপিউটাৰ বন্ধ হোৱাৰ পিছত, ইয়াক পুনৰ আৰম্ভ কৰিব। আপোনাৰ খোলা এপ্লিকেচনসমূহ আকৌ খোলিছিল নেকি?	0.90722334	True	True
3522	[[0.90442836]]	Hitesh Kakati is a retired teacher who lives with his wife Manorama Kakati happily in a small town.	অৱসৰপ্ৰাপ্ত শিক্ষক হিতেশ কাকতিয়ে তেখেতৰ পত্নী মনোৰমা ককতিৰ সৈতে সৰু চহৰ এখনত সুখেৰে বসবাস কৰে।	0.90442836	True	True
3604	[[0.90345395]]	The four historical traditions in geographical research are spatial analyses of natural and the human phenomena, area studies of places and regions, studies of human-land relationships, and the Earth sciences.	ভূগোলৰ গৱেষণাৰ চাৰিটা পৰম্পৰাগত ভাগ হৈছে প্ৰকৃতি আৰু মানৱ পৰিঘটনাৰ বিশ্লেষণ, ভূমি অধ্যয়ন (স্থান), মানুহ-ভূমিৰ সম্পৰ্কৰ অধ্যয়ন, আৰু ভূ বিজ্ঞানৰ গৱেষণা।	0.90345395	True	True
3657	[[0.91498685]]	Selection Process: The selection will be on the basis of interview.	নিৰ্বাচন প্ৰক্ৰিয়া : প্ৰাৰ্থীক সাক্ষাৎকাৰৰ জৰিয়তে নিৰ্বাচন কৰা হ’ব ।	0.91498685	True	True
3909	[[0.90991724]]	We have to remember that, despite all the resources at our disposal, whenever Indian society has been divided, whenever there have been internal conflicts, external enemies have taken advantage.	আমি মনত ৰাখিব লাগিব যে আমাৰ ইমান সম্পদ থকা সত্ত্বেও যেতিয়াই ভাৰতীয় সমাজত বিভাজন দেখা দিছে, যেতিয়াই আমি আভ্যন্তৰীণ সংঘাতত লিপ্ত হৈছো, তেতিয়াই বহিৰাগত শত্রুসকলে তাৰ সুবিধা লৈছে।	0.90991724	True	True
4288	[[0.900953]]	Excerpts of the PM's inaugural address in eleventh Inter-State Council Meeting at New Delhi	নতুন দিল্লীত একাদশ আন্তঃৰাজ্যিক পৰিষদীয় বৈঠকত প্ৰধানমন্ত্ৰীৰ উদ্বোধনী ভাষণৰ বক্তব্য	0.900953	True	True
4332	[[0.90398]]	It is important for us to know the answers to these questions.	আমাৰ বাবে এই প্ৰশ্নসমূহৰ উত্তৰ জনাটো অতি আৱশ্যক ।	0.90398	True	True
4555	[[0.90084004]]	"""Mouse button to activate the """"Forward"""" command in browser window"""	"""ব্ৰাউজাৰ উইন্ডোত """"আগলৈ"""" কমান্ড সক্ৰিয় কৰাৰ বাবে মাউছ বুটাম"""	0.90084004	True	True
4591	[[0.91584]]	It is suspected that due to food poisoning, the vultures died.	সন্দেহ কৰা মতে খাদ্যত হোৱা বিষক্ৰিয়াৰ বাবে হাতীজনীৰ মৃত্যু হৈছে।	0.91584	True	True
4763	[[0.90825224]]	Our capacities and needs in the fields of vocational, technical and professional education complement each other, and can benefit both our people.	বৃত্তিমুলক, কাৰিকৰী আৰু প্রযুক্তিগত তথা পেশাদাৰিত্বমূলক শিক্ষাৰ ক্ষেত্ৰত আমাৰ চাহিদা আৰু ক্ষমতা পৰস্পৰৰ পৰিপূৰক আৰু সেইটোৰ পৰা দয়ো দেশৰ জনসাধাৰণেই লাভবান হ’ব পাৰিব।	0.90825224	True	True
4777	[[0.9395727]]	Unable to get the '%s' key inside the dictionary source definition: %s	অভিধান উৎসেৰ সংজ্ঞাত '%s' চাবি প্ৰাপ্ত কৰিবলৈ ব্যৰ্থ: %s	0.9395727	True	True
5546	[[0.9101193]]	Color target files are needed to convert the image to a color profile.	ছবিটোক এটা ৰঙৰ আলেখ্যলে পৰিবৰ্তন কৰিবলে ৰঙৰ লক্ষ্য ফাইলসমূহৰ প্ৰয়োজন।	0.9101193	True	True
5686	[[0.9103563]]	Following the war, researchers became interested in a variety of social problems, including issues of gender and racial prejudice.	যুদ্ধৰ পিছত, গৱেষকসকলে বিভিন্ন সামাজিক সমস্যাৰ প্ৰতি আগ্ৰহী হ'ব ধৰিলে, যাৰ ভিতৰত আছে লিঙ্গ আৰু জাতিগত বৈষম্যৰ বিষয়।	0.9103563	True	True
5881	[[0.95043457]]	The actual cause of the fire is still not known.	বৰ্তমানেও জানিব পৰা হোৱা নাই অগ্নিকাণ্ডৰ প্ৰকৃত কাৰণ ৷	0.95043457	True	True
5938	[[0.90463233]]	You can rename the file by changing this field. You can also rename a file outside the properties window. See .	আপুনি এই ফিল্ড পৰিবৰ্তন কৰি ফাইলক পুনৰ নামকৰণ কৰিব পাৰিব। আপুনি এটা ফাইলক বৈশিষ্ট্যসমূহ উইন্ডোৰ বাহিৰতো পুনৰ নামকৰণ কৰিব পাৰিব। চাওক।	0.90463233	True	True
6007	[[0.929319]]	No data was received (please try again)	কোনো তথ্য পোৱা নগল (অনুগ্ৰহ কৰি আকৌ চেষ্টা কৰক)	0.929319	False	True
6022	[[0.9070435]]	"""Select the search option """"Show hidden files and folders"""""""	"""অনুসন্ধান কৰ্মৰ """"আড়াল কৰা নথিপত্ৰ আৰু ফোল্ডাৰ প্ৰদৰ্শন কৰা হ'ব"""" বিকল্প নিৰ্বাচন কৰক"""	0.9070435	True	True
6283	[[0.9188322]]	Unable to get the '%s' key inside the dictionary source definition file: %s	অভিধান উৎসেৰ সংজ্ঞাৰ নথিপত্ৰত '%s' চাবি প্ৰাপ্ত কৰিবলৈ ব্যৰ্থ: %s	0.9188322	True	True
6350	[[0.9145678]]	The cause of the fire has not yet been known.	কি কাৰণত এই অগ্নিকাণ্ড সংঘটিত হ’ল সেয়া এই পৰ্যন্ত জানিব পৰা হোৱা নাই।	0.9145678	True	True
6828	[[0.93551934]]	He had no opportunity to get formal training.	তেওঁ কোনো আনুষ্ঠানিক শিক্ষা লাভ কৰাৰ সুযোগ পোৱা নাছিল।	0.93551934	False	True
6881	[[0.91115254]]	This computer has only %s disk space remaining.	এই কম্পিউটাৰত অকল %s স্থান ডিস্কত অৱশিষ্ট আছে ।	0.91115254	False	True
6923	[[0.9091602]]	Subjects such as Governance, Corruption, Public Enterprises, Government e-Marketplace, Health, Education, Skill Development, Agriculture, Transportation, National Integration, Water Resources, Swachh Bharat, Culture, Communication, and Tourism came up for discussion during the interactions.	বাৰ্তালাপ সময়ত আলোচিত হোৱা বিষয়সমূহৰ ভিতৰত প্ৰশাসন, দুৰ্নীতি, ৰাজহুৱা প্ৰতিষ্ঠান, চৰকাৰী ই-বজাৰ, স্বাস্থ্য, শিক্ষা, দক্ষতা বিকাশ, কৃষি, পৰিবহণ, ৰাষ্ট্ৰীয় সংহতি, জল সম্পদ, স্বচ্চ ভাৰত, সংস্কৃতি, যোগাযোগ আৰু পৰ্যটন উল্লেখযোগ্য।	0.9091602	True	True
6950	[[0.94032824]]	Connection timed out. Please try again.	সংযোগৰ সময়সীমা উত্তীৰ্ণ হৈছে। অনুগ্ৰহ কৰি পুনঃ চেষ্টা কৰক।	0.94032824	False	True
7203	[[0.9105525]]	Your financial position will get strengthened and you will feel more secure.	আপোনাৰ বিত্তীয় অৱস্থা শক্তিশালী হব আৰু আপুনি অধিক সুৰক্ষিত অনুভৱ কৰিব।	0.9105525	True	True
7269	[[0.9258893]]	It is not known as to how the fire broke out.	অৱশ্যে কিদৰে অগ্নিকাণ্ড সংঘটিত হ’ল সেয়া ভালদৰে জানিব পৰা হোৱা নাই।	0.9258893	True	True
7429	[[0.92121005]]	The driver and conductor of the truck fled from the spot after the accident.	দুৰ্ঘটনা সংঘটিত কৰিয়েই ট্ৰাকখনৰ চালক আৰু পৰিচালকজন ঘটনাস্থলীৰ পৰা পলায়ন কৰে।	0.92121005	True	True
7445	[[0.9090999]]	To add a such as a new phone number or email address, press and select the field that you want to add.	এটা যেনে এটা নতুন ফোন নম্বৰ অথবা ইমেইল ঠিকনা যোগ কৰিবলৈ টিপক আৰু আপুনি যোগ কৰিব খোজা ফিল্ড বাছক।	0.9090999	True	True
7463	[[0.9562539]]	Her mother was the granddaughter of Mahatma Gandhi and the oldest daughter of Manilal Gandhi.	তেওঁৰ মাতৃ মহাত্মা গান্ধীৰ নাতিনী আৰু মণিলাল গান্ধীৰ জ্যেষ্ঠ কন্যা আছিল।	0.9562539	True	True
7618	[[0.9116762]]	He was a dancer, actor, singer, film director, producer and choreographer.	তেখেত আছিল একেধাৰে এগৰাকী চলচ্চিত্ৰ প্ৰযোজক, পৰিচালক, সঙ্গীত পৰিচালক, কণ্ঠশিল্পী, অভিনেতা আৰু চিত্ৰনাট্যকাৰ।	0.9116762	True	True
7660	[[0.9043698]]	Today a farmer can sell his produce online to any market in the country.	আজি কোনো এজন কৃষকে তেওঁৰ উৎপাদিত সামগ্ৰী দেশৰ যিকোনো এখন বজাৰতে বিক্ৰী কৰিব পাৰে।	0.9043698	True	True
7666	[[0.92747533]]	As a member of ICDP, scientists/engineers from India would have right to submit proposals, to participate in all ICDP co-funded workshops and drilling projects and have access to all data results from ICDP projects.	আইচিডিপিৰ সদস্য হিচাপে ভাৰতৰ বৈজ্ঞানিক/অভিযান্ত্ৰিকসকলে আইচিডিপিৰ সকলো বিত্ত সাহায্যপ্ৰাপ্ত কৰ্মশালা আৰু খনন প্ৰকল্পত অংশগ্ৰহণৰ বাবে নিজৰ প্ৰস্তাৱ দাখিল কৰাৰ আধিকাৰ লাভ কৰিব আৰু তেওঁলোকে আইচিডিপি প্ৰকল্পৰ পৰা পাবলগীয়া সকলো তথ্যৰ ফলাফল লাভ কৰিব পাৰিব।	0.92747533	True	True
7737	[[0.90274966]]	Momtaz has performed concerts across Bangladesh, in Britain and in the United States.	মমতাজে সমগ্ৰ বাংলাদেশ, যুক্তৰাজ্য আৰু আমেৰিকা যুক্তৰাষ্ট্ৰত সংগীতানুষ্ঠান প্ৰদৰ্শন কৰিছে।	0.90274966	True	True
7791	[[0.9104676]]	Print on both sides of the paper, or multiple pages per sheet.	পৃষ্ঠাৰ দুয়ো কাষত, অথবা প্ৰতি পাত একাধিক পৃষ্ঠাসমূহ প্ৰিন্ট কৰক।	0.9104676	True	True
8184	[[0.90655845]]	MoC between Ministry of Electronics and Information Technology and Ministry of Economy, Trade & Industry on Japan-India Digital Partnership	জাপান–ভাৰত ডিজিটেল সহযোগিতাৰ ওপৰত বৈদ্যুতিক আৰু তথ্য প্ৰযুক্তি মন্ত্ৰালয় আৰু অৰ্থনীতি, বাণিজ্য তথা উদ্যোগ মন্ত্ৰালয়ৰ মাজত এমঅ’চি	0.90655845	True	True
8306	[[0.9116615]]	The most recent date this add-on was updated (previous information about an uninstalled add-on is not kept).	এই এড-অন আপডেইট কৰা শেহতীয়া তাৰিখ (এটা ইনস্টল নকৰা এড-অনৰ বিষয়ে পূৰ্বৰ তথ্য ৰখা নহয়)।	0.9116615	True	True
8341	[[0.9127737]]	Both our societies share deep rooted historical ties and civilizational linkages.	আমাৰ দুয়োখন সমাজ গভীৰ ঐতিহাসিক সম্পৰ্ক আৰু সভ্যতাগত সংযোগেৰে বান্ধ খাই আছে।	0.9127737	True	True
8388	[[0.9134476]]	A file or folder can be copied or moved to a new location by dragging and dropping with the mouse, using the copy and paste commands, or by using keyboard shortcuts.	এটা ফাইল অথবা ফোল্ডাৰক এটা নতুন অৱস্থানলৈ মাউছ ব্যৱহাৰ কৰি ড্ৰেগ আৰু ড্ৰপ, কপি আৰু পেইস্ট কমান্ড ব্যৱহাৰ কৰি, অথবা কিবৰ্ড চৰ্টকাটসমূহ ব্যৱহাৰ কৰি কপি অথবা স্থানান্তৰ কৰিব পৰা যাব।	0.9134476	True	True
8432	[[0.90208143]]	No organisation has claimed responsibility for the blast yet.	আনহাতে বিস্ফোৰণৰ দায়িত্ব বৰ্তমানলৈকে কোনো সংগঠনে বহন কৰা নাই ।	0.90208143	True	True
8799	[[0.90561867]]	The winners are provided cash prize and certificates.	বঁটা বিজয়ীসকলক পুৰস্কাৰ হিচাপে নগদ ধন আৰু একোখনকৈ প্ৰমাণ পত্ৰ প্ৰদান কৰা হয়।	0.90561867	False	True
8816	[[0.9365788]]	The is the bar at the very bottom of the screen, which shows buttons for all your open windows.	হল পৰ্দাৰ একদম তলত থকা বাৰ, যি আপোনাৰ সকলো খোলা উইন্ডোৰ বাবে বুটামসমূহ দেখুৱায়।	0.9365788	True	True
9533	[[0.90745187]]	Apart from film making he was a sportsman and cultural activist.	চলচ্চিত্ৰ নিৰ্মাণৰ বাহিৰে তেওঁ এগৰাকী খেলুৱৈ আৰু সাংস্কৃতিক কৰ্মী আছিল।	0.90745187	True	True
9706	[[0.902139]]	Judge hearing Delhi violence case transferred	দিল্লীৰ হিংসাত্মক ঘটনাৰ শুনানি গ্ৰহণ কৰা ন্যায়াধীশ এছ মুৰুলীধৰণৰ বদলিকৰণ	0.902139	False	True
9779	[[0.9480883]]	In this incident, two people were killed and three were injured.	এই সমগ্ৰ ঘটনাক্ৰমত দুজন ব্যক্তিৰ মৃত্যু হয় আৰু তিনিজন লোক আহত হয়।	0.9480883	True	True
9854	[[0.9392437]]	No one was reportedly injured in the fire.	অগ্নিকাণ্ডটোত কোনো লোক হতাহত হোৱা নাই বুলি খবৰ আহিছে।	0.9392437	False	True
9971	[[0.90158576]]	English rendering of excerpts of the PM's inaugural address in eleventh Inter-State Council Meeting at New Delhi	নতুন দিল্লীত একাদশ আন্তঃৰাজ্যিক পৰিষদীয় বৈঠকত প্ৰধানমন্ত্ৰীৰ উদ্বোধনী ভাষণৰ উদ্ধৃতিৰ ইংৰাজী সংস্কৰণ	0.90158576	True	True
9975	[[0.91282654]]	What if an online service provider is not listed?	এটা অনলাইন সেৱা যোগানকাৰী তালিকাভুক্ত নাথাকিলে কি কৰা হব?	0.91282654	True	True
9977	[[0.9334378]]	The remote user from '%s' will be disconnected. Are you sure?	'%s'ৰ পৰা সংযুক্ত দূৰবৰ্তী ব্যৱহাৰকাৰীজনক বিচ্ছিন্ন কৰা হ'ব । নিশ্চিত নেকি ?	0.9334378	True	True
10671	[[0.90174294]]	Washington, D.C., is located in the mid-Atlantic region of the U.S. East Coast.	ৱাশ্বিংটন ডি. চি. আমেৰিকাৰ উত্তৰ উপকূলৰ মধ্য আটলাণ্টিক অঞ্চলত অৱস্থিত।	0.90174294	True	True
10795	[[0.9034909]]	There is no scientific evidence to back these claims.	অৱশ্যে এই দাবীৰ সপক্ষে কোনাে বৈজ্ঞানিক তথ্য-প্রমাণ দাঙি ধৰা হােৱা নাই।	0.9034909	True	True
10841	[[0.9272599]]	This decision was taken at a high-level meeting chaired by the Chief Minister.	মুখ্যমন্ত্ৰীৰ উপস্থিতিত অনুষ্ঠিত এক উচ্চ পৰ্যায়ৰ বৈঠকত এই সিদ্ধান্ত লোৱা হয় ।	0.9272599	True	True
10942	[[0.9239017]]	No one was reportedly injured in the accident.	দুৰ্ঘটনাটোত কোনো লোক আহত হোৱা নাই বুলি ৰে’ল আৰক্ষীয়ে জানিবলৈ দিছে।	0.9239017	False	True
10962	[[0.9023328]]	Delete data from this device (logins, passwords, history, bookmarks, etc.).	এই ডিভাইচৰ পৰা ডেটা মচি পেলাওক (লগিন, পাছৱৰ্ড, ইতিহাস, বুকমাৰ্ক ইত্যাদি)।	0.9023328	True	True
11126	[[0.9119514]]	"""Select the search option """"Show hidden files and folders"""""""	"""সন্ধান কৰ্মৰ """"আড়াল কৰা ফাইল আৰু ফোল্ডাৰ দেখুৱাওক"""" বিকল্প নিৰ্বাচন কৰক"""	0.9119514	True	True
11252	[[0.90436935]]	He did notable work to popularise football in India.	ভাৰতত ফুটবলৰ জনপ্ৰিয়তাৰ বাবে তেওঁ যথেষ্টখিনি উল্লেখযোগ্য কাম কৰিছিল।	0.90436935	True	True
11273	[[0.9139578]]	Sikhism's traditions and teachings are distinctly associated with the history, society and culture of the Punjab.	পঞ্জাবৰ ইতিহাস, সমাজ আৰু সংস্কৃতিৰ লগত শিখ ধৰ্মৰ ঐতিহ্য আৰু শিক্ষা ওতপ্ৰোতভাৱে জড়িত হৈ আছে।	0.9139578	True	True
11490	[[0.9068161]]	He was the founder of Bengal Chemicals & Pharmaceuticals, India's first pharmaceutical company.	তেওঁ ভাৰতৰ প্ৰথম ফাৰ্মাকিউটিকেল কোম্পানী 'বেংগল কেমিকেল এণ্ড ফাৰ্মাকিউটিকেল' প্ৰতিষ্ঠা কৰিছিল।	0.9068161	True	True
11872	[[0.90003335]]	The Prime Minister, Shri Narendra Modi has greeted the people of Odisha on the occasion of the agricultural festival Nuakhai Juhar.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীয়ে ওড়িশাৰ কৃষিভিত্তিক উৎসৱ নুৱাখাই জুহৰ উপলক্ষে ৰাজ্যবাসীক শুভেচ্ছা জনাইছে।	0.90003335	True	True
11915	[[0.91017014]]	Cut (remove) selected text or items and place it on the clipboard.	নিৰ্বাচিত লিখনী অথবা বস্তু কাট কৰক (আতৰাওক) আৰু ইয়াক ক্লিপবৰ্ডত স্থাপন কৰক।	0.91017014	True	True
11949	[[0.9175549]]	No action has been taken by the administration.	প্ৰশাসনৰ পৰাও কোনো ব্যৱস্থা হাতত লোৱা পৰিলক্ষিত হোৱা নাই।	0.9175549	False	True
11982	[[0.9094825]]	The theories and findings of evolutionary psychology have applications in many fields, including economics, environment, health, law, management, psychiatry, politics, and literature.	ক্ৰমবিকাশশীল মনোবিজ্ঞানৰ তত্ত্ব আৰু ফলাফল অৰ্থনৈতিক, পৰিৱেশ, স্বাস্থ্য, আইন, ব্যৱস্থাপনা, মনস্তত্ত্ব, ৰাজনীতি আৰু সাহিত্যকে ধৰি বহুতো ক্ষেত্ৰত প্ৰয়োগ আছে।	0.9094825	True	True
12262	[[0.9501932]]	A file named %S already exists, directory cannot be created.	%S নামৰ ফাইল ইতিমধ্যে আছে, ডাইৰেকটৰি সৃষ্টি কৰিব নোৱাৰি।	0.9501932	True	True
12279	[[0.9166741]]	"""I have attempted suicide 3 times as a teenager and young adult, twice I landed in hospital in a serious condition."""""""	“কিশোৰী আৰু যুৱতী অৱস্থাত মই ৩ বাৰ আত্মহত্যাৰ চেষ্টা কৰিছিলো, দুবাৰ মই গুৰুতৰ অৱস্থাত চিকিৎসালয়ত ভৰ্তি হৈছিলো,” নিৰ্য্যাতনসৃষ্ট যন্ত্ৰণাৰ এই বৰ্ণনা মেৰিৰ।	0.9166741	True	True
12546	[[0.9465256]]	No person was injured in the fire.	অগ্নিকাণ্ডত কোনো লোক হতাহত হোৱাৰ খবৰ লাভ কৰা নাই।	0.9465256	False	True
12913	[[0.9000901]]	The Union Cabinet chaired by Prime Minister Shri Narendra Modi has approved the signing of a Memorandum of Understanding (MoU) between India and Bahrain on cooperation in the field of Healthcare.	প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত অনুষ্ঠিত কেন্দ্ৰীয় কেবিনেটে স্বাস্থ্যসেৱা খণ্ডত সহযোগিতাৰ বাবে ভাৰত আৰু বাহৰেইনৰ মাজত স্বাক্ষৰিত চুক্তিত অনুমোদন জনাইছে৷	0.9000901	True	True
13045	[[0.91747177]]	Feminist philosophers of science, sociologists of science, and others explore how social values affect science.	বিজ্ঞানৰ নাৰীবাদী দাৰ্শনিকসকল, বিজ্ঞানৰ সমাজবিজ্ঞানীসকল আৰু আন আন লোকে বিজ্ঞানৰ ওপৰত সামাজিক মূল্যাবোধৰ প্ৰভাৱ অধ্যয়ন কৰে।	0.91747177	True	True
13226	[[0.93338615]]	However, the cause of the fire is not known yet.	তদুপৰি কি কাৰণে অগ্নিকাণ্ডৰ সূত্ৰপাত হ’ল সেই বিষয়ে বৰ্তমানলৈকে জানিব পৰা নাই ।	0.93338615	True	True
13440	[[0.90089166]]	The locals are shocked at the incident.	এনে ঘটনাক লৈ উৎকন্ঠিত হৈ পৰিছে স্থানীয় লোক ।	0.90089166	False	True
13471	[[0.936646]]	He also worked to strengthen the BJP.	বিজেপি দলটোক শক্তিশালী কৰাৰ বাবেও তেওঁ কাম কৰি গৈছিল।	0.936646	False	True
13883	[[0.9255415]]	Connection has been replaced by a new connection using the same resource	সংযোগক একে সম্পদ ব্যৱহাৰ কৰি এটা নতুন সংযোগৰে প্ৰতিস্থাপন কৰা হৈছে	0.9255415	True	True
14033	[[0.93919027]]	The decision was taken at a high-level meeting chaired by Prime Minister Narendra Modi today.	আজি প্ৰধানমন্ত্ৰী শ্ৰী নৰেন্দ্ৰ মোদীৰ অধ্যক্ষতাত অনুষ্ঠিত এখন উচ্চ পৰ্যায়ৰ বৈঠকত এই সিদ্ধান্ত লোৱা হয়।	0.93919027	True	True
14034	[[0.9329468]]	Educational Qualification: Applicant should be a Graduate in any discipline from a recognized university.	শিক্ষাগত অৰ্হতা : স্বীকৃতিপ্রাপ্ত বিশ্ববিদ্যালয়ৰ পৰা যিকোনো শাখাত স্নাতক ডিগ্রীধাৰী হ’ব লাগে ।	0.9329468	True	True
14182	[[0.9305203]]	Other religions include Hinduism, Islam and Christianity.	অন্য ধৰ্মসমূহৰ ভিতৰত প্ৰধান হ'ল খ্ৰীষ্টান , ইছলাম, আৰু হিন্দু ধৰ্ম।	0.9305203	False	True
