src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
The man who gave us the solution to the Entscheidungsproblem	हमें Entscheidungsproblem का समाधान देने वाले व्यक्ति।	हमें एंटशाइडुंग्सप्रॉब्लम का समाधान देने वाले व्यक्ति।	वे पुरुष जिन्होंने हमें Entscheidungsproblem का समाधान दिया
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	"हमारी कंपनी ने कहा कि नीति में हुई परिवर्तन का उद्देश्य ""जिम्मेदार और नैतिक"" नवाचारों को बढ़ावा देना है, जो कि राष्ट्रीय सुरक्षा पर काम कर रही सरकारी एजेंसियों और ठेकेदारों को कवर करती है।"	"नीति में परिवर्तन, जो सरकारी एजेंसियों और राष्ट्रीय सुरक्षा पर काम करने वाले ठेकेदारों को कवर करता है, ""जिम्मेदार और नैतिक"" नवाचारों को बढ़ावा देने के लिए किया गया है, कंपनी ने कहा।"	"नीति में परिवर्तन, राष्ट्रीय सुरक्षा पर काम करने वाली सरकारी एजेंसियों और ठेकेदारों को कवर करता है, वे ""जिम्मेदार और नैतिक"" नवाचारों को प्रोत्साहित करने के लिए है, कंपनी ने कहा।"
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	चीन ने एक नया हेवी लिफ्ट रॉकेट खोला है जो SpaceX के स्टारशिप की क्लोन है।	चीन ने एक नया भारी लिफ्ट रॉकेट प्रस्तुत किया है जो स्पेसएक्स के स्टारशिप की नकल है।	चीन ने स्पेसएक्स के स्टारशिप की प्रतिकृति एक नया भारी लिफ्ट रॉकेट प्रस्तुत किया है।
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	सिंगापुर में वाहन मालिकों को उनके लिए एक निर्धारित संख्या की प्रमाणपत्र के लिए बोली लगानी होती है - केवल दस साल के लिए मान्य श्रम परमिट्स।	सिंगापुर में वाहन मालिकों को एक तय संख्या में प्रमाणपत्रों की बोली लगानी होती है – ये महंगे संचालन परमिट केवल दस वर्षों के लिए मान्य होते हैं।	सिंगापुर उनके वाहन स्वामियों से एक निश्चित संख्या में प्रतिभूति प्रमाणपत्र के लिए बोली लगाने की आवश्यकता है - दस वर्ष के लिए वैध महंगे संचालन अनुज्ञप्ति।
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	ह्वासोंग-19 उत्तर कोरिया का सबसे बड़ा मिसाइल है और इसका परीक्षण प्रायद्वीप पर महत्वपूर्ण तनाव के समय में हो रहा है।	ह्वासॉन्ग-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इसका परीक्षण प्रायद्वीप पर उल्लेखनीय तनाव के समय में हुआ है।	ह्वासोंग-19 उत्तर कोरिया की अब तक की सबसे बड़ी मिसाइल है और इनका परीक्षण पेनिन्सुला पर उल्लेखनीय तनाव के समय में होता है।
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	यह प्रजाति संभावित रूप से जहाजों पर बैलास्ट जल में सैक्रामेंटो-सैन जोआकिन डेल्टा तक ले जाई गई हो सकती है।	यह संभव है कि प्रजातियाँ जहाजों के बैलास्ट पानी में सैक्रामेंटो-सैन जोआक्विन डेल्टा तक लाई गई हों।	जातियाँ शिप्स के बैलेस्ट वाटर में उनके द्वारा सैक्रामेंटो-सैन जोक्विन डेल्टा में ले जाई गई होंगी।
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	डिस्कवरी ने पीआर फर्म रिलीवेन्स इंटरनेशनल के साथ साझेदारी की ताकि उल्ट्रा-लक्जरी अनुभव और उत्पाद बनाए जा सकें, जो फिक्शनेयर बिल्यनेयर ब्रूस वेन के संगठन के बैनर के तहत हों।	डिस्कवरी ने पीआर फर्म रिलेवेंस इंटरनेशनल के साथ साझेदारी की ताकि कथा-धनी ब्रूस वेन के समूह के तहत अल्ट्रा-लक्ज़री अनुभव और उत्पाद तैयार किए जा सकें।	डिस्कवरी ने पीआर फर्म रिलेवेंस इंटरनेशनल के साथ मिलकर फिक्शनेयर अरबपति ब्रूस वेन के कॉन्ग्लोमेरेट के बैनर तले अल्ट्रा-लक्जरी अनुभव और उत्पाद प्रस्तुत किए।
Water utilities and chemical manufacturers are challenging the new EPA standards. 	जल सर्विस संगठन और रासायनिक निर्माता नए EPA मानकों का समर्थन कर रहे हैं।	जल आपूर्ति सेवाएँ और रासायनिक निर्माता नई ईपीए मानकों को चुनौती दे रहे हैं।	जल उपयोगिताएं और रासायनिक निर्मातागण नए ईपीए मानकों को चुनौती दे रहे हैं।
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभा को निकाल दिया और ए.आई.-निर्मित प्रस्तुतकर्ताओं को लाया। एक दावा के साथ होने वाली एक चैट के ऊपर एक चिल्लाहट जल्दी ही उस प्रयोग को समाप्त कर दिया।	पोलैंड के एक रेडियो स्टेशन ने अपने ऑन-एयर टैलेंट को हटा दिया और ए.आई.-जनित प्रस्तुतकर्ताओं को लाया। एक नोबेल पुरस्कार विजेता के साथ कथित बातचीत को लेकर हुए विरोध ने उस प्रयोग को जल्दी ही समाप्त कर दिया।	पोलैंड में एक रेडियो स्टेशन ने अपने ऑन-एयर प्रतिभाओं को निकाल दिया और एआई-जनरेटेड प्रस्तुतकर्ताओं को ले आया। नोबेल पुरस्कार विजेताओं से कथित बातचीत पर हंगामा जल्द ही उस प्रयोग को समाप्त कर दिया।
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	बचपन से, बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभाव या असंभाव हैं, तुलनात्मक रूप से संभावित घटनाओं के समान।	बाल्यकाल से ही, बच्चे असंभव या असंभाव्य घटनाओं की तुलना में संभावित घटनाओं में अधिक रुचि दिखाते हैं।	बचपन से, वे बच्चे उन घटनाओं में अधिक रुचि दिखाते हैं जो असंभव या असंभावना हैं, संभावित घटनाओं की तुलना में।
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	चार व्यक्ति अस्पताल भेजे गए थे और बाकी के बारे में आउटपेशेंट के रूप में इलाज किया गया था, पुलिस स्रोतों ने बताया।	चार व्यक्तियों को अस्पताल भेजा गया और बाकी का इवेंट स्थल पर बाह्य रोगियों के रूप में इलाज किया गया, पुलिस सूत्रों ने कहा।	चार व्यक्तियों को अस्पताल में भेजा गया और शेष का इलाज आयोजन स्थल पर ओपीडी के रूप में किया गया, पुलिस सूत्रों ने कहा।
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	जांच के दौरान, वॉशरमेनपेट पुलिस ने पाया कि उसे तीन व्यक्तियों ने पत्थरों और बीयर बोतलों से हमला किया गया था जब वह शराब पी रहा था।	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि उन पर तीन व्यक्तियों ने पत्थरों और बीयर की बोतलों से हमला किया, जबकि वे शराब का सेवन कर रहे थे।	जांच के दौरान, वाशरमेनपेट पुलिस ने पाया कि उन पर तीन व्यक्तियों द्वारा पत्थरों और बीयर की बोतलों से हमला किया गया था जब वे शराब का सेवन कर रहे थे।
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	चेंगलपट्टू में सरकारी अवलोकन गृह में निवास कर रहे दो किशोर लड़के मंगलवार रात को भाग गए।	चेंगलपट्टू के सरकारी निरीक्षण गृह में रखे गए दो किशोर लड़के मंगलवार रात को फरार हो गए।	दो नाबालिग लड़के जिनको चेंगलपट्टु स्थित सरकारी अवलोकन गृह में रखा गया था, उनके मंगलवार रात को फरार हो गए।
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	गांधी जी के श्रीनगर रहने के दौरान, पुलिस अधिकारी ने बुलेवार्ड रोड से कार से उतरकर उन्हें गले लगाने आए।	श्री गांधी के श्रीनगर प्रवास के दौरान, पुरुष बुलेवार्ड रोड पर गाड़ियों से उतरकर उन्हें गले लगाने के लिए आए।	श्री गांधी जी के श्रीनगर प्रवास के दौरान, बुलेवार्ड रोड पर कारों से उतरे पुरुषों ने उन्हें गले लगाया।
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	उन्होंने दावा किया कि कई ईंट भट्ठियां उन्हें जो जीविका और खनन विभाग द्वारा उन पर लगाई गई जुर्माने की पहली किश्त का भुगतान करने के बाद बुधवार से पुरानी स्टॉक की ईंटें बेचना शुरू कर दिया।	उन्होंने आरोप लगाया कि कई ईंट भट्टों ने बुधवार से पुरानी ईंटों का स्टॉक बेचना शुरू कर दिया, जब उन्होंने भूविज्ञान और खनन विभाग द्वारा लगाए गए जुर्माने की पहली किस्त का भुगतान कर दिया।	वे आरोप लगाते हैं कि वे बुधवार से पुराने ईंट भंडार की बिक्री शुरू कर दी है, जिसके बाद उन पर जियोलॉजी और माइनिंग विभाग द्वारा लगाया गया जुर्माने की पहली किस्त अदा की गई है।
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	दस भारतीय करियर डिप्लोमेट्स, जो कि अन्य देशों में भारत के उच्च आयुक्त या राजदूत हैं, सोमवार को राज भवन में चेन्नई के गवर्नर आर.एन. रवि से मिलने आए।	दस भारतीय पेशेवर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने सोमवार को चेन्नई में राजभवन में राज्यपाल आर.एन. रवि से मुलाकात की।	दस भारतीय करियर राजनयिक, जो अन्य देशों में भारत के उच्चायुक्त या राजदूत हैं, ने सोमवार को चेन्नई में राज भवन में राज्यपाल श्री आर.एन. रवि से मुलाकात की।
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	हालांकि, डॉ. हांडे, जिन्होंने उसकी पुस्तक के लिए प्रस्तावना लिखी और इन सभी विधानसभा बहसों में हिस्सा लिया, कहते हैं कि मुथु ने कोई भ्रष्टाचार के लिए कोई जगह न छोड़ते हुए मंत्री के रूप में अपने कर्तव्य को कुशलतापूर्वक निभाया।	हालांकि, डॉ. हांडे, जिन्होंने उनकी पुस्तक के लिए प्रस्तावना लिखी और इन विधानसभा चर्चाओं में भाग लिया, कहते हैं कि मुथु ने मंत्री के रूप में अपनी जिम्मेदारी कुशलतापूर्वक निभाई और भ्रष्टाचार की कोई गुंजाइश नहीं छोड़ी।	वहीं, डॉक्टर हंडे जिन्होंने उनकी पुस्तक के लिए फॉरवर्ड लिखा और इन विधानसभा बहसों में भाग लिया, कहते हैं कि मuthu ने एक मंत्री के रूप में अपना कर्तव्य कुशलतापूर्वक निभाया जिसमें भ्रष्टाचार के लिए कोई स्थान नहीं था।
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	जबकि श्री लोबो और श्री कामत ने दोनों कांग्रेस के उच्च कमांड के साथ असंतुष्टि को कारण बताया है, असली कारण सभी के लिए पर्दाफाश हैं।	श्री लोबो और श्री कामत दोनों ने कांग्रेस के उच्च नेतृत्व से असंतोष को कारण बताया है, लेकिन वास्तविक कारण स्पष्ट हैं।	जबकि श्री लोबो और श्री कामत ने कांग्रेस उच्च कमान के साथ असंतोष को कारणों के रूप में उद्धृत किया है, सच्चे कारण सभी बहुत स्पष्ट हैं।
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	असम के बारक घाट क्षेत्र और बांग्लादेश के सिलहेट सेगमेंट के बीच भाषाई और सांस्कृतिक रिश्तों का पहला त्योहार शुक्रवार शाम को शुरू हुआ।	असम के बराक घाटी क्षेत्र और बांग्लादेश के सिलहट खंड के बीच भाषाई और सांस्कृतिक संबंधों का जश्न मनाने वाला पहला महोत्सव शुक्रवार शाम को शुरू हुआ।	पहला त्योहार जिसके द्वारा असम के बराक वैली क्षेत्र और बांग्लादेश के सिलहट सेगमेंट के बीच भाषाई और सांस्कृतिक संबंधों का जश्न मनाया जा रहा है, शुक्रवार शाम से आरंभ हुआ।
The objective of such markets is to incentivise investments in renewable energy sources.	"ऐसे बाजारों का उद्देश्य नवीन ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।

Respectful translation:
ऐसे बाजारों का उद्देश्य नवीन ऊर्जा स्रोतों में निवेश को प्रोत्साहित करने का है।"	ऐसे बाजारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।	उन बाज़ारों का उद्देश्य नवीकरणीय ऊर्जा स्रोतों में निवेश को प्रोत्साहित करना है।
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	केंद्र इस साल के अंत में भारत में एक कार्बन ट्रेडिंग बाजार की विशेषताएं स्पष्ट करने की उम्मीद है।	इस वर्ष के अंत में, केंद्र से अपेक्षा की जाती है कि वे भारत में कार्बन ट्रेडिंग बाजार के विशेष विवरण को स्पष्ट करेंगे।	केंद्र को इस साल बाद में भारत में कार्बन ट्रेडिंग बाज़ार के विशिष्ट विवरण की स्पष्टीकरण की उम्मीद है.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	हाइड्रोजन एक अत्यधिक महत्वपूर्ण औद्योगिक ईंधन है जिसका उपयोग अमोनिया उत्पादन से संभावित उपयोगों की एक श्रृंखला है।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन है जिसका उपयोग अमोनिया के उत्पादन सहित विभिन्न कार्यों के लिए किया जाता है।	हाइड्रोजन एक आवश्यक औद्योगिक ईंधन हैं जिनके प्रयोग अमोनिया उत्पादन से लेकर विविध हैं।
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक सब अपना काम करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक अपना काम करेंगे।	वित्त मंत्री निर्मला सीतारमण ने शनिवार को कहा कि नियामक उनका काम करेंगे।
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	मद्रास को प्रयोगशाला में उत्पन्न हीरे पर अनुसंधान करने के लिए 242 करोड़ रुपये का अनुदान प्राप्त हुआ है।	मद्रास को प्रयोगशाला में विकसित हीरों पर शोध करने के लिए ₹242 करोड़ की अनुदान राशि प्राप्त हुई है।	मद्रास को प्रयोगशाला-विकसित हीरों पर शोध करने के लिए २४२ करोड़ रुपये का अनुदान प्राप्त हुआ है।
Before Rao took leave after the meeting, MGR gently reminded him of the Cauvery water.	राव ने बैठक के बाद छुट्टी लेने से पहले, एमजीआर ने उन्हें कावेरी जल की धीमी याद दिलाई।	बैठक के बाद जब राव विदा लेने वाले थे, तब एमजीआर ने उन्हें कोमलता से कावेरी जल की याद दिलाई।	राव जी ने बैठक के बाद छुट्टी लेने से पहले, एमजीआर ने उन्हें कावेरी जल की याद दिला दी।
It is because of this initiative that Tamil Nadu became the centre of higher learning.	इस पहल के कारण ही तमिलनाडु उच्च शिक्षा का केंद्र बन गया।	इसी पहल के कारण तमिलनाडु उच्च शिक्षा का केंद्र बन गया।	इसके प्रयास के कारण तमिलनाडु उच्च शिक्षा के केंद्र बन गए।
However, within minutes after the then Prime Minister intervened.	फिर भी, उसके बाद कुछ मिनटों के भीतर तब के प्रधानमंत्रियों ने हस्तक्षेप किया।	हालांकि, उस समय के प्रधान मंत्री के हस्तक्षेप करने के कुछ ही मिनटों के भीतर।	परंतु, तब के प्रधानमंत्री महोदयों ने हस्तक्षेप किए जाने के कुछ ही मिनटों के भीतर।
The initial shock following the Taliban’s seizure of power in Kabul is waning.	हामी पुलिस अधिकारियों को काबुल में तालिबान की शक्ति द्वारा कब्जे के पहले झटके कम हो रहे हैं।	काबुल में तालिबान के सत्ता पर कब्ज़े के बाद की प्रारंभिक आघात कम हो रही है।	प्रथम स्तब्धता काबुल में तालिबान की सत्ता हस्तांतरण के बाद कम हो रही है।
The greatest impact of denial of rights for women in the workforce would be a sharp contraction in the economy.	महिलाओं के अधिकारों की इनकार का सबसे बड़ा प्रभाव अर्थव्यवस्था में तेज़ ढीला होना होगा।	महिलाओं के कार्यबल में अधिकारों के अभाव का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।	महिलाओं के कार्यबल में अधिकारों से इनकार का सबसे बड़ा प्रभाव अर्थव्यवस्था में तीव्र संकुचन होगा।
The Taliban do not shy from leveraging the issue to gain international attention.	टालिबान अंतरराष्ट्रीय ध्यान प्राप्त करने के लिए मुद्दे का लाभ उठाने से हिचकिचाहट नहीं करते।	तालिबान इस मुद्दे का उपयोग अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए करने से नहीं हिचकिचाते हैं।	तालिबान वे अंतरराष्ट्रीय ध्यान आकर्षित करने के लिए इस मुद्दे का लाभ उठाने से नहीं हिचकिचाते।
In Jammu and Kashmir, the enrolment dropped sharply from 1.78 lakh in 2019-20 to 1.31 lakh in 2020-21.	जम्मू और कश्मीर में, नामांकन 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख में तेजी से गिर गया।	जम्मू और कश्मीर में, नामांकन 2019-20 में 1.78 लाख से घटकर 2020-21 में 1.31 लाख हो गया।	जम्मू और कश्मीर में, उनकी नामांकन 2019-20 में 1.78 लाख से 2020-21 में 1.31 लाख तक तेजी से गिर गया।
Senior advocate Meenakshi Arora made the oral mentioning for early hearing.	वरिष्ठ वकील मीनाक्षी अरोड़ा ने शीघ्र सुनवाई के लिए मौखिक स्मरण दिया।	वरिष्ठ अधिवक्ता मीनाक्षी अरोड़ा ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।	महान वकील मीनाक्षी अरोरा जी ने शीघ्र सुनवाई के लिए मौखिक उल्लेख किया।
The State had never forced students out of State schools by restricting hijab.	राज्य ने कभी भी हिजाब की प्रतिबंधित करके राज्य स्कूलों से छात्रों को बाहर नहीं किया था।	राज्य ने कभी भी राज्य विद्यालयों से छात्रों को हिजाब पर प्रतिबंध लगाकर बाहर नहीं निकाला था।	राज्य ने कभी हिजाब को प्रतिबंधित करके राज्य के स्कूलों से विद्यार्थियों को बाहर नहीं निकाला था।
The patient has the right to refuse to participate in such research projects.	रोगी को ऐसे अनुसंधान परियोजनाओं में भाग लेने से इनकार करने का अधिकार है।	रोगियों के पास ऐसे अनुसंधान परियोजनाओं में भाग लेने से इंकार करने का अधिकार है।	रोगियों को ऐसे शोध परियोजनाओं में भाग लेने से इनकार करने का अधिकार है।
The field officials should remember it while implementing projects. 	क्षेत्रीय अधिकारी इसे परियोजनाएं कार्रवाई करते समय याद रखना चाहिए।	क्षेत्रीय अधिकारियों को परियोजनाओं को लागू करते समय इसे याद रखना चाहिए।	क्षेत्र अधिकारी इस बात को परियोजनाओं को लागू करते समय याद रखें।
Senior officials in the Ministry of Tribal Affairs said a change in the structure had already been approved.	जनवर्य मंत्रालय के वरिष्ठ अधिकारियों ने बताया कि संरचना में परिवर्तन को पहले ही मंजूरी दे दी गई थी।	जनजातीय मामलों के मंत्रालय के वरिष्ठ अधिकारियों ने कहा कि संरचना में बदलाव पहले ही स्वीकृत किया जा चुका है।	महालेखापाल, आदिम जाति मंत्रालय में उनके अनुसार, संरचना में परिवर्तन को पहले ही स्वीकृति दे दी गई है.
The Bhagwan Mahaveer Foundation has called for applications for the Mahaveer awards.	भगवान महावीर फाउंडेशन ने महावीर पुरस्कार के लिए आवेदन आमंत्रित किया है।	भगवान महावीर फाउंडेशन ने महावीर पुरस्कारों के लिए आवेदन आमंत्रित किए हैं।	भागवान महावीर फाउंडेशन ने महावीर पुरस्कारों के लिए आवेदन आमंत्रित किए हैं।
