idx	src	tgt	Perfect(90-100)	Good(70-90)	Fair(51-69)	Poor(30-50)	bad(11-29)	worst(0-10)	Comments	Chatgpt-Translated Hindi (en_hi_gpt_3_5_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_chatgpt_3.5	Good(70-90).1	Fair(51-69).1	Poor(30-50).1	bad(11-29).1	worst(0-10).1	Comments.1	Ollama-Translated Hindi(en_hi_output_ollama_v3_trans_las_gt_las_gt_0_9_gt_8_words)	human_eval_ollama	Good(70-90).2	Fair(51-69).2	Poor(30-50).2	bad(11-29).2	worst(0-10).2	Comments.2	gpt_p_scores	gpt_r_scores	gpt_f1_scores	ollama_p_scores	ollama_r_scores	ollama_f1_scores	gpt_bleu_scores	ollama_bleu_scores	human_eval_gpt_scores	human_eval_ollama_scores	gpt_4o_trans	gpt_35_meteor_score	gpt_4o_meteor_score	ollama_trans_meteor_score	gpt_4o_f1_score	gpt_4o_bleu_score
211.0	After completing a Masters from the Delhi School of Social Work, Nandita Das started teaching.	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाना शुरू किया।	100.0							दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने शिक्षा देना शुरू किया।	75.0	75.0					"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""teaching"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" poorly translated"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने शिक्षण शुरू कर दिया।	75.0	75.0					"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""teaching"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" poorly translated"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0.9818	0.9801	0.981	0.9727	0.9793	0.976	0.81	0.78	0.75	0.75	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाना शुरू किया।	0.9384618325718328	0.99991426611797	0.8831146408839777	1.	1.0
223.0	As per the FICCI-EY Media and Entertainment Repot 2019, the size of the Industry has increased from Rs91,810 crore in 2013 to Rs 1,67,500 crore in 2018, a growth of 82.44 per cent in the last 5 years.	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट, 2019 के अनुसार इस उद्योग का आकार 2013 में 91,810 करोड़ रुपये से 2018 में 1,67,500 करोड़ रुपये तक बढ़ गया है। पिछले पांच वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।	95.0						Made two sentences.	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट 2019 के अनुसार, इंडस्ट्री का आकार 2013 में 91,810 करोड़ से बढ़कर 2018 में 1,67,500 करोड़ रुपये तक बढ़ गया है, पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।	98.0						"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""the industry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" not """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""industry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	एफआईसीसी-ईवाई मीडिया और एंटरटेनमेंट रिपोर्ट 2019 के अनुसार, उद्योग का आकार 2013 में 91,810 करोड़ रुपये से बढ़कर 2018 में 1,67,500 करोड़ रुपये हो गया, पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि हुई।	98.0						"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""the industry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" not """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""industry"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0.9347	0.9357	0.9352	0.9106	0.9005	0.9055	0.61	0.48	0.98	0.98	FICCI-EY मीडिया और एंटरटेनमेंट रिपोर्ट 2019 के अनुसार, उद्योग का आकार 2013 में 91,810 करोड़ रुपये से बढ़कर 2018 में 1,67,500 करोड़ रुपये हो गया है, जो पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि है।	0.8622347880721086	0.7748538011695907	0.7557298252898728	0.9001	0.49
236.0	Indirect Tax Revenue (Provisional) collections have increased from Rs 2,69,909 crore in April-October 2013 to Rs.2,85,126 crore during April-October 2014.	अप्रत्‍यक्ष कर राजस्‍व (अंतरिम) का संग्रह अप्रैल-अक्‍टूबर 2013 के 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्‍टूबर 2014 के दौरान 2,85,126 करोड़ रुपये के स्‍तर को छू गया।	100.0							अप्रत्यक्ष कर राजस्व (प्राविष्ट) कलेक्शन अप्रैल-अक्टूबर 2013 में ₹2,69,909 करोड़ से बढ़कर अप्रैल-अक्टूबर 2014 के दौरान ₹2,85,126 करोड़ हो गए हैं।	90.0						incorrect pluralized form in the end	अप्रत्यक्ष कर राजस्व (अस्थायी) संग्रह अप्रैल-अक्टूबर 2013 में 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्टूबर 2014 में 2,85,126 करोड़ रुपये हो गया है.	100.0							0.8936	0.8902	0.8919	0.9244	0.9347	0.9295	0.0	0.19	0.9	1.0	अप्रत्यक्ष कर राजस्व (अनंतिम) संग्रहण अप्रैल-अक्टूबर 2013 में 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्टूबर 2014 के दौरान 2,85,126 करोड़ रुपये हो गया है।	0.2497370398196844	0.500441235459286	0.4582627274736608	0.9428	0.31
276.0	So for example, in Seattle, where I live, when in 2014 we passed our nation's first 15 dollar minimum wage, the neoliberals freaked out over their precious equilibrium.	उदाहरण के लिए, सिएटल में, जहां मैं रहता हूं, जब 2014 में हमने अपने देश का पहला न्यूनतम वेतन 15 डॉलर पारित किया, तो नवउदारवादी अपने अमूल्य संतुलन पर उत्तेजित हो गए।	98.0						"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Missed """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""so"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	इस तरह से, उदाहरण के लिए, सिएटल में, जहां मैं रहता हूं, जब हमने 2014 में हमारे देश की पहली 15 डॉलर की न्यूनतम वेतन की घोषणा की, तो नियोलिबरल अपनी कीमती संतुलन पर उतावले हो गए।	85.0	85.0					"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""passed"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" mistranslated, apni -> apne"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	इसलिए उदाहरण के लिए, सिएटल में, जहां मैं रहता हूँ, जब 2014 में हमने अपने देश की पहली 15 डॉलर न्यूनतम मजदूरी पास की, नीलिबरल्स ने अपने प्यारे संतुलन पर फ्रीक आउट किया।	85.0	85.0					"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""neoliberals"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" and """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""freak out"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" left"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	0.8791	0.8832	0.8812	0.8604	0.8641	0.8622	0.38	0.44	0.85	0.85	उदाहरण के लिए, सिएटल में, जहाँ मैं रहता हूँ, जब 2014 में हमने हमारे देश का पहला 15 डॉलर का न्यूनतम वेतन पारित किया, तो नवउदारवादियों ने अपने कीमती संतुलन को लेकर हंगामा मचा दिया।	0.7240437158469946	0.718653047497043	0.6565722145275469	0.9182	0.37
306.0	Air marshal Anil Khosla takes over as Director General Air Operations	एयर मार्शल अनिल खोसला ने एयर ऑपरेशन्स में महानिदेशक का पदभार संभाला	100.0							एयर मार्शल अनिल खोसला एयर ऑपरेशंस के महानिदेशक के रूप में कार्यभार संभालते हैं।	90.0						"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""takes over"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" mistranslated"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	वायु सेना मार्शल अनिल खोसला ने वायु संचालन निदेशक महानिदेशक का कार्यभार संभाला	90.0						nideshak twice	0.8837	0.8664	0.875	0.8858	0.8935	0.8896	0.2	0.24	0.9	0.9	एयर मार्शल अनिल खोसला ने एयर ऑपरेशन्स के महानिदेशक के रूप में कार्यभार संभाला।	0.5202408832385413	0.7240437158469946	0.555742958340361	0.9311	0.46
308.0	Cabinet Secretary, Secretary Home Affairs, Secretary External Affairs, Secretary Defence , Secretary Health and Family Welfare, Secretary Civil Aviation and several other top officials attended the meeting.	कैबिनेट सचिव (Cabinet Secretary), गृह सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन मंत्रालय में सचिव और अन्य कई प्रमुख अधिकारियों ने इस बैठक में हिस्सा लिया.	100.0							कैबिनेट सचिव, गृह कार्य मंत्री, विदेश कार्य मंत्री, रक्षा मंत्री, स्वास्थ्य और परिवार कल्याण मंत्री, नागरिक विमानन मंत्री और कई अन्य शीर्ष अधिकारी बैठक में शामिल थे।	70.0	70.0					secretary mistranslated, affairs not trnslated well, aviation mistranslated	कैबिनेट सचिव, गृह मामलों के सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन सचिव और कई अन्य शीर्ष अधिकारियों ने बैठक में भाग लिया।	100.0							0.8571	0.8787	0.8678	0.9206	0.9418	0.9311	0.15	0.5	0.7	1.0	कैबिनेट सचिव, गृह सचिव, विदेश सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन सचिव और कई अन्य उच्च अधिकारी बैठक में शामिल हुए।	0.4572630922693266	0.6452707211816524	0.7355335533553355	0.9091	0.41
314.0	Two persons were killed in separate road accidents in the district.	जिले में हुए अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	100.0							जिले में अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	100.0							जिले में अलग-अलग सड़क दुर्घटनाओं में दो व्यक्ति मारे गए।	100.0							0.9822	0.9898	0.986	0.8694	0.8652	0.8673	0.8	0.0	1.0	1.0	जिले में दो अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	0.9280792420327304	0.920940170940171	0.4429133858267717	0.9786	0.79
320.0	Step 3: A PDF will be opened on the screen.	चरण 3: आपकी स्क्रीन पर एक पीडीएफ खुल जाएगा।	90.0							पद 3: एक पीडीएफ स्क्रीन पर खोलेगा।	60.0		60.0					चरण 3: स्क्रीन पर एक पीडीएफ खुल जाएगा।	100.0							0.8401	0.8779	0.8586	0.9441	0.9806	0.962	0.0	0.67	0.6	1.0	चरण 3: स्क्रीन पर एक पीडीएफ खुल जाएगी।	0.5739795918367346	0.8017676767676769	0.904102755954608	0.9543	0.53
339.0	Nitin Patel taking oath as deputy chief minister of Gujarat.	नितिन पटेल ने गुजरात के उपमुख्यमंत्री पद के रूप में शपथ ली	90.0						Made past tense	नितिन पटेल गुजरात के उप मुख्यमंत्री के रूप में शपथ लेते हुए।	100.0							नितिन पटेल गुजरात के उपमुख्यमंत्री के रूप में शपथ ले रहे हैं।	100.0							0.9025	0.9043	0.9034	0.911	0.9005	0.9058	0.29	0.34	1.0	1.0	नितिन पटेल गुजरात के उपमुख्यमंत्री के रूप में शपथ ले रहे हैं।	0.6490885416666666	0.7361111111111112	0.7361111111111112	0.9058	0.34
342.0	Power generation during the 2015-16 (April-November, 2015) is 739.915 BU showing a growth rate of 4.55% over the previous year same period.	वर्ष 2015-16 (अप्रैल-नवंबर, 2015) के दौरान के 739.915 बीयू विद्युत उत्‍पादन हुआ है, जो में पिछले वर्ष की इसी अवधि की तुलना में हुए उत्‍पादन से 4.55 प्रतिशत वृद्धि दर दर्शाता है।	90.0						Unnecessary ke and me	2015-16 के दौरान ऊर्जा उत्पादन 739.915 बिलियन यूनिट है, जिससे पिछले वर्ष के समय की तुलना में 4.55% की वृद्धि दर दर्शाई गई है।	60.0		60.0					2015-16 (अप्रैल-नवंबर, 2015) में विद्युत उत्पादन 739.915 बिलियन यूनिट है, जो पिछले साल की समान अवधि की तुलना में 4.55% की वृद्धि दर दिखाता है।	100.0							0.8209	0.8684	0.844	0.8949	0.9024	0.8987	0.0	0.31	0.6	1.0	2015-16 (अप्रैल-नवंबर, 2015) के दौरान बिजली उत्पादन 739.915 BU है, जो पिछले वर्ष की इसी अवधि की तुलना में 4.55% की वृद्धि दर दर्शाता है।	0.4002965892239249	0.6671638418079097	0.5573551384414251	0.9275	0.51
