idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_f1_score	gpt_4o_f1_score	ollama_f1_score
474	[[0.9271771]]	"""""""""""""""He recognised the folk arts and traditional dances as indicative of Indian culture,"""""""""""""""" PM said."""""""""""""""	“ସେ ଭାରତୀୟ ଲୋକ କଳା ଏବଂ ପାରମ୍ପରିକ ନୃତ୍ୟକୁ ସଂସ୍କୃତିର ସଂକେତ ରୂପରେ ମାନ୍ୟତା ଦେଇଛନ୍ତି”, ପ୍ରଧାନମନ୍ତ୍ରୀ କହିଥିଲେ ।	0.9271771	True	True	"""ଏହି ପ୍ରଧାନମନ୍ତ୍ରୀ କହିଛନ୍ତି ଯେ ଲୋକକଳା ଏବଂ ଐତିହ୍ୟକ ନୃତ୍ୟଗୁଡ଼ିକ ୟାହାପ୍ରୋକାରରେ ଭାରତୀୟ ସଂସ୍କୃତିର ପ୍ରତୀକ ହେଉଛି।"""""""""""""""	"""""""""""""""ସେ ଲୋକକଳା ଏବଂ ପାରମ୍ପରିକ ନୃତ୍ୟଗୁଡ଼ିକୁ ଭାରତୀୟ ସଂସ୍କୃତିର ପ୍ରତୀକ ଭାବେ ଚିହ୍ନିତ କରିଥିଲେ,"""" ପ୍ରଧାନମନ୍ତ୍ରୀ କହିଲେ।"""""""""""""""	"""""""ସେ ଭାରତୀୟ ସଂସ୍କୃତିର ପରିଚାୟକ ଭାବେ ଲୋକ କଳା ଓ ପାରମ୍ପରିକ ନୃତ୍ୟକୁ ଚିହ୍ନିଥିଲେ,"""" ପିଏମ୍ କହିଥିଲେ。"""	0.8710	0.8102	0.8472
478	[[0.90845805]]	He is married and has a 10-year-old child.	ସେ ବିବାହିତ ଓ ତାଙ୍କର ୧୦ ବର୍ଷର ଝିଅ ବି ଅଛିି।	0.90845805	False	True	ସେ ବିବାହିତ ଅଛନ୍ତି ଏବଂ ଏକ ଦଶ ବର୍ଷର ଏକ ପୁଅ ଅଛନ୍ତି।	ସେ ବିବାହିତ ଏବଂ ତାଙ୍କର ୧୦ ବର୍ଷ ବୟସ୍କ ଜଣେ ଶିଶୁ ଅଛି।	ସେ ବିବାହିତ ଅଛନ୍ତି ଏବଂ ତାଙ୍କର ୧୦ ବର୍ଷର ଏକ ସନ୍ତାନ ଅଛି।	0.9968	0.9968	0.9968
493	[[0.9085319]]	Prime Minister Shri Narendra Modi dedicated the National Salt Satyagraha Memorial at Dandi in Navsari district, Gujarat to the nation today on Mahatma Gandhis death anniversary.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ପୁଣ୍ୟତିଥିରେ ଆଜି ଗୁଜରାଟର ନବସାରୀ ଜିଲ୍ଲାରେ ଦାଣ୍ଡିସ୍ଥିତ ରାଷ୍ଟ୍ରୀୟ ଲବଣ ସତ୍ୟାଗ୍ରହ ସ୍ମାରକୀକୁ ରାଷ୍ଟ୍ର ଉଦ୍ଦେଶ୍ୟରେ ସମର୍ପିତ କରିଛନ୍ତି ।	0.9085319	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ମୃତ୍ୟୁ ବର୍ଷାରେ ଗୁଜରାଟର ନବସରି ଜିଲ୍ଲାର ଡାଣ୍ଡିରେ ରାଷ୍ଟ୍ରଙ୍କୁ ସମର୍ପିତ ନେଶନାଲ ସଲ୍ଟ ସତ୍ୟାଗ୍ରହ ମେମୋରିଆଲ ଉଦ୍ବେଗ କରିଛନ୍ତି।	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ନିଧନବାର୍ଷିକୀ ଅବସରରେ ଗୁଜରାଟର ନବସାରୀ ଜିଲ୍ଲା ଡାଣ୍ଡିରେ ଜାତୀୟ ନମକ ସତ୍ୟାଗ୍ରହ ସ୍ମୃତି ସୌଧ ଜାତିଙ୍କୁ ଉତ୍ସର୍ଗ କରିଛନ୍ତି।	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ମୃତ୍ୟୁ ବାର୍ଷିକୀରେ ଗୁଜରାଟର ନବସାରୀ ଜିଲ୍ଲାର ଦାଣ୍ଡିରେ ଜାତୀୟ ଲବଣ ସତ୍ୟାଗ୍ରହ ସ୍ମାରକକୁ ଜାତିକୁ ସମର୍ପିତ କରିଥିଲେ।	0.9993	0.9993	1.0000
534	[[0.9015596]]	New Zealand squad: Kane Williamson (captain), Todd Astle, Trent Boult, Colin de Grandhomme, Lockie Ferguson, Martin Guptill, Matt Henry, Tom Latham, Colin Munro, Jimmy Neesham, Henry Nicholls, Ross Taylor, Mitchell Santner, Tim Southee.	ନ୍ୟୁଜିଲାଣ୍ଡ୍‌ ଦଳ: କେନ୍‌ ଓ୍ଵିଲିୟମ୍‌ସନ୍‌ (ଅଧିନାୟକ), ଟମ୍‌ ବ୍ଲଣ୍ଡେଲ୍‌ (ଓ୍ଵିକେଟ୍‌ରକ୍ଷକ), ଟ୍ରେଣ୍ଟ୍‌ ବୋଲ୍‌ଟ, ଟମ୍‌ ବ୍ରୁସ୍‌, କଲିନ୍‌ ଡି ଗ୍ରାଣ୍ଡୋମେ, ମାର୍ଟିନ୍‌ ଗପ୍ଟିଲ, ଅନାରୁ କିଚେନ୍‌, କଲିନ୍‌ ମୁନ୍‌ରୋ, ସେଥ୍‌ ରାନ୍‌ସ, ମିଚେଲ ସାଣ୍ଟ୍‌ନର୍‌, ଇଶ୍‌ ସୋଢ଼ି, ଟିମ୍‌ ସାଉଥି, ରସ୍‌ ଟେଲର, ବେନ୍‌ ହ୍ଵିଲର୍‌।	0.9015596	True	True	ନିଉଜିଲ୍ୟାଣ୍ଡ ସ୍କ୍ୱାଡ: କେନ୍ ୱିଲ୍ସନ (କ୍ୟାପ୍ଟାନ), ଟଡ୍ ଆସ୍ଟଲେ, ଟ୍ରେଣ୍ଟ ବୌଲ୍ଟ, କୋଲିନ ଡି ଗ୍ରେଣ୍ଡହୋମ୍ମେ, ଲୋକି ଫର୍ଗୁସନ, ମାର୍ଟିନ ଗୁପ୍ତିଲ୍ଲ, ମାଟ ହେନ୍ରି, ଟମ୍ ଲାଥାମ୍, କୋଲିନ ମୁନ୍ରୋ, ଜିମି ନୀଶମ୍, ହେଞ୍ରି ନିକଲ୍ସ, ରୋସ୍ ଟେଇଲର, ମିଚେଲ ସାଣ୍ଟନର, ଟିମ୍ ସାଉଥି।	ନ୍ୟୁଜିଲାଣ୍ଡ ଦଳ: କେନ୍ ଉଇଲିୟମସନ୍ (ଅଧିନାୟକ), ଟଡ୍ ଏସ୍ଟଲ୍, ଟ୍ରେଣ୍ଟ ବାଉଲ୍ଟ, କଲିନ୍ ଡି ଗ୍ରାଣ୍ଡହୋମ୍, ଲକି ଫର୍ଗୁସନ୍, ମାର୍ଟିନ୍ ଗପଟିଲ୍, ମ୍ୟାଟ୍ ହେନ୍ରୀ, ଟମ୍ ଲାଥମ୍, କଲିନ୍ ମୁନ୍ରୋ, ଜିମି ନିସାମ୍, ହେନ୍ରୀ ନିକଲସ୍, ରସ୍ ଟେଲର୍, ମିଚେଲ୍ ସାଣ୍ଟନର୍, ଟିମ୍ ସାଉଠି।	ନିଉଜିଲାଣ୍ଡ ଦଳ: କେନ ୱିଲିୟମସନ୍ (ଅଧିନାୟକ), ଟଡ୍ ଆଷ୍ଟଲେ, ଟ୍ରେଣ୍ଟ ବୌଲ୍ଟ, କଲିନ୍ ଦେ ଗ୍ରାନ୍ଡହୋମ୍, ଲକି ଫର୍ଗୁସନ୍, ମାର୍ଟିନ୍ ଗୁପ୍ତିଲ୍, ମାଟ୍ ହେନ୍ରୀ, ଟମ୍ ଲାଥମ୍, କଲିନ୍ ମୁନ୍ରୋ, ଜିମୀ ନୀଶାମ୍, ହେନ୍ରୀ ନିଚୋଲ୍ସ, ରସ୍ ଟାଇଲର୍, ମିଚେଲ୍ ସାନ୍ଟନର୍, ଟିମ୍ ସୌଥୀ.	0.9893	0.9893	0.9850
537	[[0.91194975]]	New Delhi: A video is getting viral on social media.	ନୂଆଦିଲ୍ଲୀ: ସୋସିଆଲ ମିଡିଆରେ ଏକ ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭିଡିଓ ଭାଇରାଲ ହେବାରେ ଲାଗିଛି।	0.91194975	True	True	ନୂଆ ଦିଲ୍ଲୀ: ଏକ ଭିଡିଓ ସୋସିଆଲ ମିଡିଆରେ ଭାଇରାଲ ହୋଇଛି।	ନୂଆ ଦିଲ୍ଲୀ: ସୋସିଆଲ ମିଡିଆରେ ଗୋଟେ ଭିଡିଓ ଭାଇରାଲ ହେଉଛି।	ନୂଆ ଦିଲ୍ଲୀ: ସାମାଜିକ ମାଧ୍ୟମରେ ଏକ ଭିଡିଓ ଭାଇରାଲ୍ ହେଉଛି।	0.9744	0.9744	0.9744
573	[[0.9063891]]	The police took him into custody for further interrogation.	ଏ ନେଇ ଅଧିକ ଜେରା ପାଇଁ ପୋଲିସ ତାଙ୍କୁ ରିମାଣ୍ଡରେ ନେଇଛି।	0.9063891	True	True	ପୋଲିସରେ ତାଙ୍କୁ ଆଗକୁ ପରିକ୍ଷା କରିବା ପାଇଁ କେତେରେ ଧର କରିଛି।	ପୋଲିସ୍ ତାଙ୍କୁ ଅଧିକ ପ୍ରଶ୍ନାବାଦ ପାଇଁ ହିରାସତରେ ନେଲା।	ପୁଲିସ୍ ତାକୁ ଅଧିକ ଜିଜ୍ଞାସା ପାଇଁ ହିରାସତ୍ କରିଥିଲେ।	1.0000	0.9840	0.9840
577	[[0.9214439]]	Mix everything till it is well combined.	ସମସ୍ତ ଜିନିଷ ଭଲ ଭାବେ ମିକ୍ସ ହେଲା ଯାଏ ଏହାକୁ ଗୋଳାନ୍ତୁ ।	0.9214439	False	True	ସବୁ ମିଶାଇ ଯେତେ ଭଲ ଭାବେ ମିଶାଇ ହେଉଛି।	ସବୁକିଛି ଭଲଭାବେ ମିଶିଯାଏ ପର୍ଯ୍ୟନ୍ତ ମିଶାନ୍ତୁ।	ସବୁ ମିଶାଇଦେଲା ଯାଏଁ ଭଲ ମିଳିତ ହେବା ପର୍ଯ୍ୟନ୍ତ।	0.9840	0.9291	0.9840
632	[[0.90616685]]	The truck was impounded and the driver arrested.	ଦୁର୍ଘଟଣା ଘଟାଇଥିବା ଟ୍ରକ୍‌କୁ ଜବତ କରାଯିବା ସହ ଚାଳକକୁ ଗିରଫ କରାଯାଇଛି।	0.90616685	False	True	ଟ୍ରକ୍ ବାହକ ସହିତ ଗ୍ରହିତ ହେଲା ଏବଂ ଚାଲକ କ୍ରମାଂକରିତ ହେଲା।	ଟ୍ରକ୍ଟି ଜବତ ହେଲା ଏବଂ ଚାଳକଙ୍କୁ ଗିରଫ କରାଗଲା।	ଟ୍ରକ୍ ଜବତ କରାଯାଇଥିଲା ଏବଂ ଡ୍ରାଇଭରକୁ ଗିରଫତାର କରାଯାଇଥିଲା।	1.0000	0.9840	0.9840
703	[[0.9174443]]	The state Government went for appeal against this order in the Supreme Court.	ଏହି ଆଦେଶ ବିରୋଧରେ ରାଜ୍ୟ ସରକାର ସୁପ୍ରିମ୍‌ କୋର୍ଟଙ୍କ ଦ୍ୱାରସ୍ଥ ହୋଇଥିଲେ।	0.9174443	True	True	ରାଜ୍ୟ ସରକାର ଏହା ଆଦେଶ ବିରୁଦ୍ଧରେ ସୁପ୍ରିମ କୋର୍ଟରେ ଆପୀଲ କରିଛି।	ରାଜ୍ୟ ସରକାର ଏହି ଆଦେଶ ବିରୋଧରେ ସୁପ୍ରିମ କୋର୍ଟରେ ଆବେଦନ କଲା।	ଏହି ଆଦେଶ ବିରୁଦ୍ଧରେ ସୁପ୍ରୀମ କୋର୍ଟରେ ଆପିଲ୍ କରିବା ପାଇଁ ରାଜ୍ୟ ସରକାର ଗଲେ।	1.0000	1.0000	0.9902
714	[[0.9032569]]	The MPs will vote on Green ballots and the MLAs will vote on pink ballots.	ସବୁଜ ରଙ୍ଗର ବାଲଟ ପେପରରେ ସାଂସଦ ଓ ଗୋଲାପୀ ରଙ୍ଗର ବାଲଟ ପେପରରେ ବିଧାୟକମାନେ ଭୋଟ ଦେବେ ।	0.9032569	True	True	ଏମପି ଗ୍ରିନ୍ ବାଲଟରେ ଭୋଟ ଦିବେ ଏବଂ ଏମଏଲେଏସ ପିଙ୍କ୍ ବାଲଟରେ ଭୋଟ ଦିବେ।	ସାଂସଦମାନେ ସବୁଜ ମତପତ୍ର ଉପରେ ମତଦାନ କରିବେ ଏବଂ ବିଧାୟକମାନେ ଗୋଲାପୀ ମତପତ୍ର ଉପରେ ମତଦାନ କରିବେ।	ଏମ୍‍ପିମାନେ ସବୁଜ ବଲଟରେ ଭୋଟ ଦେବେ ଏବଂ ଏମ୍‍ଏଲ୍‍ଏମାନେ ଗୋଲାପୀ ବଲଟରେ ଭୋଟ ଦେବେ।	0.9953	1.0000	0.9953
