src	gpt_3_5_trans	gpt_4o_trans	ollama_trans
Nvidia and its partners built a sophisticated system to bypass U.S. restrictions on exporting AI chips to the Middle East, Russia, and China.	ఎన్విడియా మరియు ఆ భాగస్వాములు మధ్య ప్రాంతాలకు, రష్యా, మరియు చైనాకు AI చిప్స్ను ఎగ్జాపోర్ట్ చేయడానికి U.S. పరిమితులను దాటడానికి ఒక సాహిత్యవిద్యా వ్యవస్థ నిర్మించింది.	ఎన్‌విడియా మరియు దాని భాగస్వాములు మధ్యప్రాచ్యం, రష్యా మరియు చైనాకు AI చిప్‌ల ఎగుమతిపై అమెరికా ఆంక్షలను దాటవేయడానికి ఒక సొఫిస్టికేటెడ్ సిస్టమ్‌ను నిర్మించారు.	న్విడియా మరియు దాని భాగస్వాములు మధ్య ప్రాచ్యం, రష్యా, చైనాకు AI చిప్స్ ఎగుమతిపై యుఎస్ నిబంధనలను తప్పించేందుకు ఒక సోఫిస్టికేటెడ్ వ్యవస్థను నిర్మించారు.
The funding, which will top up the firm’s flagship fund, will be raised primarily from institutional investors. 	ఈ నిధులు, కంపెనీ అధీనస్థ నివేశకుల నుండి ప్రధానంగా పెంపుదల చేసే ముఖ్యంగా ఫ్లాగ్‌షిప్ ఫండ్ ను కలిగిస్తుంది.	ఈ నిధి, ఇది సంస్థ యొక్క ప్రధాన నిధిని పెంచుతుంది, ప్రధానంగా సంస్థాగత పెట్టుబడిదారుల నుండి సేకరించబడుతుంది.	సంస్థ యొక్క ప్రధాన నిధిని పూరించే ఈ నిధి ప్రధానంగా సంస్థాగత పెట్టుబడిదారుల నుండి సేకరించబడుతుంది.
US Forest Service Decision to Halt Prescribed Burns in California is History Repeating	క్యాలిఫోర్నియాలో ప్రెస్క్రైబ్ బర్న్స్ ఆపరేషన్లను ఆపడానికి US అటని నిర్ణయం ఆపుకుంది చరిత్ర మళ్ళీ పునరావృతం అయింది.	అమెరికా అటవీ సేవ నిర్ణయం కాలిఫోర్నియాలో నియమిత దహనాలను ఆపివేయడం చరిత్ర పునరావృతమవుతోంది.	కాలిఫోర్నియాలో ప్రెస్క్రైబ్డ్ బర్న్స్ నిలిపివేసే యుఎస్ ఫారెస్ట్ సర్వీస్ నిర్ణయం చరిత్ర పునరావృతం.
The man who gave us the solution to the Entscheidungsproblem	ఎంట్షెెెఇడున్గ్స్ప్రొబ్లెమ్ కి సమాధానం ఇచ్చిన మనుష్యను	ఎన్‌షైడుంగ్‌ప్రాబ్లెం పరిష్కారాన్ని మాకు అందించిన వ్యక్తి.	ఎంట్స్‌చైడంగ్స్‌ప్రోబ్లెం పరిష్కారాన్ని మనకు ఇచ్చిన వ్యక్తి
The shift in policy, covering government agencies and contractors working on national security, is intended to promote “responsible and ethical” innovations, the company said.	"రాజకీయ విధానంలో మారాయి, జాతీయ భద్రతకు పనిచేసే ప్రభుత్వ వడేవిలలు మరియు కంట్రాక్టర్లను ""జవాబ్దారిక మరియు నైతిక"" ప్రవర్తనలను ప్రోత్సాహించడం లక్ష్యంగా ఉందని కంపెనీ చెబిని చెప్పింది."	నీతులు మరియు కాంట్రాక్టర్లకు వర్తించే విధానంలో మార్పు, జాతీయ భద్రత పై పనిచేస్తున్నవారికి, “బాధ్యతాయుతం మరియు నైతిక” ఆవిష్కరణలను ప్రోత్సహించడానికి ఉద్దేశించబడింది, అని కంపెనీ తెలిపింది.	"జాతీయ భద్రతా పనులపై పనిచేసే ప్రభుత్వ సంస్థలు, కాంట్రాక్టర్లకు విస్తరించే విధాన మార్పు, ""నైతిక మరియు బాధ్యతాయుత"" నూతన ఆవిష్కరణలను ప్రోత్సహించడానికి ఉద్దేశించబడింది, కంపెనీ చెప్పింది."
China reveals a new heavy lift rocket that is a clone of SpaceX’s Starship	చైనా స్పేస్‌ఎక్స్ యొక్క స్టార్‌షిప్ యనంతరం క్లోన్ ఉన్న కొత్త భారీ లిప్త్ రాకెట్ ప్రకటించింది.	చైనా స్పేస్‌ఎక్స్ యొక్క స్టార్షిప్‌ను అనుకరించిన కొత్త హెవీ లిఫ్ట్ రాకెట్‌ను ప్రకటించింది.	చైనా స్పేస్‌ఎక్స్ యొక్క స్టార్‌షిప్ యొక్క క్లోన్ అయిన కొత్త భారీ ఎత్తు రాకెట్ ను వెల్లడించింది.
Singapore requires vehicle owners to bid for a set number of Certificates of Entitlement – costly operating permits valid for only ten years.	సింగపూర్ గాడి యజమానులు కొనసాగిన సరకు సర్టిఫికేట్ల ఆఫ్ ఎంటిటిల్ కోసం బిడ్ చేయాలి - మాత్రమే పది ఏళ్ళు మాత్రమే చెల్లించే శుల్కం చేతులు.	సింగపూర్‌లో వాహన యజమానులు పరిమిత సంఖ్యలో ఉన్న హక్కుల ధ్రువపత్రాల కోసం బిడ్ వేయాలి – ఇవి కేవలం పది సంవత్సరాల పాటు మాత్రమే చెల్లుబాటు అయ్యే ఖరీదైన ఆపరేటింగ్ అనుమతులు.	సింగపూర్ వాహన యజమానులు పది సంవత్సరాల కాలం మాత్రమే విలువైన ఆపరేటింగ్ పర్మిట్లు అయిన ఎంటిటీల ఆఫ్ ఎంటైటిల్మెంట్ కొరకు బిడ్ చేయాలి.
The Hwasong-19 is North Korea’s biggest missile yet and its test comes during a time of notable tensions on the peninsula.	హ్వాసంగ్-19 ఉత్తర కొరియా సొమ్ము మిసైల్ అయినది మరియు ఇది ప్రాయంలో పెనిన్సులా మేలుగా వివాదాత్మక సందేహాల సమయంలో పరీక్ష చేయబడింది.	హ్వాసోంగ్-19 ఉత్తర కొరియా యొక్క ఇప్పటివరకు అతిపెద్ద క్షిపణి మరియు దాని పరీక్ష ద్వీపకల్పంలో గమననీయమైన ఉద్రిక్తతల సమయంలో వస్తోంది.	హ్వాసాంగ్-19 ఉత్తర కొరియా యొక్క అతిపెద్ద క్షిపణి మరియు దీని పరీక్ష సమయంలో ద్వీపకల్పంలో గణనీయమైన ఉద్రిక్తతలు ఉన్నాయి.
The species may have been carried to the Sacramento–San Joaquin Delta in ballast water on ships	ఈ జాతి పోతముల నీటిలో బందాలం వాహనాలలో సాక్రమెంటో-సాన్ హోకిన్ డెల్టకు తీసుకువలసినవి ఉంటుంది.	ఆ ప్రజాతి నౌకలలో బల్లాస్ట్ నీటిలో సాక్రమెంటో-సాన్ జోక్విన్ డెల్టాకు తేలిపోయి ఉండవచ్చు.	శిప్స్ లోని బాలస్ట్ వాటర్ ద్వారా సాక్రమెంటో-సాన్ జోక్విన్ డెల్టాకు ఈ జాతి తీసుకువెళ్ళబడి ఉండవచ్చు.
Discovery partnered with PR firm Relevance International to produce ultra-luxury experiences and products under the banner of fictionaire billionaire Bruce Wayne’s conglomerate.	డిస్కవరీ పార్ట్నర్షిప్ మూలంగా పిఆర్ ఫిర్మ్ రిలవన్స్ ఇంటర్నేషనల్ తో ఫిక్షన్ఎయర్ బిల్లీయన్ బ్రూస్ వేయిన్'స్ కాంగ్లొమరేట్ కి అధీనంలో అల్ట్రా-లక్షర్య్ అనుభవాలు మరియు ఉత్పత్తులను తయారు చేయడానికి సహాయపడింది.	డిస్కవరీ, పీఆర్ సంస్థ రిలేవెన్స్ ఇంటర్నేషనల్‌తో భాగస్వామ్యం చేసి కల్పిత కోటీశ్వరుడు బ్రూస్ వేన్ యొక్క సమూహం పేరులో అల్ట్రా-లగ్జరీ అనుభవాలు మరియు ఉత్పత్తులను తయారు చేసింది.	డిస్కవరీ పిఆర్ ఫర్మ్ రెలెవన్స్ ఇంటర్నేషనల్ తో కలిసి ఫిక్షనైర్ బిల్లియనైర్ బ్రూస్ వేన్ యొక్క కాంగ్లోమరేట్ పతాకాపై అత్యంత లాక్షరీ అనుభవాలు మరియు ఉత్పత్తులను ఉత్పత్తి చేసింది.
Water utilities and chemical manufacturers are challenging the new EPA standards. 	నీటి పరికరాలు మరియు రసాయన నిర్మాతలు కొత్త EPA మానకాలను చాలెంజ్ చేస్తున్నారు.	నీటి వినియోగ సంస్థలు మరియు రసాయన తయారీదారులు కొత్త EPA ప్రమాణాలను సవాలు చేస్తున్నారు.	నీటి సదుపాయాలు మరియు రసాయన తయారీదారులు కొత్త EPA ప్రమాణాలను సవాలు చేస్తున్నారు.
A radio station in Poland fired its on-air talent and brought in A.I.-generated presenters. An outcry over a purported chat with a Nobel laureate quickly ended that experiment.	పోలంలో ఒక రేడియో స్టేషన్ తన ఆన్-ఎయిర్ సామర్థ్యంను ఫైర్ చేసి, ఏ.ఐ.-సృష్టించబడిన ప్రస్తుతారాలను తరువాత చేర్చారు. నోబెల్ అంబ్లరేట్తో ప్రతిష్ఠానించబడిన చాట్ పై ఒక తక్షణమే ఆ ప్రయోగానికి అంతము పెట్టింది.	పోలాండ్‌లోని ఒక రేడియో స్టేషన్ తన ప్రసార ప్రతిభను తొలగించి, AI-సృష్టించిన వ్యాఖ్యాతలను తీసుకువచ్చింది. ఒక నోబెల్ బహుమతి విజేతతో జరిగినట్లు భావించిన చాట్‌పై వ్యతిరేకత వల్ల ఆ ప్రయోగం త్వరగా ముగిసింది.	పోలాండ్ లో ఒక రేడియో స్టేషన్ తన ఆన్-ఎయిర్ ప్రతిభావంతులను తొలగించి ఎయిఐ-జనరేటెడ్ ప్రజెంటర్లను తీసుకువచ్చింది. ఒక నోబెల్ లారియేట్ తో పురాతన చర్చ కొరకు ఆ ప్రయోగం త్వరగా ముగిసింది.
From infancy, children show heightened interest in events that are impossible or improbable, relative to likely events.	పుట్టినిందు, పిల్లలు సాధ్యమైన లేక అసాధ్యమైన ఘటనలపై పెరగా ఆసక్తి చూపిస్తారు.	శిశువయస్సు నుండి, పిల్లలు సాధ్యమైన సంఘటనలతో పోలిస్తే అసాధ్యం లేదా అసంభవం అయిన సంఘటనలపై ఎక్కువ ఆసక్తిని చూపిస్తారు.	శిశువులు అసాధ్యమైన లేదా అప్రయత్నమైన సంఘటనలపై సాధ్యమైన సంఘటనల కంటే ఎక్కువ ఆసక్తిని ప్రదర్శిస్తారు.
Four persons were referred to hospital and the rest were treated as outpatients at the event venue, police sources said.	పోలీసు మూలం గుర్తించినందుకు నాలుగు వ్యక్తులు ఆస్పత్రికి నిర్దేశించబడినవి మరియు మిగిలినవి ఈవెంట్ వేన్యూలో ఔట్‌పేషంట్లగా చికిత్స చేయబడినవి.	నాలుగు మంది వ్యక్తులను ఆసుపత్రికి పంపించగా, మిగతా వారిని ఈవెంట్ ప్రాంగణంలో అవుట్‌పేషెంట్‌లుగా చికిత్స చేశారు అని పోలీస్ వర్గాలు తెలిపాయి.	నలుగురు ఆసుపత్రికి పంపబడ్డారు, మిగిలిన వారు ఈవెంట్ వేదికపై అవుట్ పేషెంట్లుగా చికిత్స పొందారు, పోలీస్ సోర్సులు చెప్పాయి.
During investigation, the Washermenpet police found that he was attacked by three persons with stones and beer bottles while he was consuming alcohol.	తనకు మద్యం సెవితోయిన తర్వాత మూడు వ్యక్తులు పథ్రాలు మరియు బీరు బాటల్లుతో దాడుతున్నారని వాషర్మెన్పేట్ పోలీసులు విచారణ నడుస్తుంది.	దర్యాప్తు సమయంలో, వాషర్‌మెన్‌పేట్ పోలీసులు అతను మద్యం సేవిస్తున్నప్పుడు ముగ్గురు వ్యక్తులు రాళ్లు మరియు బీర్ సీసాలతో దాడి చేశారని కనుగొన్నారు.	దర్యాప్తులో, వాషర్మెన్ పేట పోలీసు అతను మూడు వ్యక్తులచే రాళ్ళు, బీరు సీసాలతో దాడి చేయబడినట్లు, అతను మద్యం సేవిస్తున్న సమయంలో కనుగొన్నారు.
Two juvenile boys who were lodged at the Government Observation Home in Chengalpattu escaped on Tuesday night.	చింగలపట్టులో సర్కారు మోనిటరింగ్ హోమ్లో నివాసిస్తున్న రెండు యువకులు మంగళవారం రాత్రి ఓటమ్బరు వెళ్లారు.	చెంగల్పట్టు లోని ప్రభుత్వ పరిశీలన గృహంలో నిర్బంధించబడిన ఇద్దరు బాలురు మంగళవారం రాత్రి తప్పించుకున్నారు.	చెంగల్పట్టులోని ప్రభుత్వ పరిశీలన ఇల్లులో ఉన్న ఇద్దరు కిషోరులు మంగళవారం రాత్రి తప్పించుకున్నారు.
During Mr. Gandhi’s Srinagar stay, men disembarked from cars on Boulevard road to hug him.	శ్రీనగర్లో మిస్టర్ గాంధీ ఉండినప్పుడు, మెన్ లు బౌలేవార్డ్ రోడ్ నుండి కార్లు నుండి తెరిచినారు మరియు ఆతను అందించడానికి గూడించడానికి ఆమెను నమస్కరించారు.	"మీరు అందించిన వాక్యాన్ని తెలుగులో ఇలా అనవచ్చు: ""గాంధీ గారి శ్రీనగర్ పర్యటనలో, బౌలేవార్డ్ రోడ్డుపై కార్ల నుండి దిగిన వ్యక్తులు ఆయనను ఆలింగనం చేసుకున్నారు."""	గాంధీ గారు శ్రీనగర్ లో ఉన్నప్పుడు, బులెవార్డ్ రోడ్డుపై కార్ల నుండి దిగి ఆయన్ని కౌగలించుకున్నారు.
They alleged that several brick kilns started selling old stocks of bricks from Wednesday after paying the first instalment of the fine levied on them by the Geology and Mining Department.	వారంలో జియోలజీ మరియు ఖని శాఖ ద్వారా ధరించిన ధంధాపు ప్రారంభం తరువాత కొందరు ఈ శుక్రవారం నుంచి పాలనకు వస్తున్న పురాణ స్టాక్స్ అమ్మినట్లు ముద్రించారని వాదించారు.	అవి ఆరోపించాయి कि భూశాస్త్రం మరియు మైనింగ్ శాఖ ద్వారా వాటిపై విధించిన జరిమానా యొక్క మొదటి విడత చెల్లించిన తర్వాత బుధవారం నుండి అనేక ఇటుక బట్టీలు పాత నిల్వల ఇటుకలను విక్రయించడం ప్రారంభించాయి.	వారు భూగర్భ శాస్త్ర మరియు గని శాఖ వారిచే విధించబడిన జరిమానా యొక్క మొదటి విడత చెల్లించిన తరువాత బుధవారం నుండి పాత ఇటుకల స్టాక్లను అమ్మడం ప్రారంభించాయని ఆరోపించారు.
Ten Indian career diplomats, who are High Commissioners or Ambassadors of India in other countries, called on Governor R.N. Ravi at the Raj Bhavan in Chennai on Monday.	భారతీయ మహానియంతులు, ఇతర దేశాలలో భారత హై కమిషనర్లు లేదా దూతాలు ఉన్నారు, రాజ్ భవన్నలో మంగళవారం చెన్నైలో గవర్నర్ ఆర్.ఎన్. రవిని కలిసినారు.	భారతదేశం నుండి ఇతర దేశాలలో ఉన్న హై కమీషనర్లు లేదా రాయబారులు అయిన పది మంది భారతీయ కెరీర్ డిప్లొమాట్లు సోమవారం చెన్నైలోని రాజ్ భవన్‌లో గవర్నర్ ఆర్.ఎన్. రవిని కలుసుకున్నారు.	భారతదేశంలో ఇతర దేశాలలో హై కమిషనర్లు లేదా అంబాసిడర్లుగా ఉన్న పది మంది భారతీయ కెరీర్ డిప్లోమాట్స్ సోమవారం చెన్నైలోని రాజ్ భవన్ లో గవర్నర్ ఆర్.ఎన్. రవిని కలిశారు.
However, Dr. Hande, who wrote the foreword for her book and took part in some of these Assembly debates, says Muthu discharged her duty efficiently as a Minister with no room for corruption.	కానీ, తన పుస్తకంకు ప్రారంభ పత్రం రాయబూతి చేసిన డా. హందే, ముతు తన కట్టలు ఆసెంబ్లీ చర్చలలో చేసినట్లు, కొరిప్షన్ రూము లేనంత మంత్రివర్గంగా ముతు తన దైహిక కర్తవ్యాన్ని యాక్షస్తగా పాలన చేశిందని హందే చెబుతున్నారు.	అయితే, ఆమె పుస్తకానికి ముందుమాట రాసిన మరియు కొన్ని అసెంబ్లీ చర్చల్లో పాల్గొన్న డాక్టర్ హాండే, ముత్తు అవినీతికి అవకాశములేకుండా మంత్రి హోదాలో తన విధిని సమర్థవంతంగా నిర్వర్తించిందని చెబుతున్నారు.	అయితే, ఆమె పుస్తకం కొరకు ముందుమాట వ్రాసిన డాక్టర్ హండే, ఈ అసెంబ్లీ చర్చల్లో కొన్నింటిలో పాల్గొన్నారు, ముత్తు మంత్రిగా తన బాధ్యతను సమర్థవంతంగా నిర్వహించింది, అవినీతికి ఎటువంటి స్థలం లేదు.
While both Mr. Lobo and Mr. Kamat have cited disaffection with the Congress high command as reasons, the true reasons are all too transparent.	శ్రీ లోబో మరియు శ్రీ కామట్ రాజకీయ సంసదిక అధికారంతో తమ నిరాశాతో కాంగ్రెస్ ఉచ్చ కమాండ్ ను కారణంగా చేసినట్లు వచ్చినప్పుడు, వాస్తవ కారణాలు అంతే ప్రకటించగలవు.	శ్రీ లోబో మరియు శ్రీ కామత్ ఇద్దరూ కాంగ్రెస్ ఉన్నత కమాండ్‌పై అసంతృప్తిని కారణాలుగా పేర్కొన్నప్పటికీ, నిజమైన కారణాలు చాలా స్పష్టంగా ఉన్నాయి.	లోబో గారు, కామత్ గారు ఇద్దరూ కాంగ్రెస్ హైకమాండ్ తో అసంతృప్తిని కారణాలుగా చెప్పినప్పటికీ, నిజమైన కారణాలు చాలా స్పష్టంగా ఉన్నాయి.
The first festival celebrating the linguistic and cultural ties between the Barak Valley region of Assam and the Sylhet segment of Bangladesh began on Friday evening.	అసామ్ రాష్ట్రంలో బారాక్ వ్యాలీ ప్రాంతం మరియు బాంగ్లాదేశ్ సైల్హెట్ విభాగం మధ్య భాషా మరియు సాంస్కృతిక బంధాలను జయప్రదం చేయు ప్రథమ ఉత్సవం శుక్రవారం సాయంత్రం ప్రారంభమైంది.	ఆసామ్‌లోని బరాక్ వ్యాలీ ప్రాంతం మరియు బంగ్లాదేశ్‌లోని సిల్హెట్ ప్రాంతాల మధ్య భాషా మరియు సాంస్కృతిక సంబంధాలను జరుపుకుంటూ మొదటి ఉత్సవం శుక్రవారం సాయంత్రం ప్రారంభమైంది.	అస్సాం లోని బారక్ వ్యాలీ ప్రాంతం మరియు బంగ్లాదేశ్ లోని సిల్హెట్ విభాగం మధ్య భాషా సాంస్కృతిక బంధాలను జరుపుకునే మొదటి ఉత్సవం శుక్రవారం సాయంత్రం ప్రారంభమైంది.
The objective of such markets is to incentivise investments in renewable energy sources.	అంతవిధముగా, ఈ మార్కెట్లలో పునరుత్థాన శక్తి మూలాలపై నివేశాలను ప్రోత్సాహించడం మార్గం ఉంది.	ఈ మార్కెట్ల లక్ష్యం పునరుత్పాదక ఇంధన వనరులలో పెట్టుబడులను ప్రోత్సహించడం.	ఆవిధ మార్కెట్ల లక్ష్యం పునరుత్పాదక శక్తి వనరుల్లో పెట్టుబడులను ప్రోత్సహించడం.
The Centre is expected to clarify, later this year, the specifics of a carbon trading market in India.	ఈ సెంటర్ ఈ సంవత్సరం తరువాత భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క విశేషాలను స్పష్టం చేయడానికి అప్సరాలు ఉంటాయి.	ఈ సంవత్సరం చివరలో భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క ప్రత్యేకతలను కేంద్రం వివరణ ఇవ్వనుందని ఆశిస్తున్నారు.	ఈ సంవత్సరం చివరిలో భారతదేశంలో కార్బన్ ట్రేడింగ్ మార్కెట్ యొక్క వివరాలను కేంద్రం వివరించగలదు.
Hydrogen is an essential industrial fuel that has a range of uses from producing ammonia.	హైడ్రోజన్ నిర్వహణ ఇతర కార్యకలాపాలకు ప్రముఖంగా ఉపయోగపడే ప్రముఖ తేల్చుట పదార్థం గా ఉంది.	హైడ్రోజన్ ఒక ముఖ్యమైన పరిశ్రమ ఇంధనం, ఇది అమోనియా ఉత్పత్తి నుండి వివిధ వినియోగాలను కలిగి ఉంటుంది.	హైడ్రోజన్ ఒక అవసరమైన పారిశ్రామిక ఇంధనం, అమోనియా ఉత్పత్తి చేయడం నుండి వివిధ ఉపయోగాలను కలిగి ఉంటుంది.
Finance Minister Nirmala Sitharaman on Saturday said that regulators would do their job.	ఆదివారం ఆర్థిక మంత్రి నిర్మలా సీతారామన్ ప్రాధికారులు తమ పనులను చేస్తారని చెబుతున్నారు.	శనివారం నాడు ఆర్థిక మంత్రి నిర్మలా సీతారామన్ రెగ్యులేటర్లు తమ పని చేస్తారని చెప్పారు.	శనివారం ఆర్థిక మంత్రి నిర్మలా సీతారామన్ ప్రకటించారు, రెగ్యులేటర్లు వారి పనిని చేస్తారు.
Madras has received a grant of ₹242 crore to do research on laboratory-grown diamonds.	మద్రాస్లో లేబోరేటరీ-ఉత్పన్న హీరాలను గడిచినట్లు పరిశోధనలను చేయడానికి ₹242 కోట్లు అనుదానం పొందింది.	మద్రాస్ ల్యాబొరేటరీ-grown డైమండ్లపై పరిశోధన చేయడానికి ₹242 కోట్ల గ్రాంట్ అందుకుంది.	మద్రాస్ లాబొరేటరీ-పెంచిన వజ్రాలపై పరిశోధన చేయడానికి 242 కోట్ల రూపాయల మంజూరు పొందింది.
