idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans	gpt_35_bleu_score	gpt_4o_bleu_score	ollama_bleu_score
786	[[0.9367422]]	BJP president Amit Shah is a director in the bank.	அந்த வங்கியின் இயக்குனராக பா. ஜ. க. தலைவர் அமித் ஷா உள்ளார்.	0.9367422	True	True	பிஜேபி தலைவர் அமித் ஷா ஒரு வங்கியில் ஒன்றுக்கு இயக்குநர் ஆகுகின்றார்.	பாஜக தலைவர் அமித் ஷா அந்த வங்கியின் இயக்குநராக உள்ளார்.	பாரதீய ஜனதா கட்சித் தலைவர் அமித் ஷா அந்த வங்கியின் இயக்குநர் ஆவார்.	0.0	0.0	0.0
1020	[[0.9052834]]	He has been treating burn patients for free since 1985.	இவர் 1985 முதல் தீயினால் பாதிக்கப்பட்ட நோயாளிகளுக்கு இலவசமாக சிகிச்சை அளித்து வருகிறார்.	0.9052834	True	True	அவர் 1985 ஆம் ஆண்டும் இலவசமாக சுரக்கு நோயாளிகளை சிகிச்சை செய்கிறார்.	அவர் 1985 முதல் எரிபுண் நோயாளிகளை இலவசமாக சிகிச்சையளித்து வருகிறார்.	அவர் 1985 முதல் இலவசமாக எரிச்சல் நோயாளிகளுக்கு சிகிச்சை அளித்து வருகிறார்.	0.0	0.0	0.3
1144	[[0.90910804]]	1, 2. (a) In what sense are true Christians at war?	1, 2. ( அ) உண்மைக் கிறிஸ்தவர்கள் எப்படிப்பட்ட போரில் ஈடுபட்டிருக்கிறார்கள்?	0.90910804	True	True	1, 2. (அ) உண்மையான கிறிஸ்தவர்கள் எப்படி போராட்டத்தில் இருக்கின்றார்கள்?	1, 2. (a) உண்மையான கிறிஸ்தவர்கள் எந்த பொருளில் போரில் ஈடுபடுகிறார்கள்?	உண்மையான கிறிஸ்தவர்கள் எந்த பொருளில் போராடுகிறார்கள்?	0.5	0.31	0.0
1299	[[0.9424598]]	However, there was nothing phony about the sudden attack by the Germans on May 10, 1940.	என்றபோதிலும், 1940 மே 10 ஜெர்மானியர்களின் திடீர் தாக்குதலில் போலித்தனம் எதுவுமிருக்கவில்லை.	0.9424598	True	True	ஆனால், 1940 மே 10-ல் ஜெர்மன்கள் அடிப்படையான கட்டுமானம் செய்ததில் தவறானது எதுவும் இருக்கவில்லை.	எனினும், மே 10, 1940 அன்று ஜெர்மனியர்களின் திடீர் தாக்குதலில் ஏமாற்றம் எதுவும் இருக்கவில்லை.	ஆனால், 1940 மே 10 அன்று ஜெர்மனியர்களின் எதிர்பாராத தாக்குதல் ஒன்றும் பொய்யானதாக இல்லை.	0.17	0.0	0.2
1330	[[0.9072356]]	If the land was Chinese: 1.Why were our soldiers killed?	அந்தப் பகுதி சீனப் பகுதியாக இருந்தால் : 1. நமது வீரர்கள் ஏன் கொல்லப்பட்டனர்?	0.9072356	True	True	இடம் சீனாவில் இருந்தால்: 1. எங்கள் வீரர்கள் ஏன் கொல்லப்பட்டனர்?	இந்த நிலம் சீனர்களுடையதெனில்: 1. ஏன் எங்கள் வீரர்கள் கொல்லப்பட்டார்கள்?	நிலம் சீனாவினதாக இருந்தால்: 1. எங்கள் படைவீரர்கள் ஏன் கொல்லப்பட்டனர்?	0.39	0.0	0.28
1408	[[0.9292822]]	Police have registered a murder case and started investigation.	இந்த கொலை சம்பவம் குறித்து வழக்குப்பதிவு செய்து போலீசார் விசாரணையை தொடங்கியுள்ளனர்.	0.9292822	True	True	காவல் அலுவலர்கள் ஒரு கொலை வழக்கை பதிவு செய்து அதனை சமர்ப்பித்து ஆரம்பித்துள்ளனர்.	போலீசார் கொலை வழக்குப் பதிவு செய்து விசாரணையை ஆரம்பித்துள்ளனர்.	காவல்துறையினர் கொலை வழக்கை பதிவு செய்து விசாரணையைத் தொடங்கியுள்ளனர்.	0.0	0.0	0.0
1475	[[0.90918195]]	The police is investigating into the incident.	இச்சம்பவம் தொடர்பாக வழக்கு பதிவு செய்துள்ள பொலிசார் விசாரணை நடத்தி வருகின்றனர்.	0.90918195	False	True	காவல் நிபுணர் நிகர்த்துக்கள் நிகழ்வியைப் பரிசுப்பெறுகின்றனர்.	போலீசார் அந்த சம்பவத்தை விசாரித்து வருகின்றனர்.	காவல்துறை நிகழ்வை விசாரித்து வருகிறது.	0.0	0.0	0.0
1554	[[0.90198445]]	How important it is for all of us to cultivate that wholesome fear!	அந்த ஆரோக்கியமான பயத்தை வளர்த்துக் கொள்வது நம் அனைவருக்கும் எவ்வளவு முக்கியமாக இருக்கிறது!	0.90198445	True	True	எங்களுடைய அனைத்தும் அந்த நல்ல பயமை வளர்த்துவது எப்படி முக்கியம்!	எல்லோரும் அந்த நல்ல பயத்தை வளர்ப்பது எவ்வளவு முக்கியமானது!	எல்லோருக்கும் அந்த நல்ல பயத்தை வளர்ப்பது எவ்வளவு முக்கியம்!	0.0	0.0	0.0
1605	[[0.91779065]]	Polling takes place in Assam, Bihar, Chhattisgarh, Jammu and Kashmir, Karnataka, Maharashtra, Manipur, Odisha, Puducherry, Tamil Nadu Tripura, Uttar Pradesh and West Bengal.	அசாம், பீகார், சத்தீஸ்கர், ஜம்மு & காஷ்மீர்,கர்நாடகா, மஹாராஷ்டிரா, மணிப்பூர், ஒடிஷா, புதுச்சேரி, தமிழ்நாடு, உத்தரபிரதேசம் மற்றும் மேற்கு வங்காளம் உள்ளிட்டவற்றில் தேர்தல் நடைபெறுகிறது.	0.91779065	True	True	பதிவு அசாம், பிஹார், சட்டிஸ்கர், ஜம்மு மற்றும் காஷ்மீர், கர்நாடகா, மஹாராஷ்டிரா, மணிப்பூர், ஒடிசா, புதுச்சேரி, தமிழ்நாடு, திரிபுரா, உத்தரப்ரதேஷ் மற்றும் மேற்கு பங்காளம் நடைபெறுகிறது.	அசாம், பீகார், சத்தீஸ்கர், ஜம்மு மற்றும் காஷ்மீர், கர்நாடகா, மகாராஷ்டிரா, மணிப்பூர், ஒடிசா, புதுச்சேரி, தமிழ் நாடு, திரிபுரா, உத்தரப் பிரதேசம் மற்றும் மேற்கு வங்காளத்தில் வாக்குப்பதிவு நடைபெறுகிறது.	அசாம், பிஹார், சத்தீஸ்கர், ஜம்மு காஷ்மீர், கர்நாடகா, மகாராஷ்டிரா, மணிப்பூர், ஒடிசா, புதுச்சேரி, தமிழ்நாடு, திரிபுரா, உத்தரப் பிரதேசம் மற்றும் மேற்கு வங்காளத்தில் வாக்கெடுப்பு நடைபெறுகிறது.	0.41	0.35	0.34
1723	[[0.9161411]]	For the financial year 2017-2018, Rs.20 crore has been allocated under this scheme	இத்திட்டத்தின் கீழ் 2017-2018ஆம் நிதியாண்டில் ரூ.20 கோடி உத்தேச நிதி ஒதுக்கீடு அளிக்கப்பட்டுள்ளது.	0.9161411	True	True	நிதி ஆணவ ஆணணிக்கு 2017-2018 ஆணணம் ரூ. 20 கோடி இந்த திட்டத்துக்கு ஒதுக்கப்பட்டுள்ளது.	2017-2018 நிதியாண்டிற்காக, இந்த திட்டத்தின் கீழ் ரூ.20 கோடி ஒதுக்கப்பட்டுள்ளது.	2017-2018 நிதியாண்டிற்கு, இந்தத் திட்டத்தின் கீழ் ரூ.20 கோடி ஒதுக்கப்பட்டுள்ளது.	0.21	0.21	0.21
1793	[[0.90003216]]	Police resorted to firing water cannons and tear gas to disperse the protestors.	ஆர்ப்பாட்டக்காரர்களை அப்புறப்படுத்துவதற்காக பொலிஸார் நீர்த்தாரை மற்றும் கண்ணீர்ப் புகை வீச்சுக்களை முன்னெடுத்தனர்.	0.90003216	True	True	காவல் உள்ளிட்டது நீர் கேனன்களை மற்றும் கண் தீர்வு காசுகளை பயன்படுத்தி போராட்டக் கூட்டத்தை பிரித்துவிட்டது.	கோஷம் எழுப்பியவர்களை கலைக்க போலீசார் நீர்த்துப்பாக்கி மற்றும் கண்ணீர்புகை குண்டுகளைப் பயன்படுத்தினர்.	போராட்டக்காரர்களை சிதறடிக்க காவல்துறை நீர் பீரங்கிகளையும் கண்ணீர் வாயுவையும் பயன்படுத்தியது.	0.0	0.0	0.0
1830	[[0.90485287]]	Justices J Chelameswar, Ranjan Gogoi, Madan Lokur and Kurien Joseph addressed the media at Justice Chelameswars home in Delhi.	உச்சநீதிமன்ற நீதிபதிகள் செல்லமேஸ்வர், ரஞ்சன் கோகாய், மதன் லோகூர் மற்றும் குரியன் ஜோசஃப் ஆகியோர் டெல்லியில் நீதிபதி செல்லமேஸ்வர் இல்லத்தில் செய்தியாளர்களை சந்தித்தனர்.	0.90485287	True	True	நீதிபதிகள் ஜே. செலமேஸ்வர், ரஞ்சன் கோகோய், மதன் லோக்கூர் மற்றும் குரியன் ஜோசெப் தில்லி மாநிலத்தில் நீதி செலமேஸ்வரின் வீட்டில் மீடியாவை பேசினர்.	நீதிபதிகள் ஜே. செளமேஸ்வர், ரஞ்சன் கோகோய், மதன் லோகூர் மற்றும் குரியன் ஜோசப் ஆகியோர் டெல்லியில் நீதிபதி செளமேஸ்வரின் இல்லத்தில் ஊடகங்களுக்கு உரையாற்றினர்.	செலமேஸ்வர், ரஞ்சன் கோகோய், மாதன் லோகூர் மற்றும் குரியன் ஜோசப் ஆகிய நீதிபதிகள் தில்லியில் உள்ள செலமேஸ்வரின் இல்லத்தில் ஊடகங்களுக்கு உரையாற்றினர்.	0.0	0.27	0.0
1933	[[0.90017366]]	It is the country's political, cultural, educational and financial center.	நாட்டின் பிரதான அரசியல், கல்வி, கலாச்சார மற்றும் நிதியியல் மையமாக இந்நகரம் விளங்குகின்றது.	0.90017366	True	True	இது நாட்டின் அரசியல், கலாச்சாரம், கல்வி மற்றும் நிதி மையமாகும்.	இது நாட்டின் அரசியல், கலாச்சார, கல்வி மற்றும் நிதி மையமாகும்.	இது நாட்டின் அரசியல், பண்பாட்டு, கல்வி மற்றும் நிதியியல் மையமாகும்.	0.0	0.0	0.0
2071	[[0.91489655]]	Police say they are probing the matter and appropriate action will be taken once the inquiry is complete.	இந்த வழக்கு குறித்து விசாரித்து வருவதாகவும், விசாரணை முடிந்தவுடன் உரிய நடவடிக்கைகள் எடுக்கப்படும் எனவும் பொலிஸார் தெரிவித்துள்ளனர்.	0.91489655	True	True	போலீஸ் பரிவோசனை செய்கிறார்கள் மற்றும் விசாரணை முடிந்த பிறகு சரியான நடபடியை எடுக்கப்போவதாக சொல்கின்றனர்.	போலீசார் கூறுவதாவது, அவர்கள் இந்த விவகாரத்தை விசாரித்து வருகின்றனர் மற்றும் விசாரணை முடிந்தவுடன் உரிய நடவடிக்கை எடுக்கப்படும்.	காவல்துறை இது குறித்து விசாரணை நடத்தி வருகிறது, விசாரணை முடிந்ததும் உரிய நடவடிக்கை எடுக்கப்படும்.	0.0	0.0	0.0
2345	[[0.91009665]]	Some shots of Jayan were added to the film's opening reel before the credits at screenings in Kerala.	கேரளாவில் திரையிடல்களில் வரவுகளுக்கு முன்னர் ஜெயனின் சில காட்சிகளும் படத்தின் தொடக்கக் காட்சிகளில் சேர்க்கப்பட்டன.	0.91009665	True	True	கேரளாவில் அனுப்பலாம் என்பதே கைதை முன்பு படத்தின் திறப்பு ரீலில் ஜயன் படங்கள் சேர்க்கப்பட்டுள்ளன.	ஜயனின் சில காட்சிகள், கேரளாவில் திரையிடப்பட்ட படத்தின் தொடக்க சீசனில் சுருக்கெழுத்துகளுக்கு முன்னர் சேர்க்கப்பட்டன.	ஜயனின் சில ஷாட்டுகள் கேரளாவில் திரையிடப்பட்ட சில திரைகாட்சிகளில் டைட்டில்களுக்கு முன்பாக திரைப்படத்தின் தொடக்க ரீலில் சேர்க்கப்பட்டன.	0.0	0.0	0.0
2376	[[0.90285385]]	Each of those not only helps us to identify the right religion but also presents us personally with challenges and opportunities.	அவை ஒவ்வொன்றும் சரியான மதத்தை அடையாளம் கண்டுகொள்ள நமக்கு உதவி செய்வது மட்டுமல்லாமல், சவால்களையும் வாய்ப்புகளையுங்கூட நமக்குத் தனிப்பட அறிமுகப்படுத்துகிறது.	0.90285385	True	True	அவைகளில் ஒவ்வொருமும் எங்களுக்கு சரியான மதத்தை கண்டுபிடிக்கும் போது மட்டுமே அல்லாமல் எங்களுக்கு தனிப்பட்ட சவால்கள் மற்றும் அவகாசங்களை வழங்குகின்றன.	அவை ஒவ்வொன்றும் சரியான மதத்தை அடையாளம் காண உதவுவதோடு மட்டுமல்லாமல், நம்மை தனிப்பட்ட முறையில் சவால்கள் மற்றும் வாய்ப்புகளுடன் சமர்ப்பிக்கின்றன.	அவையில் ஒவ்வொன்றும் எங்களுக்கு சரியான மதத்தை கண்டுபிடிக்க உதவுகின்றன, மேலும் எங்களுக்கு தனிப்பட்ட சவால்களையும் வாய்ப்புகளையும் கொண்டு வருகின்றன.	0.0	0.25	0.0
2402	[[0.9093686]]	We do need new ways of telling history, and this year, for example, we started a new online project that is called 1968Digital.com, and that is an online documentary series that gives you an impression of that year, 1968, a year marked by global social change that, in many ways, created the world as we know it now.	வரலாற்றைக் கூற புதிய முறைகள் தேவை. உதாரணத்திற்கு, இந்த ஆண்டு, 1968டிஜிட்டல்.காம் எனப்படும் புதிய இணையத்திட்டம் ஒன்றை தொடங்கினோம். இது சமூக மாற்றத்தை படைத்து, இன்றைய உலகை உருவாக்கிய 1968 ஆம் ஆண்டை தெளிவாக காட்டும் இணைய ஆவணப்படத் தொடர்நிகழ்வு ஆகும்.	0.9093686	True	True	வரலாற்றை சொல்லும் புதிய வழிகள் தேவை உள்ளனவும், முதலில், இந்த வருஷம், உதாரணமாக, நாங்கள் 1968Digital.com என்ற ஒரு புதிய ஆன்லைன் முயற்சியை தொடங்கினோம், அந்த ஆண்டு, 1968, உலகத் தாக்கம் போலவும் அத்துரை உருவம் செய்யும் ஆன்லைன் நெல்லை தொடர் விருப்பம் கொடுக்கும், அந்த ஆண்டு, 1968, பல வழிகளில் உலக சமூக மாற்றத்தால் குறிக்கப்பட்ட ஒரு ஆண்டு, இப்போது நாம் அறிந்துகொள்ளும் உலகத்தை உருவாக்கினது.	역사를 이야기하는 새로운 방법들이 필요하며, 올해 우리는 1968Digital.com이라고 불리는 새로운 온라인 프로젝트를 시작했습니다. 이는 1968년을 보여주는 온라인 다큐멘터리 시리즈로, 이 해는 세계적인 사회 변화를 특징으로 하여, 우리가 지금 알고 있는 세상을 다양한 방식으로 창조한 해입니다.	நாம் வரலாற்றை சொல்லும் புதிய வழிகளை தேவைப்படுகிறோம், இந்த ஆண்டு, எடுத்துக்காட்டாக, 1968Digital.com என்ற புதிய ஆன்லைன் திட்டத்தைத் தொடங்கினோம், அது ஒரு ஆன்லைன் ஆவணப்படத் தொடர் ஆகும், அது 1968 ஆம் ஆண்டைப் பற்றி உங்களுக்கு ஒரு எண்ணத்தை அளிக்கிறது, அந்த ஆண்டு உலகளாவிய சமூக மாற்றத்தின் அடையாளம் ஆகும், அது பல விதங்களில் இன்றைய உலகை உருவாக்கியது.	0.0	0.0	0.07
2648	[[0.900463]]	17 day non- residential Tamil language training programme for newly recruited nurses	புதிதாக சேவைக்கு அமர்த்தப்பட்ட தாதியர்களுக்காக நடாத்தப்பட்ட தங்குமிட வசதிற்ற 17 நாள் தமிழ் மொழிக் கற்கைநெறி	0.900463	True	True	புதியவர்களாக நேரடியாக சேர்ந்துள்ள பரிந்துரை நேரம் ஐந்தரந்த தமிழ் மொழி பயிற்சி திட்டம் 17 நாட்கள்	புதிய நியமனமான செவிலியர்களுக்கான 17 நாள் தங்குமிட வசதி இல்லாத தமிழ் மொழி பயிற்சி திட்டம்.	புதியாக நியமிக்கப்பட்ட செவிலியர்களுக்கான 17 நாள் வெளியில் தங்காத தமிழ் மொழி பயிற்சி திட்டம்	0.0	0.0	0.0
2859	[[0.9230653]]	Vedalai is a village in Ramanathapuram district, Tamil Nadu state in southern India.	வேதாளை இந்தியாவின் தமிழ்நாடு மாநிலத்தில் இராமநாதபுரம் மாவட்டத்தில் கிழக்கு பகுதியில் அமைந்துள்ள கிராமம் ஆகும் .	0.9230653	True	True	வேடலை தமிழ்நாடு மேற்கு இந்தியாவின் ராமநாதபுரம் மாவட்டத்தில் உள்ள ஒரு ஊர் ஆகும்.	வெடாலை என்பது தென் இந்தியாவில் உள்ள தமிழ்நாடு மாநிலம், இராமநாதபுரம் மாவட்டத்தில் உள்ள ஒரு கிராமம்.	வேடலை என்பது இந்தியாவின் தென்பகுதியில் உள்ள தமிழ்நாடு மாநிலத்தின் இராமநாதபுரம் மாவட்டத்தில் உள்ள ஒரு கிராமம்.	0.0	0.0	0.0
2909	[[0.9083824]]	Team India lost the Test series 1-3.	இந்தியா இங்கிலாந்து இடையேயான டெஸ்ட் தொடரை 1-3 என இந்திய அணி இழந்தது.	0.9083824	False	True	இந்தியா அணி டெஸ்ட் தொடர் 1-3 கீழ்ப்பிழை செய்தது.	இந்திய அணி 1-3 என்ற கணக்கில் டெஸ்ட் தொடரை இழந்தது.	இந்திய அணி 1-3 என்ற கணக்கில் டெஸ்ட் தொடரை இழந்தது.	0.0	0.0	0.0
