idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans	ollama_bleu_score	ollama_f1_score	ollama_meteor_score
965	[[0.92130995]]	"""""""""""""""""""""""""""""""Practice reading your favorite articles in English magazines or journals including Time Magazine, Reader's Digest, The Economist."""""""""""""""""""""""""""""""	"""""""""""""""""""""""""""""""টাইম ম্যাগাজিন, রিডার্স ডাইজেস্ট, দ্য ইকোনমিস্টসহ স্বনামধন্য ইংরেজি ম্যাগাজিন বা জার্নালে আপনার পছন্দসই নিবন্ধ পড়ার অভ্যাস করুন।"""""""""""""""""""""""""""""""	0.92130995	True	True	আপনারা প্রিয় নিবন্ধগুলি ইংরেজি ম্যাগাজিন বা জার্নালগুলিতে, টাইম ম্যাগাজিন, রিডার্স ডাইজেস্ট, দি ইকনমিস্টে পড়ার অনুশীলন করুন।	0.07	tensor([0.7792])	0.18010869565217394
1003	[[0.9019941]]	Born in a Punjabi Army Officer's family in New Delhi, Rakul did her schooling from Army Public School, Dhaula Kuan and later studied Mathematics at Jesus and Mary College, University of Delhi.	নয়া দিল্লিতে তিনি একটি সম্ভ্রান্ত পাঞ্জাব পরিবারে জন্মগ্রহণ করেন। রাকুল আর্মি পাবলিক স্কুল, দাউলা কুয়ান-এ পড়ালেখা করেন এবং পরে গণিতে জিসাস এন্ড মেরি কলেজ, ইউনিভার্সিটি অব দিল্লীতে পড়াশুনা করেন।	0.9019941	True	True	পুনজাবি সেনা অফিসারদের পরিবারে নতুন দিল্লিতে জন্মগ্রহণ করে, রাকুল তাঁরা আর্মি পাবলিক স্কুল, ধৌলা কুয়ান থেকে স্কুলিং করেন এবং পরে জিসাস অ্যান্ড মেরি কলেজ, দিল্লি বিশ্ববিদ্যালয়ে গণিতে অধ্যয়ন করেন।	0.15	tensor([0.8396])	0.49099344674506834
1061	[[0.9081055]]	India currently has one of the highest rates of malnourished women among developing countries.	উন্নয়নশীল দেশগুলির মধ্যে ভারত বর্তমানে অপুষ্টিযুক্ত নারীদের সর্বোচ্চ হারের একটি দেশ।	0.9081055	True	True	ভারত বর্তমানে উন্নয়নশীল দেশগুলির মধ্যে নারীদের মধ্যে কুপোষণের সর্বোচ্চ হারগুলির অন্যতম।	0.0	tensor([0.8800])	0.520408163265306
1118	[[0.94687766]]	"""""""""""""""The initial trigonometric type. Valid values are """"""""""""""""DEG"""""""""""""""" (degrees), """"""""""""""""GRAD"""""""""""""""" (gradians) and """"""""""""""""RAD"""""""""""""""" (radians)."""""""""""""""	"""""""""""""""প্রারম্ভিক ত্রিকোনমিতিক ধরণ। বৈধ মান হলো """"""""""""""""DEG"""""""""""""""" (ডিগ্রি), """"""""""""""""GRAD"""""""""""""""" (গ্রেডিয়ান) এবং """"""""""""""""RAD"""""""""""""""" (রেডিয়ান)।"""""""""""""""	0.94687766	True	True	"""প্রাথমিক ত্রিকোণমিতি ধরন। বৈধ মানসমূহ হলো """"""""DEG"""""""" (ডিগ্রি), """"""""GRAD"""""""" (গ্রেডিয়ান) এবং """"""""RAD"""""""" (রেডিয়ান)।"""	0.36	tensor([0.8949])	0.4906781527728037
1187	[[0.9169364]]	The conference was organized by ASSOCHAM (Associated Chambers of Commerce and Industry of India).	অ্যাসোসিটেড চেম্বার্স অব কমার্স অ্যান্ড ইন্ডাস্ট্রি অব ইন্ডিয়া (এএসএসওসিএইচএএম) এ সম্মেলন আয়োজন করেছে।	0.9169364	True	True	সম্মেলনটি ভারতের বাণিজ্য ও শিল্প সংস্থার সহযোগিতায় আয়োজিত হয়েছিল।	0.0	tensor([0.6505])	0.0
1390	[[0.9188255]]	Aaron Lee Soon Yong (born June 7, 1972) is a Singaporean prize-winning poet who writes in English.	অ্যারোন লী সুন ইয়ং (জন্ম: ৭ জুন ১৯৭২) একজন সিঙ্গাপুরি পুরস্কার-বিজয়ী কবি, যিনি ইংরেজিতে লেখালেখি করেন।	0.9188255	True	True	আরন লি সুন ইয়ং (জন্ম জুন ৭, ১৯৭২) তাঁরা ইংরেজিতে লেখেন একজন সিঙ্গাপুরী পুরস্কারপ্রাপ্ত কবি।	0.0	tensor([0.8666])	0.3757575757575758
1417	[[0.9012518]]	Pfaff is mentioned in the Bollywood film Netaji Subhas Chandra Bose: The Forgotten Hero.	বলিউড চলচ্চিত্র নেতাজি সুভাষ চন্দ্র বোস: দ্য ফরগট্‌ন হিরোতে পাফকে উল্লেখ করা হয়েছে।	0.9012518	True	True	প্ফাফকে বলিউড চলচ্চিত্র নেতাজী সুভাষ চন্দ্র বসু: দ্য ফরগটেন হিরোতে উল্লেখ করা হয়েছে।	0.0	tensor([0.9144])	0.6696428571428572
1428	[[0.9079902]]	The Prime Minister, Shri Narendra Modi spoke to Tamil Nadu Chief Minister Thiru Edappadi K.Palaniswami and discussed the situation in the wake of the cyclone and heavy rainfall in parts of the state	প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী তামিলনাড়ুর মুখ্যমন্ত্রী থিরু এঢ়াপ্পডি কে পালানীস্বামীর সঙ্গে কথা বলেছেন এবং রাজ্যে ঘূর্ণিঝড় ও প্রবল বৃষ্টিপাতের ফলে উদ্ভুত পরিস্থিতি নিয়ে আলোচনা করেছেন	0.9079902	True	True	মাননীয় প্রধানমন্ত্রী শ্রী নরেন্দ্র মোদী তামিলনাড়ুর মুখ্যমন্ত্রী শ্রী এডপ্পাড়ি কে. পালানিস্বামীদের সাথে কথা বলেন এবং রাজ্যের কিছু অংশে ঘূর্ণিঝড় ও ভারী বর্ষণের পরিস্থিতি নিয়ে আলোচনা করেন।	0.22	tensor([0.8752])	0.4302855264393726
1471	[[0.92057073]]	National Religious Madrasa Education Board of Bangladesh (Arabic: ) is a government-recognized Qawmi Madrasa Board of Education in Bangladesh.	জাতীয় দ্বীনি মাদ্রাসা শিক্ষাবোর্ড বাংলাদেশ () বাংলাদেশে অবস্থিত সরকার স্বীকৃত একটি কওমি মাদ্রাসা শিক্ষা বোর্ড।	0.92057073	True	True	বাংলাদেশের জাতীয় ধর্মীয় মাদ্রাসা শিক্ষা বোর্ড (আরবি: ) বাংলাদেশে সরকার-স্বীকৃত কওমি মাদ্রাসা শিক্ষা বোর্ড।	0.2	tensor([0.8881])	0.5142746913580247
1545	[[0.92312694]]	"""""""""""""""Born into Pashtun Khattak family, Aslam Khattak was the President of Pakistan Movement in U.K., serving alongside Dr. Abdur Rahim as Vice President and Chaudhry Rehmat Ali as Secretary. This Organisation gave the world the name """"""""""""""""PAKISTAN"""""""""""""""". Aslam Khattak served closely with Dr Khan Sahib in the Khyber-Pakhtunkhwa's provincial government during his career as a civil servant, and after the independence of Pakistan in 1947 he was posted to Afghanistan where he played a key role in the failed negotiations for a confederation between Pakistan and Afghanistan. In the 1970 elections, he was elected as an independent to the KPK Provincial Assembly from Karak. He then became speaker of the Khyber-Pakhtunkhwa Assembly in 1972. He also served as Governor of Khyber-Pakhtunkhwa briefly after the ouster of the NAP-JUI governor as well twice posted as ambassador."""""""""""""""	"""""""""""""""পশতুন খট্টক পরিবারে জন্মগ্রহণকারী, আসলাম খট্টক যুক্তরাজ্যে পাকিস্তান আন্দোলনের রাষ্ট্রপতি ছিলেন, সহ-রাষ্ট্রপতি হিসাবে ডাঃ আবদুর রহিম এবং সেক্রেটারি হিসাবে চৌধুরী চৌধুরী রহমত আলী ছিলেন। এই সংস্থাটি বিশ্বকে """"""""""""""""পাকিস্তান"""""""""""""""" নাম দিয়েছিল। আসলাম খাত্তক বেসামরিক কর্মচারী হিসাবে কর্মজীবনকালে খাইবার-পাখতুনখোয়া'র প্রাদেশিক সরকারে ডাঃ খান সাহেবের সাথে ঘনিষ্ঠভাবে দায়িত্ব পালন করেছিলেন এবং ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পর তিনি আফগানিস্তানে নিযুক্ত হন যেখানে তিনি পাকিস্তান ও আফগানিস্তানের মধ্যে কনফেডারেশন আলোচনায় মূল ব্যর্থ ভূমিকা পালন করেছিলেন। । ১৯৭০ সালের নির্বাচনে তিনি কারাক থেকে কেপিকে প্রাদেশিক পরিষদে স্বতন্ত্র নির্বাচিত হয়েছিলেন। এরপরে তিনি ১৯৭২ সালে খাইবার-পাখতুনখোয়া বিধানসভার স্পিকার হন। তিনি ন্যাপ-জেআইআইয়ের গভর্নরকে ক্ষমতাচ্যুত করার পরে দু'বার রাষ্ট্রদূত পদে নিযুক্ত হওয়ার পরে অতিদ্রুত খাইবার-পাখতুনখুয়ারের গভর্নর হিসাবেও দায়িত্ব পালন করেছিলেন।"""""""""""""""	0.92312694	True	True	"""পশতুন খাট্টাক পরিবারে জন্মগ্রহণ করে, আসলাম খাট্টাক যুক্তরাজ্যে পাকিস্তান আন্দোলনের সভাপতি ছিলেন, ড. আব্দুর রহিম সাহেবদের সহ-সভাপতি এবং চৌধুরী রেহমত আলী সাহেবদের সম্পাদক হিসেবে কাজ করেছেন। এই সংগঠনটি বিশ্বকে """"পাকিস্তান"""" নামটি দিয়েছে। আসলাম খাট্টাক ড. খান সাহেবদের সাথে খাইবার-পাখতুনখোয়ার প্রাদেশিক সরকারে তাঁর কর্মজীবনে ঘনিষ্ঠভাবে কাজ করেছেন, এবং ১৯৪৭ সালে পাকিস্তানের স্বাধীনতার পরে তিনি আফগানিস্তানে পোস্ট করা হয়, যেখানে তিনি পাকিস্তান ও আফগানিস্তানের মধ্যে একটি কনফেডারেশনের জন্য ব্যর্থ আলোচনায় গুরুত্বপূর্ণ ভূমিকা পালন করেছেন। ১৯৭০ সালের নির্বাচনে, তিনি কারক থেকে স্বাধীন প্রার্থী হিসেবে খাইবার-পাখতুনখোয়া প্রাদেশিক পরিষদে নির্বাচিত হয়েছেন। তারপরে তিনি ১৯৭২ সালে খাইবার-পাখতুনখোয়া পরিষদের স্পিকার হয়েছেন। তিনি এছাড়াও খাইবার-পাখতুনখোয়ার গভর্নর হিসেবে সংক্ষেপে দায়িত্ব পালন করেছেন, এবং দুইবার রাষ্ট্রদূত হিসেবে পোস্ট করা হয়েছেন।"""	0.14	tensor([0.8455])	0.3597977348425413
1573	[[0.90200055]]	"""""""""""""""""""""""""""""""As cleanup efforts progressed, Chief executive of Moray Council Alistair Keddie said, """"""""""""""""""""""""""""""""Everything possible was done to protect residents."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""	"""""""""""""""""""""""""""""""পরিচ্ছন্নতা প্রচেষ্টা যেমন এগোচ্ছে, মোরে কাউন্সিলের প্রধান কার্যনির্বাহী অ্যালিস্টের কেডি জানান যে, """"""""""""""""""""""""""""""""অধিবাসীদের রক্ষা করার জন্য যতোটা সম্ভব তা সবকিছুই করা হয়েছে""""""""""""""""""""""""""""""""।"""""""""""""""""""""""""""""""	0.90200055	True	True	"""পরিচ্ছন প্রচেষ্টা এগিয়ে গেলে, মোরে কাউন্সিলের প্রধান নির্বাহীগণ আলিস্টার কেডি বলেন, """"বাসিন্দাদের সুরক্ষার জন্য সম্ভব সবকিছু করা হয়েছে।"""""""	0.02	tensor([0.7435])	0.17363257107540173
1586	[[0.90609854]]	What a blessing it is that most of the magazines and literature of Jehovah's Witnesses in these languages are being published simultaneously with the original English edition!	এটা কতই না আশীর্বাদজনক যে, এই ভাষাগুলোতে যিহোবার সাক্ষিদের বেশির ভাগ পত্রিকা এবং সাহিত্যাদি মূল ইংরেজি সংস্করণের সঙ্গে একই সময়ে বের হচ্ছে!	0.90609854	True	True	আপনারা যে এই ভাষাগুলিতে ইহোভার সাক্ষীদের অধিকাংশ ম্যাগাজিন ও সাহিত্যকর্মগুলি মূল ইংরেজি সংস্করণের সাথে সমসাময়িকভাবে প্রকাশিত হচ্ছে, তা কত আশীর্বাদ!	0.0	tensor([0.7965])	0.2652310924369748
1592	[[0.9177981]]	Sarojs family migrated to India from Pakistan after partition.	দেশভাগের পরই পাকিস্তান থেকে ভারতে চলে আসেন সরোজের পরিবার।	0.9177981	True	True	শরোজের পরিবারগণ দেশভাগের পর পাকিস্তান থেকে ভারতে চলে আসেন।	0.32	tensor([0.8958])	0.5377777777777778
1607	[[0.9107739]]	No, we need to have a little chat, Mr. Cutter.	না, আমাদের একটু কথা হওয়া দরকার, মিঃ কাটার ।	0.9107739	True	True	না, আমাদের কিছু আলাপ করা দরকার, মেসার্স কাটার মহোদয়েরা।	0.0	tensor([0.8096])	0.5113636363636364
1644	[[0.9064803]]	"""""""""""""""""""""""""""""""There were things going on in the church that I found objectionable,"""""""""""""""" says Godwin."""""""""""""""	"""""""""""""""""""""""""""""""গির্জার মধ্যে এমন কিছু চলছিল যা আমার কাছে আপত্তিকর মনে হয়েছিল,"""""""""""""""" গডউইন বলেন।"""""""""""""""	0.9064803	True	True	"""আমি গডউইন বলছি, """"গির্জায় এমন কিছু ঘটনা ঘটছিল যা আমার কাছে অসম্মানজনক বলে মনে হয়েছিল।"""""""	0.0	tensor([0.7621])	0.29043794551313346
1714	[[0.90393007]]	What has Romans chapter 12 taught us about (a) how we should use our lives?	রোমীয় ১২ অধ্যায় আমাদেরকে কী শিখিয়েছে (ক) আমাদের জীবনকে যেভাবে ব্যবহার করা উচিত, সেই বিষয়ে?	0.90393007	True	True	রোমীয় অধ্যায় ১২ আমাদের আমাদের জীবন কীভাবে ব্যবহার করতে হবে তা শিক্ষা দিয়েছে?	0.0	tensor([0.8347])	0.10810810810810811
