idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans	ollama_bleu_score	ollama_f1_score	ollama_meteor_score
337	[[0.925013]]	He has no social media account or email id.	ତାଙ୍କର ଇ-ମେଲ୍ ଠିକଣା ନାହିଁ କି ସୋସିଆଲ ମିଡିଆରେ ଆକାଉଣ୍ଟ ନାହିଁ ।	0.925013	True	True	ସେ କୌଣସି ସୋସାଲ୍ ମିଡିଆ ଆକାଉଣ୍ଟ୍ କିମ୍ବା ଇମେଲ୍ ଆଇଡି ନାହିଁ ।	0.0	tensor([0.9588])	0.18750000000000003
436	[[0.92410326]]	Chidambaram is facing probe in the INX media case by both the ED and the CBI.	ଆଇଏନଏକ୍ସ ମିଡିଆ ଦୂର୍ନୀତି ମାମଲାରେ ଚିଦାମ୍ବରମଙ୍କ ବିରୋଧରେ ଉଭୟ ଇଡି ଓ ସିବିଆଇ ତଦନ୍ତ କରୁଛନ୍ତି।	0.92410326	True	True	ଚିଦାମ୍ବରମ୍ ଇନ୍‍ଏକ୍ସ୍ ମିଡିଆ କେସରେ ଇଡି ଏବଂ ସିବିଆଇଦ୍ୱାରା ଅନ୍ୱେଷଣାର ସମ୍ମୁଖୀନ ଅଛନ୍ତି।	0.0	tensor([0.9929])	0.0847457627118644
474	[[0.9271771]]	"""""""""""""""He recognised the folk arts and traditional dances as indicative of Indian culture,"""""""""""""""" PM said."""""""""""""""	“ସେ ଭାରତୀୟ ଲୋକ କଳା ଏବଂ ପାରମ୍ପରିକ ନୃତ୍ୟକୁ ସଂସ୍କୃତିର ସଂକେତ ରୂପରେ ମାନ୍ୟତା ଦେଇଛନ୍ତି”, ପ୍ରଧାନମନ୍ତ୍ରୀ କହିଥିଲେ ।	0.9271771	True	True	"""""""ସେ ଭାରତୀୟ ସଂସ୍କୃତିର ପରିଚାୟକ ଭାବେ ଲୋକ କଳା ଓ ପାରମ୍ପରିକ ନୃତ୍ୟକୁ ଚିହ୍ନିଥିଲେ,"""" ପିଏମ୍ କହିଥିଲେ。"""	0.0	tensor([0.8472])	0.3859031593406593
478	[[0.90845805]]	He is married and has a 10-year-old child.	ସେ ବିବାହିତ ଓ ତାଙ୍କର ୧୦ ବର୍ଷର ଝିଅ ବି ଅଛିି।	0.90845805	False	True	ସେ ବିବାହିତ ଅଛନ୍ତି ଏବଂ ତାଙ୍କର ୧୦ ବର୍ଷର ଏକ ସନ୍ତାନ ଅଛି।	0.0	tensor([0.9968])	0.5318681318681319
493	[[0.9085319]]	Prime Minister Shri Narendra Modi dedicated the National Salt Satyagraha Memorial at Dandi in Navsari district, Gujarat to the nation today on Mahatma Gandhis death anniversary.	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ପୁଣ୍ୟତିଥିରେ ଆଜି ଗୁଜରାଟର ନବସାରୀ ଜିଲ୍ଲାରେ ଦାଣ୍ଡିସ୍ଥିତ ରାଷ୍ଟ୍ରୀୟ ଲବଣ ସତ୍ୟାଗ୍ରହ ସ୍ମାରକୀକୁ ରାଷ୍ଟ୍ର ଉଦ୍ଦେଶ୍ୟରେ ସମର୍ପିତ କରିଛନ୍ତି ।	0.9085319	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି ମହାତ୍ମା ଗାନ୍ଧୀଙ୍କ ମୃତ୍ୟୁ ବାର୍ଷିକୀରେ ଗୁଜରାଟର ନବସାରୀ ଜିଲ୍ଲାର ଦାଣ୍ଡିରେ ଜାତୀୟ ଲବଣ ସତ୍ୟାଗ୍ରହ ସ୍ମାରକକୁ ରାଷ୍ଟ୍ରକୁ ସମର୍ପିତ କରିଛନ୍ତି।	0.18	tensor([1.0000])	0.5382775119617224
533	[[0.90340257]]	Prime Minister's Office PM's interaction with young IAS officers The Prime Minister, Shri Narendra Modi, today interacted with over 170 young IAS officers who have recently been appointed Assistant Secretaries in the Government of India.	Prime inister's Office ଯୁବ ଭାରତୀୟ ପ୍ରଶାସନିକ ଅଧିକାରୀଙ୍କ ସହ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ମତ ବିନିମୟ ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଆଜି 170ରୁ ଅଧିକ ସହାୟକ ସଚିବ ଭାବେ ନିଯୁକ୍ତି ପାଇଥିବା ଯୁବ ଭାରତୀୟ ପ୍ରଶାସନିକ ଅଧିକାରୀଙ୍କ ସହ ମତ ବିନିମୟ କରିଛନ୍ତି ।	0.90340257	True	True	ପ୍ରଧାନମନ୍ତ୍ରୀ କାର୍ଯ୍ୟାଳୟ ପ୍ରଧାନମନ୍ତ୍ରୀଙ୍କ ଯୁବ ଆଇଏଏସ୍ ଅଧିକାରୀଙ୍କ ସହିତ ଆଲୋଚନା ଆଜି ପ୍ରଧାନମନ୍ତ୍ରୀ ଶ୍ରୀ ନରେନ୍ଦ୍ର ମୋଦୀ ଭାରତ ସରକାରରେ ସହକାରୀ ସଚିବ ଭାବେ ନିଯୁକ୍ତ ହୋଇଥିବା ୧୭୦ରୁ ଅଧିକ ଯୁବ ଆଇଏଏସ୍ ଅଧିକାରୀଙ୍କ ସହିତ ଆଲୋଚନା କରିଥିଲେ ।	0.11	tensor([0.8960])	0.3511956930011268
534	[[0.9015596]]	New Zealand squad: Kane Williamson (captain), Todd Astle, Trent Boult, Colin de Grandhomme, Lockie Ferguson, Martin Guptill, Matt Henry, Tom Latham, Colin Munro, Jimmy Neesham, Henry Nicholls, Ross Taylor, Mitchell Santner, Tim Southee.	ନ୍ୟୁଜିଲାଣ୍ଡ୍‌ ଦଳ: କେନ୍‌ ଓ୍ଵିଲିୟମ୍‌ସନ୍‌ (ଅଧିନାୟକ), ଟମ୍‌ ବ୍ଲଣ୍ଡେଲ୍‌ (ଓ୍ଵିକେଟ୍‌ରକ୍ଷକ), ଟ୍ରେଣ୍ଟ୍‌ ବୋଲ୍‌ଟ, ଟମ୍‌ ବ୍ରୁସ୍‌, କଲିନ୍‌ ଡି ଗ୍ରାଣ୍ଡୋମେ, ମାର୍ଟିନ୍‌ ଗପ୍ଟିଲ, ଅନାରୁ କିଚେନ୍‌, କଲିନ୍‌ ମୁନ୍‌ରୋ, ସେଥ୍‌ ରାନ୍‌ସ, ମିଚେଲ ସାଣ୍ଟ୍‌ନର୍‌, ଇଶ୍‌ ସୋଢ଼ି, ଟିମ୍‌ ସାଉଥି, ରସ୍‌ ଟେଲର, ବେନ୍‌ ହ୍ଵିଲର୍‌।	0.9015596	True	True	ନିଉ ଜିଲାଣ୍ଡ ଦଳ: କେନ ୱିଲିୟମସନ (ଅଧିନାୟକ), ଟଡ ଆଷ୍ଟଲ, ଟ୍ରେଣ୍ଟ ବୁଲ୍ଟ, କଲିନ ଦେ ଗ୍ରାଣ୍ଡହୋମ, ଲକି ଫର୍ଗୁସନ, ମାର୍ଟିନ ଗୁପ୍ତିଲ, ମାଟ ହେନ୍ରୀ, ଟମ ଲାଥମ, କଲିନ ମୁନ୍ରୋ, ଜିମୀ ନୀଶାମ, ହେନ୍ରୀ ନିଚୋଲ୍ସ, ରସ ଟାଇଲର, ମିଚେଲ ସାନ୍ଟନର, ଟିମ ସୁଥୀ.	0.08	tensor([0.9820])	0.21458620182966986
537	[[0.91194975]]	New Delhi: A video is getting viral on social media.	ନୂଆଦିଲ୍ଲୀ: ସୋସିଆଲ ମିଡିଆରେ ଏକ ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭିଡିଓ ଭାଇରାଲ ହେବାରେ ଲାଗିଛି।	0.91194975	True	True	ନୂଆ ଦିଲ୍ଲୀ: ସାମାଜିକ ମାଧ୍ୟମରେ ଏକ ଭିଡିଓ ଭାଇରାଲ୍ ହେଉଛି।	0.0	tensor([0.9744])	0.15151515151515152
573	[[0.9063891]]	The police took him into custody for further interrogation.	ଏ ନେଇ ଅଧିକ ଜେରା ପାଇଁ ପୋଲିସ ତାଙ୍କୁ ରିମାଣ୍ଡରେ ନେଇଛି।	0.9063891	True	True	ପୁଲିସ୍ ତାକୁ ଅଧିକ ଜିଜ୍ଞାସା ପାଇଁ ହିରାସତ୍ କରିଥିଲେ।	0.0	tensor([0.9840])	0.11363636363636365
577	[[0.9214439]]	Mix everything till it is well combined.	ସମସ୍ତ ଜିନିଷ ଭଲ ଭାବେ ମିକ୍ସ ହେଲା ଯାଏ ଏହାକୁ ଗୋଳାନ୍ତୁ ।	0.9214439	False	True	ସବୁ କିଛି ମିଶାଇଦେଲା ଯାଏଁ ଭଲ ଭାବେ ମିଶିଯାଏ ।	0.0	tensor([0.9840])	0.2607709750566893
632	[[0.90616685]]	The truck was impounded and the driver arrested.	ଦୁର୍ଘଟଣା ଘଟାଇଥିବା ଟ୍ରକ୍‌କୁ ଜବତ କରାଯିବା ସହ ଚାଳକକୁ ଗିରଫ କରାଯାଇଛି।	0.90616685	False	True	ଟ୍ରକ୍ ଜବତ୍ କରାଯାଇଥିଲା ଏବଂ ଡ୍ରାଇଭରକୁ ଗିରଫତାର କରାଯାଇଥିଲା।	0.0	tensor([0.9840])	0.0
703	[[0.9174443]]	The state Government went for appeal against this order in the Supreme Court.	ଏହି ଆଦେଶ ବିରୋଧରେ ରାଜ୍ୟ ସରକାର ସୁପ୍ରିମ୍‌ କୋର୍ଟଙ୍କ ଦ୍ୱାରସ୍ଥ ହୋଇଥିଲେ।	0.9174443	True	True	ଏହି ଆଦେଶ ବିରୁଦ୍ଧରେ ସୁପ୍ରିମ କୋର୍ଟରେ ଆପିଲ୍ କରିବା ପାଇଁ ରାଜ୍ୟ ସରକାର ଯାଇଥିଲେ ।	0.0	tensor([0.9902])	0.40322580645161293
714	[[0.9032569]]	The MPs will vote on Green ballots and the MLAs will vote on pink ballots.	ସବୁଜ ରଙ୍ଗର ବାଲଟ ପେପରରେ ସାଂସଦ ଓ ଗୋଲାପୀ ରଙ୍ଗର ବାଲଟ ପେପରରେ ବିଧାୟକମାନେ ଭୋଟ ଦେବେ ।	0.9032569	True	True	ଏମ୍‍ପିମାନେ ସବୁଜ ବଲଟରେ ଭୋଟ ଦେବେ ଏବଂ ଏମ୍‍ଏଲ୍‍ଏମାନେ ଗୋଲାପୀ ବଲଟରେ ଭୋଟ ଦେବେ।	0.0	tensor([0.9953])	0.145985401459854
724	[[0.90947187]]	FIH Goalkeeper of the Year: Rachael Lynch (Australia), Maria Ruiz (Spain), Mathilde Petriaux (France), Ayeisha McFerran (Ireland), Megumi Kageyama (Japan)	ଏଫଆଇଏଚ୍ ଗୋଲକିପର ଅଫ୍ ଦି ଇୟର୍‌: ରାଚେଲ୍ ଲିଞ୍ଚ୍ (ଅଷ୍ଟ୍ରେଲିଆ), ମାରିଆ ରୁଇଜ୍ (ସ୍ପେନ୍‌), ମାଥିଲଡେ ପିଟ୍ରିଅକ୍ସ (ଫ୍ରାନ୍ସ), ଆୟେଶା ମ୍ୟାକଫେରାନ୍ (ଆୟର୍ଲ୍ୟାଣ୍ଡ୍‌), ମେଗୁମି କାଗେୟାମା (ଜାପାନ)।	0.90947187	True	True	ଏଫଆଇଏଚ ଗୋଲକିପର ଅଫ ଦି ଇଅର: ରାଚେଲ ଲିଞ୍ଚ (ଅଷ୍ଟ୍ରେଲିଆ), ମାରିଆ ରୁଇଜ (ସ୍ପେନ), ମାଥିଲ୍ଡ ପେଟ୍ରିଆକ୍ସ (ଫ୍ରାନ୍ସ), ଆଏଶା ମକଫରନ (ଆୟରଲାଣ୍ଡ), ମେଗୁମି କାଜେୟାମା (ଜାପାନ)	0.25	tensor([0.9691])	0.5840373857593408
736	[[0.9077785]]	There is no vaccine available for either people or animals against the disease, it said.	ଏହି ରୋଗ ବିରୋଧରେ ଲୋକ କିମ୍ବା ପଶୁମାନଙ୍କ ପାଇଁ କୌଣସି ଟୀକା ଉପଲବ୍ଧ ନାହିଁ ବୋଲି ସୂଚନାରେ କୁହାଯାଇଛି।	0.9077785	True	True	ରୋଗ ବିରୁଦ୍ଧରେ ମନୁଷ୍ୟ କିମ୍ବା ପଶୁ ପାଇଁ କୌଣସି ଟିକା ଉପଲବ୍ଧ ନାହିଁ, ଏହା କହିଲା।	0.0	tensor([0.9581])	0.36770583533173457
779	[[0.90098286]]	Salman, along with Saif Ali Khan, Neelam, Tabu, Sonali Bendre and Dushyant Singh are all accused in the case.	ସଲମାନଙ୍କ ସହ ଏହି ମାମଲାରେ ବଲିଉଡ ଅଭିନେତା ସୈଫ ଅଲ୍ଲୀ ଖାନ, ନିଲମ, ତବୁ, ସୋନାଲି ବେନ୍ଦ୍ରେ ଓ ଦୁଷ୍ୟନ୍ତ ସିଂହ ପ୍ରମୁଖ ଅଭିଯୁକ୍ତ ଥିଲେ।	0.90098286	True	True	ସଲମାନ, ସୈଫ ଅଲି ଖାନ, ନୀଲମ, ତବୁ, ସୋନାଲି ବେନ୍ଦ୍ରେ ଏବଂ ଦୁଶ୍ୟନ୍ତ ସିଂହ ଏହି କେଶରେ ସମସ୍ତ ଅଭିଯୁକ୍ତ ।	0.21	tensor([0.9588])	0.463643945712336
786	[[0.9105505]]	Friends, one is getting to see and hear of many such examples day by day.	ବନ୍ଧୁଗଣ, ଏଭଳି ଅନେକ ଉଦାହରଣ, ପ୍ରତିଦିନ ଦେଖିବାକୁ ଓ ଶୁଣିବାକୁ ମିଳୁଛି।	0.9105505	True	True	ସାଥୀମାନେ, ଦିନକୁ ଦିନ ଅନେକ ଏପରି ଉଦାହରଣ ଦେଖିବାକୁ ଓ ଶୁଣିବାକୁ ମିଳୁଛି।	0.27	tensor([0.9751])	0.5769944341372912
842	[[0.9057703]]	We have informed it to the higher authorities.	ଏ ସଂପର୍କରେ ଆମେ ଉଚ୍ଚ କର୍ତ୍ତୃପକ୍ଷଙ୍କୁ ଜଣାଇଛୁ ବୋଲି ପ୍ରକାଶ କରିଛନ୍ତି।	0.9057703	False	True	ଆମେ ଉଚ୍ଚ ଅଧିକାରୀଙ୍କୁ ଏହା ଜଣାଇଛୁ ।	0.0	tensor([0.9291])	0.2937420178799489
850	[[0.9074486]]	The film is being produced by Oberois father Suresh Oberoi and Sandip Ssingh.	ଫିଲ୍ମ କୁ ବିବେକଙ୍କ ବାପା ସୁରେଶ ଓବରାୟ ଓ ସନ୍ଦୀପ ସିଂ ପ୍ରଡ୍ୟୁସ୍‌ କରୁଛନ୍ତି।	0.9074486	True	True	ଚଳଚ୍ଚିତ୍ରଟି ଓବେରୋଇଙ୍କ ବାପା ସୁରେଶ ଓବେରୋଇ ଏବଂ ସନ୍ଦୀପ ସିଂଙ୍କଦ୍ୱାରା ନିର୍ମିତ ହେଉଛି।	0.0	tensor([0.9977])	0.23445463812436282
859	[[0.90186274]]	She has also won several awards for her performances.	ସେ ନିଜ ଅଭିନୟ ପାଇଁ ବହୁଥର ପୁରସ୍କାର ମଧ୍ୟ ଜିତିସାରିଛନ୍ତି ।	0.90186274	True	True	ସେ ତାଙ୍କ ପ୍ରଦର୍ଶନ ପାଇଁ ଅନେକ ପୁରସ୍କାର ମଧ୍ୟ ଜିତିଛନ୍ତି।	0.0	tensor([1.])	0.3546348314606741
899	[[0.92788154]]	Answer - Firstly, it is important for you to know that no formal initiative like NRC has been started at the national level.	ଉତ୍ତର – ସର୍ବପ୍ରଥେମ ଆପଣଙ୍କୁ ଏହା ଜାଣିବା ଦରକାର ଯେ, ରାଷ୍ଟ୍ରୀୟ ସ୍ତରରେ ଏନ୍‌ଆରସି ପରି କେୌଣସି ଔପଚାରିକ ଆରମ୍ଭ ହୋଇନାହିଁ।	0.92788154	True	True	ପ୍ରଥମେ, ତୁମେ ଜାଣିବା ଆବଶ୍ୟକ ଯେ ଜାତୀୟ ସ୍ତରରେ NRC ପରି କୌଣସି ଆନୁଷ୍ଠାନିକ ଉଦ୍ୟମ ଆରମ୍ଭ ହୋଇନାହିଁ ।	0.0	tensor([0.9133])	0.17751479289940827
1001	[[0.92223084]]	The State government and the temple administration are fully ready for the rath yatra.	ରଥଯାତ୍ରା ପାଇଁ ରାଜ୍ୟ ସରକାର ଏବଂ ଶ୍ରୀ ମନ୍ଦିର ପ୍ରଶାସନ ପୂରା ପ୍ରସ୍ତୁତ।	0.92223084	True	True	ରାଜ୍ୟ ସରକାର ଏବଂ ମନ୍ଦିର ପ୍ରଶାସନ ରଥଯାତ୍ରା ପାଇଁ ସମ୍ପୂର୍ଣ୍ଣ ପ୍ରସ୍ତୁତ ଅଛନ୍ତି।	0.0	tensor([1.0000])	0.6724489795918367
1030	[[0.9066949]]	There were fourteen persons, all from Maharashtra, in the boat when the incident took place.	ଦୁର୍ଘଟନା ସମୟରେ ମହାରାଷ୍ଟ୍ରରୁ ଆସିଥିବା ଚଉଦ ଜଣ ଲୋକ ଡଙ୍ଗାରେ ଥିଲେ।	0.9066949	True	True	ଘଟଣା ଘଟିବା ସମୟରେ ନାଉରେ ମହାରାଷ୍ଟ୍ରରୁ ଆସିଥିବା ଚଉଦି ଜଣ ଥିଲେ ।	0.0	tensor([1.0000])	0.3468406593406593
1069	[[0.93371415]]	Rajasthan BJP president and Rajya Sabha MP Madan Lal Saini dies	ବିଜେପିର ରାଜସ୍ଥାନ ରାଜ୍ୟ ସଭାପତି ତଥା ରାଜ୍ୟସଭା ସାଂସଦ ମଦନ ଲାଲ ସୈନୀଙ୍କ ପରଲୋକ	0.93371415	True	True	ରାଜସ୍ଥାନ ବିଜେପି ଅଧ୍ୟକ୍ଷ ଓ ରାଜ୍ୟ ସଭା ସାଂସଦ ମଦନଲାଲ ସାଇନୀ ପ୍ରାଣ ହରାଇଲେ	0.0	tensor([1.0000])	0.13636363636363635
