idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	gpt_3_5_trans	gpt_4o_trans	ollama_trans
185	[[0.9089726]]	There is no response from the government yet.	सरकार की और से इसपर अभी कोई प्रतिक्रिया नहीं मिल पाई है।	0.9089726	False	True	सरकार से अब तक कोई प्रतिक्रिया नहीं है।	अभी तक सरकार की ओर से कोई प्रतिक्रिया नहीं है।	सरकार से अभी तक कोई प्रतिक्रिया नहीं है.
202	[[0.9061848]]	The military officers were waiting with a car for Gandhiji.	सैन्य अधिकारी एक गाड़ी लेकर गांधीजी की प्रतीक्षा कर रहे थे।	0.9061848	True	True	सैन्य अधिकारी गांधीजी के लिए एक कार के साथ इंतजार कर रहे थे।	फौजी अधिकारी गांधीजी के लिए एक गाड़ी के साथ इंतजार कर रहे थे।	सैन्य अधिकारी गांधीजी के लिए एक कार के साथ प्रतीक्षा कर रहे थे।
211	[[0.91424656]]	After completing a Masters from the Delhi School of Social Work, Nandita Das started teaching.	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाना शुरू किया।	0.91424656	True	True	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाई शुरू की।	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने पढ़ाना शुरू किया।	दिल्ली स्कूल ऑफ सोशल वर्क से मास्टर्स पूरा करने के बाद, नंदिता दास ने शिक्षण शुरू किया।
223	[[0.9462265]]	As per the FICCI-EY Media and Entertainment Repot 2019, the size of the Industry has increased from Rs91,810 crore in 2013 to Rs 1,67,500 crore in 2018, a growth of 82.44 per cent in the last 5 years.	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट, 2019 के अनुसार इस उद्योग का आकार 2013 में 91,810 करोड़ रुपये से 2018 में 1,67,500 करोड़ रुपये तक बढ़ गया है। पिछले पांच वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।	0.9462265	True	True	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट 2019 के अनुसार, इस उद्योग का आकार 2013 में रुपये 91,810 करोड़ से 2018 में रुपये 1,67,500 करोड़ तक बढ़ गया है, पिछले 5 साल में 82.44 प्रतिशत की वृद्धि हुई है।	फिक्की-ईवाई मीडिया और एंटरटेनमेंट रिपोर्ट 2019 के अनुसार, उद्योग का आकार 2013 में 91,810 करोड़ रुपये से बढ़कर 2018 में 1,67,500 करोड़ रुपये हो गया है, जो पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि है।	एफआईसीसी-ईवाई मीडिया और एंटरटेनमेंट रिपोर्ट 2019 के अनुसार, उद्योग का आकार 2013 में 91,810 करोड़ रुपये से बढ़कर 2018 में 1,67,500 करोड़ रुपये हो गया, पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि हुई।
236	[[0.9477833]]	Indirect Tax Revenue (Provisional) collections have increased from Rs 2,69,909 crore in April-October 2013 to Rs.2,85,126 crore during April-October 2014.	अप्रत्‍यक्ष कर राजस्‍व (अंतरिम) का संग्रह अप्रैल-अक्‍टूबर 2013 के 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्‍टूबर 2014 के दौरान 2,85,126 करोड़ रुपये के स्‍तर को छू गया।	0.9477833	True	True	अप्रत्यक्ष कर राजस्व (प्राविशिक) कलेक्शन अप्रैल-अक्टूबर 2013 में 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्टूबर 2014 के दौरान 2,85,126 करोड़ रुपये तक बढ़ गया है।	अप्रत्यक्ष कर राजस्व (अनंतिम) संग्रहण अप्रैल-अक्टूबर 2013 में 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्टूबर 2014 के दौरान 2,85,126 करोड़ रुपये हो गया है।	अप्रत्यक्ष कर राजस्व (अनंतिम) संग्रह अप्रैल-ऑक्टोबर 2013 में 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-ऑक्टोबर 2014 में 2,85,126 करोड़ रुपये हो गया है.
276	[[0.9045582]]	So for example, in Seattle, where I live, when in 2014 we passed our nation's first 15 dollar minimum wage, the neoliberals freaked out over their precious equilibrium.	उदाहरण के लिए, सिएटल में, जहां मैं रहता हूं, जब 2014 में हमने अपने देश का पहला न्यूनतम वेतन 15 डॉलर पारित किया, तो नवउदारवादी अपने अमूल्य संतुलन पर उत्तेजित हो गए।	0.9045582	True	True	तो उदाहरण के लिए, सीटल में, जहाँ मैं रहता हूं, जब हमने 2014 में हमारे देश की पहली 15 डॉलर की न्यूनतम मजदूरी को पारित किया, तो न्यूलिबरल्स अपने मूल्यवादी संतुलन के बारे में हैरान हो गए।	उदाहरण के लिए, सिएटल में, जहाँ मैं रहता हूँ, 2014 में जब हमने अपने देश का पहला 15 डॉलर न्यूनतम वेतन पारित किया, तो नवउदारवादियों ने अपने कीमती संतुलन को लेकर घबरा गए।	इसलिए उदाहरण के लिए, सिएटल में, जहां मैं रहता हूँ, जब 2014 में हमने अपने देश की पहली 15 डॉलर न्यूनतम मजदूरी पास की, नीलिबरल्स ने अपने प्यारे संतुलन पर फ्रीक आउट किया।
306	[[0.9222158]]	Air marshal Anil Khosla takes over as Director General Air Operations	एयर मार्शल अनिल खोसला ने एयर ऑपरेशन्स में महानिदेशक का पदभार संभाला	0.9222158	True	True	एयर मार्शल अनिल खोसला एयर ऑपरेशंस के डायरेक्टर जनरल के रूप में कार्यभार संभालते हैं।	एयर मार्शल अनिल खोसला ने वायु संचालन के महानिदेशक का पदभार संभाला।	एयर मार्शल अनिल खोसला ने वायु संचालन निदेशक महानिदेशक का कार्यभार संभाला
308	[[0.90935385]]	Cabinet Secretary, Secretary Home Affairs, Secretary External Affairs, Secretary Defence , Secretary Health and Family Welfare, Secretary Civil Aviation and several other top officials attended the meeting.	कैबिनेट सचिव (Cabinet Secretary), गृह सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन मंत्रालय में सचिव और अन्य कई प्रमुख अधिकारियों ने इस बैठक में हिस्सा लिया.	0.90935385	True	True	कैबिनेट सचिव, गृह कार्य सचिव, विदेश कार्य सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक विमानन सचिव और कई अन्य शीर्ष अधिकारी सभी बैठक में शामिल थे।	कैबिनेट सचिव, गृह सचिव, विदेश सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन सचिव और कई अन्य शीर्ष अधिकारी बैठक में शामिल हुए।	कैबिनेट सचिव, गृह मामलों के सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन सचिव और कई अन्य शीर्ष अधिकारियों ने बैठक में भाग लिया।
314	[[0.9295887]]	Two persons were killed in separate road accidents in the district.	जिले में हुए अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	0.9295887	True	True	जिले में दो व्यक्तियों की अलग-अलग सड़क दुर्घटनाओं में मौत हो गई।	जिले में अलग-अलग सड़क दुर्घटनाओं में दो व्यक्तियों की मौत हो गई।	जिले में अलग-अलग सड़क दुर्घटनाओं में दो व्यक्ति मारे गए।
320	[[0.9390217]]	Step 3: A PDF will be opened on the screen.	चरण 3: आपकी स्क्रीन पर एक पीडीएफ खुल जाएगा।	0.9390217	True	True	स्टेप 3: स्क्रीन पर एक पीडीएफ फाइल खुलेगी।	चरण 3: स्क्रीन पर एक पीडीएफ़ खुलेगी।	चरण 3: स्क्रीन पर एक पीडीएफ खुल जाएगा।
339	[[0.91927075]]	Nitin Patel taking oath as deputy chief minister of Gujarat.	नितिन पटेल ने गुजरात के उपमुख्यमंत्री पद के रूप में शपथ ली	0.91927075	True	True	नितिन पटेल गुजरात के उप मुख्यमंत्री के रूप में शपथ लेते हुए।	नितिन पटेल ने गुजरात के उपमुख्यमंत्री के रूप में शपथ ली।	नितिन पटेल गुजरात के उपमुख्यमंत्री के रूप में शपथ ले रहे हैं।
342	[[0.91002333]]	Power generation during the 2015-16 (April-November, 2015) is 739.915 BU showing a growth rate of 4.55% over the previous year same period.	वर्ष 2015-16 (अप्रैल-नवंबर, 2015) के दौरान के 739.915 बीयू विद्युत उत्‍पादन हुआ है, जो में पिछले वर्ष की इसी अवधि की तुलना में हुए उत्‍पादन से 4.55 प्रतिशत वृद्धि दर दर्शाता है।	0.91002333	True	True	2015-16 (अप्रैल-नवंबर, 2015) के दौरान ऊर्जा उत्पादन 739.915 बिलियन यूनिट है जिससे पिछले वर्ष के समय सीमा पर 4.55% की वृद्धि दिखाई देती है।	2015-16 (अप्रैल-नवंबर, 2015) के दौरान बिजली उत्पादन 739.915 BU रहा, जो पिछले वर्ष की इसी अवधि की तुलना में 4.55% की वृद्धि दर दर्शाता है।	2015-16 (अप्रैल-नवंबर, 2015) में विद्युत उत्पादन 739.915 बिलियन यूनिट है, जो पिछले वर्ष की समान अवधि की तुलना में 4.55% की वृद्धि दर दिखाता है।
347	[[0.904228]]	Ministry of Finance 99 MSMEs to gain by Tax Incentives provided in General Budget 2018-19 Government to Forego Rs 7,000 Crores due to this incentive The Union Minister for Finance and Corporate Affairs, Shri Arun Jaitley has proposed a reduced rate of 25 to companies that have reported turnover up to Rs 250 crores in financial year 2016-17.	वित्त मंत्रालय आम बजट 2018-19 में कर-राहत से 99 प्रतिशत छोटे उद्यमों को फायदा होगा कर-राहत से सरकार को 7000 करोड़ रुपये की राजस्व-हानि केन्द्रीय वित्त एवं कॉरपोरेट मामलों के मंत्री श्री अरुण जेटली ने उन कंपनियों के लिए 25 प्रतिशत के घटे हुए दर का प्रस्ताव किया है, जिनका वित्त वर्ष 2016-17 के दौरान टर्नओवर 250 करोड़ रुपए तक है।	0.904228	True	True	वित्त मंत्रालय 99 एमएसएमई को आम बजट 2018-19 में प्रदान की गई कर प्रोत्साहन से लाभान्वित होंगे। सरकार इस प्रोत्साहन के कारण 7,000 करोड़ रुपये का भार हाथ धोना पड़ेगा। यूनियन वित्त और कॉर्पोरेट कार्य मंत्री, श्री अरुण जेटली ने 2016-17 वित्तीय वर्ष में टर्नओवर रुपये 250 करोड़ तक रिपोर्ट करने वाली कंपनियों के लिए 25 तक की कम दर का प्रस्ताव दिया है।	वित्त मंत्रालय 99 MSMEs को कर प्रोत्साहनों से लाभ होगा जो सामान्य बजट 2018-19 में प्रदान किए गए हैं। इस प्रोत्साहन के कारण सरकार को 7,000 करोड़ रुपये का नुकसान होगा। वित्त और कॉर्पोरेट मामलों के केंद्रीय मंत्री, श्री अरुण जेटली ने उन कंपनियों के लिए 25 की कम दर का प्रस्ताव रखा है जिन्होंने वित्तीय वर्ष 2016-17 में 250 करोड़ रुपये तक का कारोबार रिपोर्ट किया है।	वित्त मंत्रालय: 2018-19 के सामान्य बजट में प्रदान किए गए कर प्रोत्साहन से 99 एमएसएमई लाभान्वित होंगे सरकार इस प्रोत्साहन के कारण 7,000 करोड़ रुपये छोड़ेगी वित्त और कॉर्पोरेट मामलों के केंद्रीय मंत्री, श्री अरुण जेटली ने 2016-17 के वित्तीय वर्ष में 250 करोड़ रुपये तक के टर्नओवर वाली कंपनियों के लिए 25% की दर प्रस्तावित की है।
350	[[0.93418044]]	Apart from these, several important projects have been taken up in the Delhi NCR areas around Haryana	इनके अलावा हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई अहम परियोजनाएं शुरू की गई हैं	0.93418044	True	True	इनके अलावा, हरियाणा के आसपास दिल्ली एनसीआर क्षेत्र में कई महत्वपूर्ण परियोजनाएं ली गई हैं।	इनके अलावा, हरियाणा के आसपास के दिल्ली एनसीआर क्षेत्रों में कई महत्वपूर्ण परियोजनाएं शुरू की गई हैं।	इनके अलावा, हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई महत्वपूर्ण परियोजनाएं शुरू की गई हैं।
382	[[0.92756724]]	Similar conclusions were reached by Michael McElroy and Steven Wofsy at Harvard University.	इसी तरह के निष्कर्ष माइकल McElroy और स्टीवन Wofsy द्वारा हार्वर्ड विश्वविद्यालय में दिए गए।	0.92756724	True	True	माइकल मैकएलरॉय और स्टीवन वॉफसी ने हार्वर्ड विश्वविद्यालय पर समान निष्कर्ष निकाले।	माइकल मैकेलरॉय और स्टीवन वॉफसी ने हार्वर्ड विश्वविद्यालय में समान निष्कर्ष निकाले।	माइकल मैकेलरॉय और हार्वर्ड विश्वविद्यालय के स्टीवन वोफ्सी ने भी इसी नतीजे पर पहुँचे।
412	[[0.9196175]]	The 8GB RAM and 128GB model is priced at Rs 19,999.	इसके 8GB रैम और 128GB स्टोरेज वाले वेरिएंट की कीमत 19,999 रुपये है।	0.9196175	True	True	8 जीबी रैम और 128 जीबी मॉडल की कीमत 19,999 रुपये है।	8GB RAM और 128GB मॉडल की कीमत ₹19,999 है।	8GB रैम और 128GB मॉडल की कीमत 19,999 रुपये है.
415	[[0.90331876]]	Directed Delhi Police to take all possible steps in coordination with JNU Administration to maintain law and order&take action against the perpetrators of violence.	दिल्ली पुलिस को कानून व्यवस्था बनाये रखने तथा हिंसा के खिलाफ कार्रवाई करने के लिए जेएनयू प्रशासन के साथ मिलकर हरसंभव कदम उठाने का निर्देश दिया।	0.90331876	True	True	दिल्ली पुलिस को निर्देशित किया कि वे संगठन जेएनयू प्रशासन के साथ सहयोग के साथ सभी संभावित कदम उठाएं और कानून और आदेश का पालन करें और हिंसा के प्रेरणादाताओं के खिलाफ कार्रवाई करें।	दिल्ली पुलिस को निर्देश दिया कि कानून और व्यवस्था बनाए रखने के लिए जेएनयू प्रशासन के साथ समन्वय में सभी संभव कदम उठाए और हिंसा के दोषियों के खिलाफ कार्रवाई करे।	दिल्ली पुलिस को जेएनयू प्रशासन के साथ समन्वय में कानून व्यवस्था बनाए रखने और हिंसा के दोषियों के खिलाफ कार्रवाई करने के लिए सभी संभव कदम उठाने के निर्देश दिए।
425	[[0.9075359]]	Yogi's programme at Patna postponed due to Mayoral poll	पटना में मेयर चुनाव के कारण योगी का कार्यक्रम स्थगित	0.9075359	True	True	पटना में योगी का कार्यक्रम मेयर चुनाव के कारण स्थगित किया गया।	योगी का कार्यक्रम पटना में महापौर चुनाव के कारण स्थगित हुआ।	पटना में योगी के कार्यक्रम को मेयर चुनाव के कारण स्थगित कर दिया गया है.
426	[[0.9010944]]	Yamato and his friends were unsure of where he ended up to after he tried to stop him again.	Yamato और अपने दोस्तों जहां वह समाप्त हो गया उसके बाद वह उसे फिर से रोकने की कोशिश के अनिश्चित थे।	0.9010944	True	True	यमातो और उसके दोस्त निश्चित नहीं थे कि उसने फिर से उसे रोकने की कोशिश करने के बाद उसका कहाँ पहुंच गया।	यामातो और उसके दोस्त इस बात को लेकर अनिश्चित थे कि उसे रोकने की कोशिश के बाद वह कहाँ चला गया।	यामातो और उसके दोस्त यह नहीं जानते थे कि वह फिर से उसे रोकने की कोशिश करने के बाद कहाँ पहुँच गया।
429	[[0.9342724]]	The Ministry had sanctioned Rs 35.19 Lakh in September 2009.	मंत्रालय ने सितंबर 2009 में 35.19 लाख रूपये की मंजूरी दी थी।	0.9342724	True	True	मंत्रालय ने सितंबर २००९ में ३५.१९ लाख रुपए की मंजूरी दी थी।	मंत्रालय ने सितंबर 2009 में 35.19 लाख रुपये की मंजूरी दी थी।	सितंबर 2009 में मंत्रालय ने 35.19 लाख रुपये स्वीकृत किए थे।
430	[[0.92655724]]	This price is for the 4GB RAM and 64GB storage variant.	यह कीमत 4GB रैम और 64GB स्टोरेज वाले वेरियंट की है।	0.92655724	True	True	यह मूल्य 4 जीबी रैम और 64 जीबी स्टोरेज वेरिएंट के लिए है।	यह कीमत 4GB रैम और 64GB स्टोरेज वेरिएंट के लिए है।	यह कीमत 4GB रैम और 64GB स्टोरेज वेरिएंट के लिए है।
479	[[0.91807544]]	Hyderabad University student commits suicide	हैदराबाद यूनिवर्सिटी के छात्र ने फांसी लगाकर सुसाइड किया	0.91807544	False	True	हैदराबाद विश्वविद्यालय का छात्र आत्महत्या कर लेता है।	हैदराबाद विश्वविद्यालय के छात्र ने आत्महत्या की।	हैदराबाद विश्वविद्यालय के छात्र ने आत्महत्या कर ली।
511	[[0.9012917]]	Arjun Kapoor is the son of the famous producer, Boney Kapoor.	अर्जुन फिल्म इंडस्ट्री के फेमस प्रोड्यूसर बोनी कपूर के बेटे हैं।	0.9012917	True	True	अर्जुन कपूर महान निर्माता बोनी कपूर का बेटा है।	अर्जुन कपूर प्रसिद्ध निर्माता बोनी कपूर के बेटे हैं।	अर्जुन कपूर प्रसिद्ध निर्माता बोनी कपूर के पुत्र हैं।
521	[[0.90201813]]	The airline will deploy 70-seater ATR 72 aircraft on the route.	इस मार्ग पर 70 सीटों वाले एटीआर 72 विमान का परिचालन किया जायेगा।	0.90201813	True	True	एयरलाइन रूट पर 70 सीट वाला ATR 72 विमान तैनात करेगी।	एयरलाइन इस मार्ग पर 70-सीटर एटीआर 72 विमान तैनात करेगी।	एयरलाइन मार्ग पर 70-सीटर एटीआर 72 विमान तैनात करेगी।
523	[[0.9016859]]	Ms. M Sathiyavathy is New Secretary of Labour and Employment	सुश्री एम. साथियावती बनीं नई श्रम और रोजगार सचिव	0.9016859	True	True	श्रीमती एम सत्थियवती श्रम और रोजगार के नए सचिव हैं।	सुश्री एम. सथियवथी श्रम और रोजगार की नई सचिव हैं।	श्रीमती एम सथियावथी श्रम और रोजगार की नई सचिव हैं
