idx	las	src	tgt	las_score_dbl	src_gt_8_words	tgt_gt_8_words	ollama_trans
223	[[0.9462265]]	As per the FICCI-EY Media and Entertainment Repot 2019, the size of the Industry has increased from Rs91,810 crore in 2013 to Rs 1,67,500 crore in 2018, a growth of 82.44 per cent in the last 5 years.	फिक्की-ईवाई मीडिया और मनोरंजन रिपोर्ट, 2019 के अनुसार इस उद्योग का आकार 2013 में 91,810 करोड़ रुपये से 2018 में 1,67,500 करोड़ रुपये तक बढ़ गया है। पिछले पांच वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।	0.9462265	True	True	अपने FICCI-EY मीडिया और मनोरंजन रिपोर्ट 2019 के अनुसार, उद्योग का आकार 2013 में 91,810 करोड़ रुपये से बढ़कर 2018 में 1,67,500 करोड़ रुपये हो गया है, पिछले 5 वर्षों में 82.44 प्रतिशत की वृद्धि हुई है।
236	[[0.9477833]]	Indirect Tax Revenue (Provisional) collections have increased from Rs 2,69,909 crore in April-October 2013 to Rs.2,85,126 crore during April-October 2014.	अप्रत्‍यक्ष कर राजस्‍व (अंतरिम) का संग्रह अप्रैल-अक्‍टूबर 2013 के 2,69,909 करोड़ रुपये से बढ़कर अप्रैल-अक्‍टूबर 2014 के दौरान 2,85,126 करोड़ रुपये के स्‍तर को छू गया।	0.9477833	True	True	अप्रत्यक्ष कर राजस्व (अनंतिम) संग्रह उनके अप्रैल-अक्टूबर 2013 में 2,69,909 करोड़ रुपये से अप्रैल-अक्टूबर 2014 के दौरान 2,85,126 करोड़ रुपये तक बढ़े हैं।
276	[[0.9045582]]	So for example, in Seattle, where I live, when in 2014 we passed our nation's first 15 dollar minimum wage, the neoliberals freaked out over their precious equilibrium.	उदाहरण के लिए, सिएटल में, जहां मैं रहता हूं, जब 2014 में हमने अपने देश का पहला न्यूनतम वेतन 15 डॉलर पारित किया, तो नवउदारवादी अपने अमूल्य संतुलन पर उत्तेजित हो गए।	0.9045582	True	True	इसलिए उदाहरण के लिए, सिएटल में, जहाँ मैं रहता हूँ, जब 2014 में हमने अपने देश की पहली 15 डॉलर न्यूनतम मजदूरी पास की, नियोलिबरल्स ने अपने प्यारे संतुलन पर हंगामा किया।
306	[[0.9222158]]	Air marshal Anil Khosla takes over as Director General Air Operations	एयर मार्शल अनिल खोसला ने एयर ऑपरेशन्स में महानिदेशक का पदभार संभाला	0.9222158	True	True	वायु सेना अधिकारी अनिल खोसला जी वायु संचालन निदेशक महोदय के रूप में कार्यभार संभालते हैं।
308	[[0.90935385]]	Cabinet Secretary, Secretary Home Affairs, Secretary External Affairs, Secretary Defence , Secretary Health and Family Welfare, Secretary Civil Aviation and several other top officials attended the meeting.	कैबिनेट सचिव (Cabinet Secretary), गृह सचिव, विदेश मामलों के सचिव, रक्षा सचिव, स्वास्थ्य और परिवार कल्याण सचिव, नागरिक उड्डयन मंत्रालय में सचिव और अन्य कई प्रमुख अधिकारियों ने इस बैठक में हिस्सा लिया.	0.90935385	True	True	कैबिनेट सचिवों, गृह मामलों के सचिवों, विदेश मामलों के सचिवों, रक्षा सचिवों, स्वास्थ्य और परिवार कल्याण सचिवों, नागरिक उड्डयन सचिवों और कई अन्य शीर्ष अधिकारियों ने बैठक में भाग लिया।
314	[[0.9295887]]	Two persons were killed in separate road accidents in the district.	जिले में हुए अलग-अलग सड़क हादसों में दो व्यक्तियों की मौत हो गई।	0.9295887	True	True	दो व्यक्तियों की जिले में अलग-अलग सड़क दुर्घटनाओं में मृत्यु हो गई।
320	[[0.9390217]]	Step 3: A PDF will be opened on the screen.	चरण 3: आपकी स्क्रीन पर एक पीडीएफ खुल जाएगा।	0.9390217	True	True	तीसरा चरण: उनकी स्क्रीन पर एक पीडीएफ खुल जाएगी।
339	[[0.91927075]]	Nitin Patel taking oath as deputy chief minister of Gujarat.	नितिन पटेल ने गुजरात के उपमुख्यमंत्री पद के रूप में शपथ ली	0.91927075	True	True	नितिन पटेल जी गुजरात के उपमुख्यमंत्री के रूप में शपथ ले रहे हैं।
342	[[0.91002333]]	Power generation during the 2015-16 (April-November, 2015) is 739.915 BU showing a growth rate of 4.55% over the previous year same period.	वर्ष 2015-16 (अप्रैल-नवंबर, 2015) के दौरान के 739.915 बीयू विद्युत उत्‍पादन हुआ है, जो में पिछले वर्ष की इसी अवधि की तुलना में हुए उत्‍पादन से 4.55 प्रतिशत वृद्धि दर दर्शाता है।	0.91002333	True	True	वे 2015-16 (अप्रैल-नवंबर, 2015) में विद्युत उत्पादन 739.915 अरब यूनिट रहा, जो पिछले वर्ष की समान अवधि की तुलना में 4.55% की वृद्धि दर दिखाता है।
347	[[0.904228]]	Ministry of Finance 99 MSMEs to gain by Tax Incentives provided in General Budget 2018-19 Government to Forego Rs 7,000 Crores due to this incentive The Union Minister for Finance and Corporate Affairs, Shri Arun Jaitley has proposed a reduced rate of 25 to companies that have reported turnover up to Rs 250 crores in financial year 2016-17.	वित्त मंत्रालय आम बजट 2018-19 में कर-राहत से 99 प्रतिशत छोटे उद्यमों को फायदा होगा कर-राहत से सरकार को 7000 करोड़ रुपये की राजस्व-हानि केन्द्रीय वित्त एवं कॉरपोरेट मामलों के मंत्री श्री अरुण जेटली ने उन कंपनियों के लिए 25 प्रतिशत के घटे हुए दर का प्रस्ताव किया है, जिनका वित्त वर्ष 2016-17 के दौरान टर्नओवर 250 करोड़ रुपए तक है।	0.904228	True	True	वित्त मंत्रालय के अनुसार, 2018-19 के सामान्य बजट में प्रदान किए गए कर प्रोत्साहन से 99 एमएसएमई लाभान्वित होंगे। सरकार इस प्रोत्साहन के कारण 7,000 करोड़ रुपये छोड़ेगी। वित्त और कॉर्पोरेट मामलों के केंद्रीय मंत्री, श्री अरुण जेटली जी ने 2016-17 के वित्तीय वर्ष में 250 करोड़ रुपये तक का टर्नओवर दर्शाने वाली कंपनियों के लिए 25 प्रतिशत की घटी हुई दर का प्रस्ताव रखा है।
350	[[0.93418044]]	Apart from these, several important projects have been taken up in the Delhi NCR areas around Haryana	इनके अलावा हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई अहम परियोजनाएं शुरू की गई हैं	0.93418044	True	True	इनके अलावा, हरियाणा के आसपास दिल्ली एनसीआर क्षेत्रों में कई महत्वपूर्ण परियोजनाएं शुरू की गई हैं।
382	[[0.92756724]]	Similar conclusions were reached by Michael McElroy and Steven Wofsy at Harvard University.	इसी तरह के निष्कर्ष माइकल McElroy और स्टीवन Wofsy द्वारा हार्वर्ड विश्वविद्यालय में दिए गए।	0.92756724	True	True	माइकल मैकेलरॉय और स्टीवन वोफ्सी ने हार्वर्ड विश्वविद्यालय में समान निष्कर्ष निकाले।
412	[[0.9196175]]	The 8GB RAM and 128GB model is priced at Rs 19,999.	इसके 8GB रैम और 128GB स्टोरेज वाले वेरिएंट की कीमत 19,999 रुपये है।	0.9196175	True	True	उनके 8GB रैम और 128GB मॉडल की कीमत 19,999 रुपये है.
415	[[0.90331876]]	Directed Delhi Police to take all possible steps in coordination with JNU Administration to maintain law and order&take action against the perpetrators of violence.	दिल्ली पुलिस को कानून व्यवस्था बनाये रखने तथा हिंसा के खिलाफ कार्रवाई करने के लिए जेएनयू प्रशासन के साथ मिलकर हरसंभव कदम उठाने का निर्देश दिया।	0.90331876	True	True	दिल्ली पुलिस को जेएनयू प्रशासन के साथ समन्वय में कानून व्यवस्था बनाए रखने और हिंसा के दोषियों के विरुद्ध कार्रवाई करने के लिए सभी संभव कदम उठाने के निर्देश दिए गए।
425	[[0.9075359]]	Yogi's programme at Patna postponed due to Mayoral poll	पटना में मेयर चुनाव के कारण योगी का कार्यक्रम स्थगित	0.9075359	True	True	योगी जी का पटना में कार्यक्रम मेयरल चुनाव के कारण स्थगित हो गया है।
426	[[0.9010944]]	Yamato and his friends were unsure of where he ended up to after he tried to stop him again.	Yamato और अपने दोस्तों जहां वह समाप्त हो गया उसके बाद वह उसे फिर से रोकने की कोशिश के अनिश्चित थे।	0.9010944	True	True	यामातो और उनके मित्र यह निश्चित नहीं थे कि वे लोग उसके बाद कहाँ पहुँचे जब वे लोग उसे फिर से रोकने की कोशिश की।
429	[[0.9342724]]	The Ministry had sanctioned Rs 35.19 Lakh in September 2009.	मंत्रालय ने सितंबर 2009 में 35.19 लाख रूपये की मंजूरी दी थी।	0.9342724	True	True	मंत्रालय ने सितंबर 2009 में 35.19 लाख रुपये स्वीकृत किए थे।
430	[[0.92655724]]	This price is for the 4GB RAM and 64GB storage variant.	यह कीमत 4GB रैम और 64GB स्टोरेज वाले वेरियंट की है।	0.92655724	True	True	यह कीमत 4GB रैम और 64GB स्टोरेज वेरिएंट के लिए हैं।
479	[[0.91807544]]	Hyderabad University student commits suicide	हैदराबाद यूनिवर्सिटी के छात्र ने फांसी लगाकर सुसाइड किया	0.91807544	False	True	हैदराबाद विश्वविद्यालय के विद्यार्थी आत्महत्या कर लेते हैं।
511	[[0.9012917]]	Arjun Kapoor is the son of the famous producer, Boney Kapoor.	अर्जुन फिल्म इंडस्ट्री के फेमस प्रोड्यूसर बोनी कपूर के बेटे हैं।	0.9012917	True	True	अर्जुन कपूर विख्यात निर्माता श्री बोनी कपूर के पुत्र हैं।
521	[[0.90201813]]	The airline will deploy 70-seater ATR 72 aircraft on the route.	इस मार्ग पर 70 सीटों वाले एटीआर 72 विमान का परिचालन किया जायेगा।	0.90201813	True	True	वे 70-सीटर एटीआर 72 विमान को इस मार्ग पर तैनात करेंगे।
523	[[0.9016859]]	Ms. M Sathiyavathy is New Secretary of Labour and Employment	सुश्री एम. साथियावती बनीं नई श्रम और रोजगार सचिव	0.9016859	True	True	श्रीमती एम सतियावती श्रम और रोजगार की नई सचिव हैं
528	[[0.9108924]]	In fact, for BSF the war on eastern front had started well before the war actually broke out in Dec '71.	वास्तव में, बीएसएफ के लिए दिसम्बर '71 में युद्ध वास्तव में टूटने से पहले पूर्वी मोर्चे पर युद्ध शुरू हो गया था।	0.9108924	True	True	वास्तव में, सीमा सुरक्षा बल के लिए पूर्वी मोर्चे पर युद्ध वास्तव में दिसंबर '७१ में शुरू होने से पहले ही शुरू हो गया था।
529	[[0.9026755]]	However, the court said that there was no danger involved to the life of the mother and child if the pregnancy was continued.	हालांकि अदालत ने कहा कि अगर गर्भावस्था जारी रहती है, तो इससे मां और शिशु की जान को कोई खतरा नहीं है।	0.9026755	True	True	परंतु, उनके अनुसार, माता और शिशु के जीवन को कोई खतरा नहीं था यदि गर्भावस्था जारी रखी जाती।
552	[[0.9044589]]	When specifically asked that since he is In-Charge of North Eastern region which usually depends on tourism, what would be the effect of COVID pandemic, Dr Jitendra Singh replied that North East will rather gain in tourism and may start attracting tourists from Europe and other western countries as well because while most of the tourist resorts in those countries have been heavily afflicted by Corona, it is the North Eastern region of India which remains relatively Corona-free and some of the most popular tourist destinations like Sikkim did not have even a single Corona positive case throughout	पूर्वोत्तर क्षेत्र, जो आमतौर पर पर्यटन पर ही निर्भर है, का प्रभारी होने के नाते जब उनसे खास तौर पर कोविड महामारी के प्रभाव के बारे में पूछा गया तो डॉक्टर जितेंद्र सिंह ने कहा कि पूर्वोत्तर क्षेत्र को निश्चय ही पर्यटन में फायदा होगा और यह यूरोप सहित अन्य पश्चिम देशों के सैलानियों को आकर्षित करना शुरू कर सकता है क्योंकि जब उन देशों के ज्यादातर पर्यटक स्थल कोरोना से बुरी तरह प्रभावित रहे तब भारत का पूर्वोत्तर क्षेत्र ही है जो नि:संदेह कोरोना से मुक्त रहा और सिक्किम जैसे कुछ लोकप्रिय पर्यटक स्थल में तो कोरोना का एक भी पॉजिटिव मामला सामने नहीं आया	0.9044589	True	True	जब विशेष रूप से पूछा गया कि चूंकि वे उत्तर पूर्वी क्षेत्र के प्रभारी हैं, जो पर्यटन पर निर्भर करता है, कोविड महामारी का प्रभाव क्या होगा, डॉक्टर जितेंद्र सिंह ने उत्तर दिया कि उत्तर पूर्व पर्यटन में लाभान्वित होगा और यूरोप तथा अन्य पश्चिमी देशों से पर्यटकों को आकर्षित करना शुरू कर देगा क्योंकि जबकि उन देशों के अधिकांश पर्यटन रिसॉर्ट कोरोना से बुरी तरह प्रभावित हुए हैं, भारत का उत्तर पूर्वी क्षेत्र अपेक्षाकृत कोरोना-मुक्त है और सिक्किम जैसे लोकप्रिय पर्यटन स्थलों में कोरोना पॉजिटिव मामला एक भी नहीं था।
563	[[0.90984356]]	Solar Parks and UMSPPs will be set up by 2019-20 with central governments financial support of Rs 8,100 crore.	केंद्र सरकार के 8,100 करोड़ रुपये के वित्तीय समर्थन के साथ सौर पार्क और यूएमएसपीपी का गठन 2019-20 तक किया जाएगा।	0.90984356	True	True	सौर पार्क और यूएमएसपीपी 2019-20 तक उनकी सरकारों के वित्तीय सहायता रुपये 8,100 करोड़ के साथ स्थापित किए जाएंगे।
590	[[0.9204055]]	In the incident, motorcyclist was also injured.	इस घटना में मोटरसाइकिल राइडर को भी चोटें आई हैं।	0.9204055	False	True	घटना में मोटरसाइकिल चालकों को भी चोट आई।
599	[[0.9032561]]	Marc Guggenheim wrote the script, while Hugh Jackman, Liev Schreiber, and will.i.am voiced their characters from the film.	इसकी पटकथा मार्क गुग्गेनहिम ने लिखी, जबकि ह्यू जैकमैन,Liev स्क्रिबर, और will.i.am ने फिल्म कें चरित्रों को अपनी-अपनी आवाज प्रदान की।	0.9032561	True	True	मार्क गुगेनहाइम ने पटकथा लिखी, जबकि ह्यू जैकमैन, लीव श्रेबर और विल.आई.एम ने फिल्म के अपने पात्रों की आवाज़ें दीं।
640	[[0.9534107]]	Police has arrested seven persons in this connection.	पुलिस ने इस मामले में सात लोगों को गिरफ्तार किया है।	0.9534107	False	True	पुलिस ने इस संबंध में सात व्यक्तियों को गिरफ्तार किया है।
658	[[0.9031591]]	Police have started investigation and lodged an FIR.	पुलिस ने एफआईआर दर्ज कर कार्रवाई शुरू कर दी है।	0.9031591	False	True	पुलिस ने जांच शुरू कर दी है और एक प्राथमिकी दर्ज कर दी है।
668	[[0.91051626]]	Shloka is youngest of three children of Russell and Mona Mehta.	श्लोका, रसेल मेहता और मोना की तीन संतानों में सबसे छोटी हैं।	0.91051626	True	True	श्लोका रसल और मोना मेहता जी के तीन संतानों में सबसे छोटे हैं।
677	[[0.9007649]]	Amitabh Bachchan, Ranbir Kapoor, and Alia Bhatt will also be playing the lead roles in the film.	इसमें आलिया भट्ट और रणबीर कपूर के साथ ही अमिताभ बच्चन भी अहम किरदार निभाते दिखेंगे।	0.9007649	True	True	अमिताभ बच्चन, रणबीर कपूर और आलिया भट्ट भी फिल्म में मुख्य भूमिकाएं निभाएंगे।
708	[[0.9349087]]	Two other accused in the case, Sandeep V Dange and Ramchandra Kalsangra are still absconding, while another accused Sunil Joshi had died.	मामले के दो अन्य आरोपी संदीप वी डांगे और रामचंद्र कलसांगरा फरार हैं और एक अन्य आरोपी सुनील जोशी की मौत हो चुकी है।	0.9349087	True	True	दो अन्य अभियुक्तों ने इस मामले में, संदीप वी डांगे और रामचंद्र कालसंगरा अभी भी फरार हैं, जबकि एक अन्य अभियुक्त सुनील जोशी स्वर्गवासी हो गए थे।
709	[[0.90637714]]	Revenue and Rehabilitation Minister Rampal Singh and MlA Ranjeet Singh Gunwan also spoke on the occasion.	अंत्योदय मेला को राजस्व एवं पुनर्वास मंत्री रामपाल सिंह एवं विधायक रंजीत सिंह गुणवान ने भी संबोधित किया।	0.90637714	True	True	राजस्व एवं पुनर्वास मंत्री श्री रामपाल सिंह जी एवं विधायक श्री रणजीत सिंह गुनवान जी ने भी इस अवसर पर अपने विचार व्यक्त किए।
728	[[0.9105363]]	Targeting the Modi government, Chowdhury said the country is reeling under drought, but the government is not worried.	मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की चपेट में है, लेकिन सरकार चिंतित नहीं है।	0.9105363	True	True	मोदी सरकार पर निशाना साधते हुए चौधरी ने कहा कि देश सूखे की मार झेल रहा है, लेकिन सरकारें चिंतित नहीं हैं।
741	[[0.9340638]]	Ministry of Railways Indian Railways distributes more than 85 lakh free meals and about 1.25 crore free water bottles to nearly 50 lakh migrants travelling in Shramik Special Trains As on 28th May 2020, 3736 Shramik Special trains have been operationalized from various states across the country Yesterday 172 Shramik Specials were originated Indian Railways has distributed more than 85 lakh free meals and about 1.25 crore free water bottles to migrants travelling in Shramik Special Trains since 1st May 2020.	रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित कीं 28 मई 2020 तक देश भर के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें चलाई गई हैं कल 172 श्रमिक स्पेशल ट्रेनें रवाना की गईं भारतीय रेलवे ने 1 मई, 2020 से ही श्रमिक स्पेशल ट्रेनों में यात्रा करने वाले लगभग 50 लाख प्रवासियों को 85 लाख से भी अधिक मुफ्त भोजन और लगभग 1.25 करोड़ मुफ्त पानी की बोतलें वितरित की हैं।	0.9340638	True	True	"Here is the translation: रेल मंत्रालय भारतीय रेलवे ने श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे लगभग 50 लाख प्रवासियों को 85 लाख से अधिक निःशुल्क भोजन और लगभग 1.25 करोड़ निःशुल्क जल की बोतलें वितरित की हैं। 28 मई 2020 तक, देश भर के विभिन्न राज्यों से 3736 श्रमिक स्पेशल ट्रेनें संचालित की गई हैं। कल 172 श्रमिक स्पेशल्स की शुरुआत की गई थी। भारतीय रेलवे ने 1 मई 2020 से श्रमिक स्पेशल ट्रेनों में यात्रा कर रहे प्रवासियों को 85 लाख से अधिक निःशुल्क भोजन और लगभग 1.25 करोड़ निःशुल्क जल की बोतलें वितरित की हैं।"
743	[[0.9099014]]	Karnataka assembly elections to be held in one phase	एक ही चरण में होगा कर्नाटक के विधानसभा चुनाव	0.9099014	True	True	कर्नाटक विधान सभा चुनाव एक चरण में आयोजित किए जाएंगे।
744	[[0.937477]]	Truck driver dies in road mishap	सड़क पार कर रहे ट्रक चालक की हादसे में मौत	0.937477	False	True	ट्रक चालक उनकी सड़क दुर्घटना में मृत्यु हो गईं
756	[[0.9181298]]	Traditional family system was the pride of India	पारम्‍परिक पारिवारिक प्रणाली भारत का गौरव हुआ करती थी	0.9181298	False	True	परंपरागत परिवार प्रणाली भारत की शान थीं।
787	[[0.90542525]]	He said different organisations and individuals have complained that Hindu gods and goddesses have been ridiculed in 'Tandav' web series.	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि तांडव वेब सीरीज में हिंदू देवी-देवताओं का उपहास किया गया है.	0.90542525	True	True	उन्होंने कहा कि विभिन्न संगठनों और व्यक्तियों ने शिकायत की है कि 'टंडव' वेब श्रृंखला में हिन्दू देवी-देवताओं का उपहास किया गया है।
807	[[0.91402304]]	Rs 50,000-crore special finance facility to be provided to financial institutions such as Nabard, Sidbi, NHB.	नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को 50,000 करोड़ रुपए की विशेष वित्तीय सहायता उपलबध कराई जाएगी।	0.91402304	True	True	५०,००० करोड़ रुपये की विशेष वित्त सुविधा नाबार्ड, सिडबी, एनएचबी जैसे वित्तीय संस्थानों को प्रदान की जाएगी।
832	[[0.9486035]]	He was born on 23 July 1933 in Chennai, Tamil Nadu to Neelkanta Padmanabha and was commissioned into the Indian Air Force on 1 April 1953.	उनका जन्म 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकंठा पद्मनाभ में हुआ और 1 अप्रैल 1953 को भारतीय वायु सेना में नियुक्त किया गया।	0.9486035	True	True	वे 23 जुलाई 1933 को चेन्नई, तमिलनाडु में नीलकांत पद्मनाभ के यहाँ पैदा हुए और 1 अप्रैल 1953 को भारतीय वायु सेना में कमीशन्ड हुए।
836	[[0.926762]]	And I think that 's true.	और मैं यह सोचता हूँ कि यह सच है।	0.926762	False	True	और मैं सोचता हूँ कि वह सत्य हैं।
841	[[0.9237489]]	See the image below for an example.	उदाहरण के तौर पर नीचे दी गई तस्वीर में देखिए।	0.9237489	False	True	नीचे दिए गए उदाहरण के लिए निम्न चित्र देखें।
854	[[0.9209574]]	The third on the list is former Australia World Cup winning captain Ricky Ponting, who had taken 468 innings to reach this milestone.	इस लिस्ट में तीसरे नंबर पर ऑस्ट्रेलिया के पूर्व विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने यह उपलब्धि हासिल करने के लिए 468 पारियां खेली थीं।	0.9209574	True	True	तीसरे स्थान पर पूर्व ऑस्ट्रेलिया विश्व कप विजेता कप्तान रिकी पोंटिंग हैं, जिन्होंने इस मील के पत्थर को प्राप्त करने में 468 पारियां ली थीं।
